doc_no,account_ref,doc_date_text,doc_time,doc_type,junk_note,stated_lines
302062,P:2582,17/01/2025,10:31,INV,,7
302064,P:2587,23/01/2025,13:29,INV,,9
302066,P:2589,13/01/2025,11:35,INV,,2
302067,P:2594,13/01/2025,10:15,INV,,5
302069,P:2594,19/01/2025,13:36,INV,,5
302070,P:2596,08/01/2025,12:27,INV,,8
302074,P:2609,23/01/2025,16:05,INV,,4
302075,P:2609,21/01/2025,10:24,INV,,5
302076,P:2609,25/01/2025,12:21,INV,,5
302077,P:2609,25/01/2025,08:17,INV,,6
302078,P:2609,21/01/2025,11:39,INV,,11
302079,P:2612,26/01/2025,12:48,INV,,9
302080,P:2612,05/01/2025,14:35,INV,,3
302082,P:2612,22/01/2025,10:55,INV,,6
302083,P:2613,08/01/2025,10:17,INV,,12
302087,P:2616,27/01/2025,15:00,INV,,3
302089,P:2620,12/01/2025,18:54,INV,,12
9302089,P:2620,12/01/2025,23:54,CR,,2
302091,P:2624,24/01/2025,08:01,INV,,8
302095,P:2638,06/01/2025,10:31,INV,,7
302096,P:2639,23/01/2025,12:38,INV,,4
302100,P:2642,13/01/2025,08:22,INV,,13
302102,P:2664,13/01/2025,08:24,INV,,11
302106,P:2671,03/01/2025,14:55,INV,,10
302108,P:2674,15/01/2025,13:49,INV,,10
302111,P:2683,09/01/2025,13:50,INV,,7
302113,P:2693,16/01/2025,10:05,INV,,4
302115,P:2700,08/01/2025,13:30,INV,,11
302116,P:2700,12/01/2025,09:20,INV,,5
302118,P:2706,24/01/2025,12:08,INV,,4
302121,P:2714,04/01/2025,10:30,INV,,14
302123,P:2720,19/01/2025,14:14,INV,,6
302127,P:2728,10/01/2025,13:49,INV,,10
302128,P:2729,21/01/2025,11:42,INV,,5
302130,P:2732,19/01/2025,08:30,INV,,5
302131,P:2732,06/01/2025,14:40,INV,,8
302132,P:2736,07/01/2025,15:35,INV,,12
302134,P:2738,19/01/2025,12:47,INV,,9
302135,P:2738,09/01/2025,12:08,INV,,7
302136,P:2740,11/01/2025,10:49,INV,,8
302137,P:2740,23/01/2025,16:24,INV,,7
302139,P:2741,11/01/2025,11:20,INV,,2
302140,P:2745,10/01/2025,11:59,INV,,9
302141,P:2745,01/01/2025,11:05,INV,,5
302143,P:2746,24/01/2025,11:31,INV,,11
302145,P:2747,17/01/2025,08:52,INV,,6
302150,P:2752,24/01/2025,14:39,INV,,2
302151,P:2752,26/01/2025,12:02,INV,,6
302152,P:2752,25/01/2025,12:52,INV,,4
302154,P:2754,23/01/2025,12:16,INV,,10
9302154,P:2754,23/01/2025,15:16,CR,,2
302155,P:2754,18/01/2025,12:22,INV,,9
302158,P:2758,11/01/2025,12:00,INV,,8
9302158,P:2758,11/01/2025,14:00,CR,,2
302159,P:2758,09/01/2025,14:19,INV,,8
302161,P:2759,03/01/2025,12:02,INV,,11
302164,P:2762,25/01/2025,13:16,INV,,8
302165,P:2765,11/01/2025,08:52,INV,,7
302166,P:2773,04/01/2025,10:45,INV,,10
302167,P:2773,19/01/2025,15:50,INV,,3
302168,P:2774,26/01/2025,14:33,INV,,10
302169,P:2774,05/01/2025,16:47,INV,,8
302171,P:2781,27/01/2025,08:54,INV,,4
302172,P:2782,02/01/2025,14:27,INV,,4
302173,P:2782,07/01/2025,16:21,INV,,9
302175,P:2783,24/01/2025,08:34,INV,,2
302176,P:2783,13/01/2025,09:59,INV,,13
302177,P:2783,22/01/2025,13:09,INV,,7
302178,P:2789,01/01/2025,12:00,INV,,7
302180,P:2795,20/01/2025,11:00,INV,,7
302182,P:2814,24/01/2025,11:04,INV,,8
302183,P:2814,09/01/2025,13:04,INV,,9
302186,P:1001,23/02/2025,17:28,INV,,4
302189,P:1006,15/02/2025,10:26,INV,,2
302190,P:1006,06/02/2025,16:04,INV,,3
302191,P:1011,07/02/2025,11:30,INV,,5
302193,P:1015,13/02/2025,16:09,INV,,5
302194,P:1016,22/02/2025,13:03,INV,,7
302195,P:1016,08/02/2025,09:32,INV,,8
302198,P:1019,05/02/2025,19:02,INV,,3
302199,P:1021,15/02/2025,12:18,INV,,4
302200,P:1022,21/02/2025,10:05,INV,,7
302201,P:1024,02/02/2025,09:24,INV,,12
302203,P:1029,14/02/2025,11:48,INV,,7
302204,P:1029,15/02/2025,09:50,INV,,11
302206,P:1038,01/02/2025,15:16,INV,,5
302208,P:1041,23/02/2025,12:47,INV,,4
302209,P:1046,05/02/2025,08:15,INV,,7
302211,P:1049,14/02/2025,11:05,INV,,6
302212,P:1049,14/02/2025,14:45,INV,,15
302213,P:1051,08/02/2025,11:52,INV,,6
302216,P:1052,20/02/2025,08:05,INV,,7
302217,P:1052,28/02/2025,08:39,INV,,7
302219,P:1055,02/02/2025,09:35,INV,,4
302221,P:1064,27/02/2025,15:36,INV,,13
302222,P:1064,27/02/2025,15:22,INV,,7
302223,P:1067,11/02/2025,13:07,INV,,7
302225,P:1069,19/02/2025,09:07,INV,,2
302226,P:1074,15/02/2025,14:36,INV,,8
302227,P:1074,03/02/2025,12:02,INV,,3
302228,P:1079,17/02/2025,11:15,INV,,7
302229,P:1080,25/02/2025,15:45,INV,,2
302230,P:1080,16/02/2025,09:26,INV,,3
302233,P:1084,24/02/2025,09:13,INV,,12
302235,P:1089,09/02/2025,15:22,INV,,9
302239,P:1102,19/02/2025,12:01,INV,,9
302240,P:1102,23/02/2025,15:42,INV,,15
302241,P:1102,19/02/2025,10:53,INV,,7
302242,P:1102,12/02/2025,15:59,INV,,2
302243,P:1102,04/02/2025,11:07,INV,,12
302244,P:1105,19/02/2025,08:51,INV,,9
302246,P:1106,04/02/2025,14:31,INV,,4
302248,P:1115,07/02/2025,11:22,INV,,7
302249,P:1115,22/02/2025,10:55,INV,,5
302250,P:1115,19/02/2025,13:16,INV,,5
302251,P:1116,23/02/2025,09:32,INV,,8
302253,P:1122,18/02/2025,16:25,INV,,2
302254,P:1131,10/02/2025,11:46,INV,,11
302255,P:1131,18/02/2025,12:52,INV,,4
302256,P:1135,20/02/2025,15:25,INV,,13
302258,P:1146,19/02/2025,08:42,INV,,6
302261,P:1162,07/02/2025,19:42,INV,,7
302262,P:1165,03/02/2025,16:16,INV,,3
302263,P:1165,28/02/2025,08:08,INV,,5
302268,P:1183,17/02/2025,10:11,INV,,7
302270,P:1186,08/02/2025,12:04,INV,,8
302271,P:1191,16/02/2025,12:50,INV,,11
302272,P:1192,24/02/2025,08:53,INV,,5
302274,P:1193,19/02/2025,15:19,INV,,5
302275,P:1204,14/02/2025,13:13,INV,,7
302276,P:1204,18/02/2025,15:03,INV,,6
302277,P:1204,07/02/2025,09:49,INV,,10
302278,P:1204,20/02/2025,20:15,INV,,5
302279,P:1204,10/02/2025,08:53,INV,,6
302280,P:1208,21/02/2025,11:55,INV,,6
302281,P:1208,15/02/2025,08:18,INV,,8
302283,P:1211,02/02/2025,11:41,INV,,6
302285,P:1216,28/02/2025,11:38,INV,,4
302292,P:1229,18/02/2025,15:13,INV,,11
302298,P:1233,10/02/2025,10:26,INV,,4
302299,P:1233,01/02/2025,11:22,INV,,6
302301,P:1243,27/02/2025,11:03,INV,,10
302302,P:1243,24/02/2025,08:53,INV,,10
302305,P:1260,23/02/2025,14:07,INV,,6
302310,P:1262,02/02/2025,17:15,INV,,8
302317,P:1274,15/02/2025,14:18,INV,,9
9302317,P:1274,15/02/2025,16:18,CR,,2
302320,P:1290,07/02/2025,09:54,INV,,4
302321,P:1293,23/02/2025,08:46,INV,,7
302322,P:1297,25/02/2025,12:43,INV,,11
302325,P:1298,22/02/2025,13:07,INV,,10
302326,P:1298,17/02/2025,10:54,INV,,9
302330,P:1308,24/02/2025,14:51,INV,,9
302331,P:1313,05/02/2025,12:15,INV,,4
302332,P:1313,09/02/2025,08:17,INV,,6
302334,P:1313,15/02/2025,13:45,INV,,6
302339,P:1315,22/02/2025,11:52,INV,,4
302340,P:1317,08/02/2025,17:53,INV,,7
302343,P:1320,17/02/2025,10:50,INV,,8
302344,P:1323,17/02/2025,13:01,INV,,10
302346,P:1323,22/02/2025,10:00,INV,,6
302347,P:1324,17/02/2025,10:03,INV,,4
302348,P:1324,27/02/2025,10:52,INV,,4
302349,P:1324,23/02/2025,17:45,INV,,13
302350,P:1324,15/02/2025,09:40,INV,,5
302352,P:1329,08/02/2025,14:45,INV,,5
302355,P:1333,17/02/2025,14:16,INV,,7
302360,P:1337,14/02/2025,15:56,INV,,6
302363,P:1341,11/02/2025,08:21,INV,,3
302364,P:1342,28/02/2025,08:42,INV,,9
302366,P:1346,27/02/2025,13:19,INV,,6
302368,P:1348,27/02/2025,08:07,INV,,9
302369,P:1351,20/02/2025,17:23,INV,,14
302370,P:1352,24/02/2025,11:30,INV,,15
302371,P:1352,17/02/2025,14:46,INV,,4
302376,P:1379,20/02/2025,10:40,INV,,6
302383,P:1389,24/02/2025,16:42,INV,,10
302384,P:1392,20/02/2025,09:39,INV,,10
302387,P:1400,18/02/2025,13:00,INV,,7
302388,P:1400,21/02/2025,11:52,INV,,3
302389,P:1407,27/02/2025,09:46,INV,,10
302390,P:1409,03/02/2025,08:29,INV,,8
302391,P:1411,07/02/2025,12:34,INV,,6
302393,P:1413,19/02/2025,08:16,INV,,8
302395,P:1419,03/02/2025,08:50,INV,,3
302397,P:1423,10/02/2025,13:42,INV,,6
302403,P:1433,20/02/2025,10:28,INV,,5
302404,P:1433,07/02/2025,16:45,INV,,5
302405,P:1435,11/02/2025,18:52,INV,,6
302410,P:1445,09/02/2025,11:12,INV,,12
302411,P:1445,09/02/2025,12:32,INV,,5
302412,P:1446,16/02/2025,14:40,INV,,9
302413,P:1446,12/02/2025,13:13,INV,,8
302414,P:1449,18/02/2025,11:08,INV,,6
302415,P:1451,02/02/2025,11:40,INV,,3
302416,P:1453,08/02/2025,11:03,INV,,13
302418,P:1457,05/02/2025,13:41,INV,,7
302420,P:1458,02/02/2025,15:22,INV,,12
302421,P:1458,01/02/2025,10:15,INV,,10
302423,P:1467,06/02/2025,14:38,INV,,12
302424,P:1472,09/02/2025,11:39,INV,,4
302426,P:1472,13/02/2025,09:49,INV,,5
302427,P:1474,26/02/2025,09:42,INV,,5
302434,P:1485,21/02/2025,11:25,INV,,11
302437,P:1492,21/02/2025,10:14,INV,,5
302438,P:1492,10/02/2025,11:51,INV,,10
302439,P:1495,07/02/2025,10:18,INV,,2
302440,P:1495,02/02/2025,12:17,INV,,13
302442,P:1498,27/02/2025,11:06,INV,,10
302443,P:1500,23/02/2025,10:43,INV,,7
302445,P:1529,12/02/2025,11:43,INV,,10
302446,P:1530,07/02/2025,12:12,INV,,6
302451,P:1539,24/02/2025,10:32,INV,,4
9302451,P:1539,24/02/2025,13:32,CR,,2
302456,P:1539,27/02/2025,10:20,INV,,10
302457,P:1545,18/02/2025,13:28,INV,,6
302460,P:1549,13/02/2025,09:09,INV,,7
302462,P:1552,18/02/2025,09:14,INV,,6
302464,P:1555,06/02/2025,10:57,INV,,7
302467,P:1561,13/02/2025,09:23,INV,,7
302470,P:1564,23/02/2025,20:24,INV,,9
302472,P:1568,19/02/2025,09:03,INV,,9
302473,P:1569,06/02/2025,10:02,INV,,15
302475,P:1571,19/02/2025,18:24,INV,,5
302478,P:1584,16/02/2025,20:39,INV,,3
302485,P:1608,15/02/2025,18:47,INV,,11
302486,P:1609,04/02/2025,10:49,INV,,8
302489,P:1614,20/02/2025,10:27,INV,,5
302491,P:1617,02/02/2025,11:36,INV,,6
302492,P:1617,12/02/2025,10:00,INV,,3
302494,P:1618,19/02/2025,13:28,INV,,8
302496,P:1619,02/02/2025,12:33,INV,,3
302497,P:1619,08/02/2025,14:56,INV,,10
302499,P:1623,28/02/2025,12:05,INV,,3
302500,P:1624,02/02/2025,10:24,INV,,13
302501,P:1624,11/02/2025,12:01,INV,,9
302503,P:1627,04/02/2025,14:23,INV,,8
302506,P:1632,13/02/2025,13:26,INV,,8
302509,P:1635,16/02/2025,15:31,INV,,14
302513,P:1648,21/02/2025,13:27,INV,,4
302515,P:1651,19/02/2025,08:35,INV,,5
302516,P:1652,28/02/2025,08:36,INV,,13
302519,P:1659,04/02/2025,13:18,INV,,5
302520,P:1664,28/02/2025,14:17,INV,,4
302522,P:1668,24/02/2025,08:46,INV,,15
302524,P:1671,22/02/2025,08:55,INV,,15
302525,P:1671,13/02/2025,12:11,INV,,10
302526,P:1673,13/02/2025,11:13,INV,,11
302528,P:1675,10/02/2025,08:08,INV,,4
302534,P:1690,01/02/2025,14:53,INV,,15
302538,P:1691,21/02/2025,13:15,INV,,8
302539,P:1698,21/02/2025,08:31,INV,,7
302545,P:1709,26/02/2025,09:12,INV,,4
302546,P:1709,20/02/2025,12:47,INV,,12
302547,P:1719,17/02/2025,11:06,INV,,7
302549,P:1720,21/02/2025,08:30,INV,,5
302550,P:1722,24/02/2025,14:13,INV,,3
302554,P:1722,17/02/2025,18:10,INV,,13
302556,P:1723,04/02/2025,08:49,INV,,6
302557,P:1723,13/02/2025,12:23,INV,,5
302558,P:1733,28/02/2025,12:38,INV,,2
302559,P:1733,06/02/2025,14:16,INV,,8
302560,P:1733,12/02/2025,11:53,INV,,8
302563,P:1747,22/02/2025,13:30,INV,,8
302565,P:1747,11/02/2025,10:56,INV,,8
302567,P:1750,17/02/2025,11:09,INV,,4
302568,P:1755,10/02/2025,13:37,INV,,4
302569,P:1756,19/02/2025,11:06,INV,,7
302570,P:1756,10/02/2025,12:51,INV,,4
302571,P:1764,05/02/2025,08:46,INV,,7
302572,P:1764,22/02/2025,09:03,INV,,4
302574,P:1767,16/02/2025,10:13,INV,,15
302576,P:1767,16/02/2025,12:32,INV,,5
302577,P:1767,26/02/2025,11:30,INV,,9
302578,P:1768,16/02/2025,08:41,INV,,4
302580,P:1771,25/02/2025,12:51,INV,,15
302581,P:1771,21/02/2025,15:54,INV,,7
302586,P:1789,03/02/2025,08:39,INV,,10
302587,P:1789,01/02/2025,10:19,INV,,5
302590,P:1795,19/02/2025,12:37,INV,,10
302591,P:1800,11/02/2025,09:21,INV,,4
302592,P:1801,09/02/2025,14:49,INV,,13
302594,P:1802,05/02/2025,10:53,INV,,15
302596,P:1809,25/02/2025,12:05,INV,,3
302598,P:1819,21/02/2025,08:41,INV,,6
302599,P:1819,01/02/2025,14:09,INV,,8
302600,P:1825,21/02/2025,13:30,INV,,6
302606,P:1842,15/02/2025,08:30,INV,,9
302608,P:1844,06/02/2025,09:14,INV,,4
302613,P:1848,17/02/2025,10:11,INV,,6
302614,P:1860,17/02/2025,18:57,INV,,4
302615,P:1860,05/02/2025,13:04,INV,,6
302618,P:1863,03/02/2025,12:55,INV,,10
302619,P:1863,14/02/2025,08:44,INV,,5
302621,P:1864,15/02/2025,13:27,INV,,5
302622,P:1864,14/02/2025,09:57,INV,,5
302623,P:1865,25/02/2025,10:55,INV,,4
302626,P:1870,01/02/2025,10:42,INV,,4
302627,P:1870,24/02/2025,15:11,INV,,7
302629,P:1872,03/02/2025,19:52,INV,,2
302631,P:1877,20/02/2025,13:56,INV,,9
302632,P:1877,03/02/2025,15:46,INV,,5
302637,P:1893,25/02/2025,15:52,INV,,8
302638,P:1894,19/02/2025,19:24,INV,,7
302639,P:1896,02/02/2025,08:15,INV,,6
302640,P:1896,05/02/2025,16:17,INV,,5
302641,P:1906,02/02/2025,08:48,INV,,7
302642,P:1907,05/02/2025,18:52,INV,,5
302644,P:1907,09/02/2025,13:27,INV,,3
302645,P:1908,12/02/2025,13:56,INV,,4
302647,P:1908,16/02/2025,09:17,INV,,11
9302647,P:1908,16/02/2025,16:17,CR,,2
302651,P:1909,09/02/2025,12:15,INV,,8
302652,P:1911,24/02/2025,14:46,INV,,11
302653,P:1914,13/02/2025,13:03,INV,,10
302655,P:1915,14/02/2025,12:06,INV,,11
302656,P:1915,16/02/2025,09:29,INV,,10
302658,P:1915,06/02/2025,13:28,INV,,15
302659,P:1917,23/02/2025,08:19,INV,,8
302660,P:1917,23/02/2025,08:08,INV,,5
302661,P:1917,13/02/2025,11:19,INV,,6
302663,P:1925,26/02/2025,11:17,INV,,8
302664,P:1925,21/02/2025,12:48,INV,,6
302667,P:1930,23/02/2025,14:36,INV,,3
302668,P:1937,04/02/2025,12:51,INV,,4
302672,P:1938,13/02/2025,11:14,INV,,6
302674,P:1944,23/02/2025,08:52,INV,,14
302675,P:1944,10/02/2025,11:41,INV,,5
302676,P:1945,24/02/2025,09:14,INV,,5
302677,P:1945,14/02/2025,15:40,INV,,4
302678,P:1947,18/02/2025,08:32,INV,,10
302679,P:1949,11/02/2025,16:24,INV,,7
302680,P:1952,24/02/2025,12:08,INV,,12
9302680,P:1952,24/02/2025,15:08,CR,,2
302688,P:1975,14/02/2025,08:32,INV,,3
302690,P:1979,01/02/2025,14:29,INV,,9
302691,P:1981,13/02/2025,09:41,INV,,4
302692,P:1981,26/02/2025,08:31,INV,,3
302694,P:1987,26/02/2025,10:08,INV,,10
302697,P:1988,27/02/2025,15:59,INV,,11
302698,P:1989,11/02/2025,09:56,INV,,6
302701,P:1993,04/02/2025,12:57,INV,,4
302702,P:1993,05/02/2025,12:44,INV,,2
302703,P:1999,18/02/2025,14:25,INV,,9
302706,P:2001,08/02/2025,11:20,INV,,14
302707,P:2007,21/02/2025,08:04,INV,,5
302709,P:2010,12/02/2025,13:46,INV,,6
302710,P:2010,05/02/2025,11:47,INV,,8
302714,P:2017,15/02/2025,17:53,INV,,5
302715,P:2020,15/02/2025,10:17,INV,,12
302716,P:2026,20/02/2025,12:38,INV,,6
302717,P:2026,09/02/2025,14:00,INV,,2
302718,P:2026,23/02/2025,08:40,INV,,12
302719,P:2026,01/02/2025,15:33,INV,,4
302726,P:2045,08/02/2025,18:51,INV,,6
302727,P:2052,08/02/2025,10:12,INV,,4
302729,P:2059,08/02/2025,08:36,INV,,3
302730,P:2066,02/02/2025,09:10,INV,,11
302731,P:2066,17/02/2025,17:05,INV,,13
302732,P:2068,16/02/2025,15:25,INV,,5
302735,P:2099,20/02/2025,13:46,INV,,6
302736,P:2099,24/02/2025,12:18,INV,,7
302738,P:2104,20/02/2025,18:07,INV,,7
302740,P:2106,26/02/2025,13:31,INV,,13
302741,P:2107,22/02/2025,13:00,INV,,6
302742,P:2107,23/02/2025,11:23,INV,,2
302745,P:2110,25/02/2025,11:54,INV,,4
302746,P:2112,07/02/2025,13:55,INV,,3
302747,P:2112,13/02/2025,13:14,INV,,11
302748,P:2116,01/02/2025,10:44,INV,,7
302749,P:2119,12/02/2025,09:18,INV,,9
302753,P:2122,18/02/2025,14:08,INV,,12
302754,P:2123,02/02/2025,14:07,INV,,8
302758,P:2138,15/02/2025,08:08,INV,,10
302763,P:2152,12/02/2025,11:41,INV,,4
302764,P:2154,23/02/2025,14:03,INV,,4
302768,P:2158,13/02/2025,12:49,INV,,12
302769,P:2159,12/02/2025,13:38,INV,,10
302770,P:2159,24/02/2025,09:30,INV,,2
302771,P:2159,17/02/2025,11:18,INV,,4
302773,P:2171,23/02/2025,09:25,INV,,9
302774,P:2177,16/02/2025,11:48,INV,,4
302775,P:2180,05/02/2025,14:46,INV,,7
302777,P:2180,03/02/2025,13:30,INV,,2
302778,P:2183,06/02/2025,10:52,INV,,8
302779,P:2185,25/02/2025,08:23,INV,,4
302780,P:2185,11/02/2025,10:20,INV,,8
302781,P:2187,15/02/2025,13:01,INV,,15
302782,P:2199,19/02/2025,12:13,INV,,9
302783,P:2199,26/02/2025,10:10,INV,,4
302784,P:2201,06/02/2025,13:35,INV,,5
302785,P:2201,23/02/2025,14:32,INV,,7
302786,P:2201,08/02/2025,11:45,INV,,5
302791,P:2229,27/02/2025,08:28,INV,,6
302792,P:2229,10/02/2025,10:01,INV,,6
302794,P:2230,19/02/2025,14:14,INV,,7
302797,P:2231,06/02/2025,14:01,INV,,5
302798,P:2231,16/02/2025,13:41,INV,,5
302799,P:2232,04/02/2025,14:59,INV,,5
302800,P:2233,21/02/2025,12:30,INV,,9
302803,P:2240,11/02/2025,12:54,INV,,6
302804,P:2240,22/02/2025,16:12,INV,,2
302807,P:2247,27/02/2025,10:21,INV,,5
302809,P:2247,10/02/2025,08:21,INV,,8
302816,P:2264,03/02/2025,08:23,INV,,8
302818,P:2273,17/02/2025,15:51,INV,,6
302820,P:2274,10/02/2025,10:11,INV,,9
302821,P:2276,08/02/2025,10:07,INV,,8
302822,P:2278,01/02/2025,12:11,INV,,7
302823,P:2278,02/02/2025,17:54,INV,,10
302826,P:2279,20/02/2025,14:38,INV,,4
302827,P:2279,18/02/2025,16:21,INV,,4
302828,P:2279,18/02/2025,13:14,INV,,4
302829,P:2284,21/02/2025,08:01,INV,,3
302831,P:2289,14/02/2025,13:23,INV,,15
302832,P:2289,13/02/2025,11:45,INV,,8
302833,P:2291,12/02/2025,10:38,INV,,7
302834,P:2292,07/02/2025,17:06,INV,,11
302836,P:2294,17/02/2025,15:32,INV,,9
302837,P:2294,19/02/2025,15:20,INV,,6
302839,P:2306,12/02/2025,12:04,INV,,4
302840,P:2306,12/02/2025,08:25,INV,,3
302848,P:2329,15/02/2025,14:23,INV,,13
302851,P:2333,24/02/2025,13:17,INV,,4
302852,P:2335,25/02/2025,15:15,INV,,2
302853,P:2339,17/02/2025,12:45,INV,,7
302854,P:2339,08/02/2025,16:04,INV,,6
302856,P:2351,27/02/2025,12:25,INV,,8
302857,P:2351,09/02/2025,14:03,INV,,5
302859,P:2353,10/02/2025,10:52,INV,,4
302860,P:2358,21/02/2025,08:20,INV,,7
302864,P:2368,21/02/2025,10:28,INV,,7
302866,P:2368,16/02/2025,09:38,INV,,15
302867,P:2369,13/02/2025,11:55,INV,,14
302870,P:2378,07/02/2025,08:08,INV,,9
302872,P:2380,22/02/2025,15:59,INV,,8
302873,P:2380,19/02/2025,14:18,INV,,8
302874,P:2380,14/02/2025,08:17,INV,,4
302875,P:2391,01/02/2025,13:57,INV,,8
302877,P:2399,16/02/2025,20:17,INV,,6
302881,P:2401,19/02/2025,12:33,INV,,7
302882,P:2410,21/02/2025,14:59,INV,,2
302883,P:2410,22/02/2025,12:13,INV,,8
302884,P:2413,18/02/2025,15:39,INV,,14
302888,P:2415,15/02/2025,08:46,INV,,4
302891,P:2417,04/02/2025,11:18,INV,,6
302892,P:2417,06/02/2025,13:11,INV,,9
302894,P:2419,07/02/2025,09:23,INV,,2
302897,P:2426,13/02/2025,11:26,INV,,15
302901,P:2434,05/02/2025,16:30,INV,,15
302902,P:2435,08/02/2025,08:01,INV,,8
302903,P:2435,19/02/2025,19:44,INV,,3
302906,P:2441,02/02/2025,12:54,INV,,4
302909,P:2443,16/02/2025,14:14,INV,,11
302910,P:2444,05/02/2025,10:06,INV,,4
302915,P:2455,01/02/2025,12:11,INV,,3
302917,P:2455,17/02/2025,10:06,INV,,6
302918,P:2462,20/02/2025,18:19,INV,,5
302919,P:2467,16/02/2025,11:01,INV,,6
302921,P:2469,10/02/2025,13:35,INV,,15
302922,P:2469,01/02/2025,11:59,INV,,6
302924,P:2471,20/02/2025,13:29,INV,,5
302926,P:2477,08/02/2025,12:11,INV,,11
302927,P:2477,03/02/2025,11:00,INV,,7
302928,P:2477,06/02/2025,14:15,INV,,11
302930,P:2485,21/02/2025,08:15,INV,,13
302932,P:2498,22/02/2025,11:12,INV,,8
302933,P:2498,22/02/2025,08:43,INV,,6
302934,P:2498,06/02/2025,10:42,INV,,5
9302934,P:2498,06/02/2025,12:42,CR,,2
302937,P:2507,24/02/2025,09:21,INV,,10
302941,P:2514,15/02/2025,10:02,INV,,9
302942,P:2515,25/02/2025,11:50,INV,,6
302943,P:2516,27/02/2025,12:24,INV,,4
302944,P:2516,10/02/2025,15:01,INV,,4
302946,P:2518,03/02/2025,14:19,INV,,6
302947,P:2522,13/02/2025,13:10,INV,,6
302948,P:2522,12/02/2025,12:15,INV,,4
302950,P:2523,07/02/2025,13:30,INV,,2
302951,P:2524,27/02/2025,11:29,INV,,7
302952,P:2524,18/02/2025,08:43,INV,,8
302954,P:2542,07/02/2025,11:38,INV,,8
302956,P:2544,26/02/2025,14:26,INV,,6
302957,P:2544,07/02/2025,13:23,INV,,11
302960,P:2548,02/02/2025,16:33,INV,,5
302962,P:2549,23/02/2025,08:03,INV,,13
302963,P:2549,28/02/2025,12:08,INV,,4
302966,P:2565,14/02/2025,13:42,INV,,5
9302966,P:2565,14/02/2025,17:42,CR,,2
302969,P:2568,05/02/2025,13:21,INV,,7
302974,P:2572,13/02/2025,10:26,INV,,5
302975,P:2573,26/02/2025,08:31,INV,,3
302977,P:2575,05/02/2025,11:19,INV,,8
302979,P:2579,08/02/2025,09:49,INV,,9
302983,P:2582,06/02/2025,14:12,INV,,7
302984,P:2585,25/02/2025,12:01,INV,,6
9302984,P:2585,25/02/2025,17:01,CR,,2
302990,P:2596,22/02/2025,13:41,INV,,10
302993,P:2603,06/02/2025,13:12,INV,,10
302995,P:2607,19/02/2025,18:29,INV,,7
302998,P:2609,03/02/2025,11:37,INV,,2
302999,P:2612,01/02/2025,09:10,INV,,7
303000,P:2612,12/02/2025,08:34,INV,,5
303001,P:2612,21/02/2025,09:41,INV,,9
303002,P:2612,18/02/2025,11:58,INV,,7
303005,P:2616,21/02/2025,13:06,INV,,11
303006,P:2616,22/02/2025,11:00,INV,,11
303007,P:2624,07/02/2025,16:02,INV,,9
303009,P:2626,03/02/2025,12:58,INV,,5
303010,P:2626,15/02/2025,14:07,INV,,4
303011,P:2628,08/02/2025,11:48,INV,,4
303012,P:2628,26/02/2025,14:06,INV,,7
303013,P:2628,09/02/2025,13:26,INV,,6
303014,P:2636,17/02/2025,12:15,INV,,4
303017,P:2644,09/02/2025,16:48,INV,,4
303018,P:2648,20/02/2025,10:56,INV,,7
303019,P:2648,17/02/2025,08:46,INV,,6
303021,P:2650,02/02/2025,08:58,INV,,14
303022,P:2652,26/02/2025,11:23,INV,,9
303023,P:2652,15/02/2025,09:31,INV,,11
303024,P:2653,01/02/2025,09:14,INV,,7
303027,P:2656,08/02/2025,09:41,INV,,8
303028,P:2656,07/02/2025,16:22,INV,,15
303029,P:2662,12/02/2025,11:27,INV,,7
303031,P:2668,26/02/2025,09:32,INV,,4
303032,P:2668,20/02/2025,12:29,INV,,11
303033,P:2671,25/02/2025,08:04,INV,,2
303036,P:2678,02/02/2025,11:27,INV,,6
303039,P:2682,25/02/2025,12:32,INV,,5
303042,P:2693,09/02/2025,13:46,INV,,5
303043,P:2693,03/02/2025,14:25,INV,,8
303045,P:2693,08/02/2025,08:52,INV,,7
303046,P:2693,12/02/2025,13:12,INV,,4
303048,P:2697,25/02/2025,12:56,INV,,4
303049,P:2700,05/02/2025,08:18,INV,,8
303050,P:2700,19/02/2025,09:28,INV,,7
303052,P:2706,01/02/2025,13:07,INV,,5
303060,P:2723,23/02/2025,13:04,INV,,6
303065,P:2734,11/02/2025,13:14,INV,,2
303066,P:2734,06/02/2025,12:59,INV,,4
303067,P:2734,27/02/2025,12:52,INV,,8
303077,P:2745,16/02/2025,11:51,INV,,7
303079,P:2746,12/02/2025,10:58,INV,,5
303080,P:2747,06/02/2025,14:24,INV,,5
9303080,P:2747,06/02/2025,16:24,CR,,2
303081,P:2747,16/02/2025,08:19,INV,,3
303084,P:2752,12/02/2025,08:25,INV,,6
9303084,P:2752,12/02/2025,13:25,CR,,2
303085,P:2752,10/02/2025,10:42,INV,,7
303087,P:2752,16/02/2025,14:07,INV,,8
303088,P:2754,11/02/2025,13:04,INV,,9
303089,P:2754,25/02/2025,12:03,INV,,4
303091,P:2756,19/02/2025,10:03,INV,,6
303094,P:2758,28/02/2025,08:16,INV,,9
303103,P:2781,23/02/2025,14:27,INV,,6
303104,P:2781,09/02/2025,08:22,INV,,3
303106,P:2783,20/02/2025,08:20,INV,,4
303107,P:2783,02/02/2025,10:36,INV,,3
