id,name,class,governorate,area,lat,lon,opens_at_hh,closes_at_hh,sales_rep_id,registered_on,status_code,phone_last4
1481,Mira Pharmacy - Marg,,Cairo,Heliopolis,30.105791,31.353493,9,23,11,2024-09-23,0,8723
1482,Family Pharmacy - Shubra,,Cairo,Heliopolis,30.084918,31.335017,9,2,11,2025-03-05,0,2369
1483,Misr Pharmacy - Heliopolis,,Cairo,Heliopolis,30.079419,31.345642,9,23,11,2024-10-08,0,9330
1484,Elite Pharmacy - Heliopolis,,Cairo,Heliopolis,30.098373,31.348397,8,23,11,2025-07-24,0,9803
1485,Union Pharm,,Cairo,Heliopolis,30.104608,31.356361,9,23,11,2025-02-17,0,8408
1486,El Nasr Pharmacy - Nozha,,Cairo,Heliopolis,30.090323,31.33137,8,23,11,2025-02-16,1,1661
1487,Angel Pharmacy - Heliopolis,,Cairo,Heliopolis,30.074352,31.348847,8,23,11,2025-04-24,0,8695
1488,Family Pharmacy - Heliopolis,,Cairo,Heliopolis,30.108024,31.350601,8,23,11,2025-07-24,2,3160
1489,Green Leaf Pharmacy - Banha,,Cairo,Heliopolis,30.098748,31.332471,9,1,11,2025-02-16,0,7889
1490,El Nasr Pharmacy - Maadi,,Cairo,Heliopolis,30.076333,31.352995,8,23,11,2024-09-02,0,7634
1491,Dr Medhat Pharmacy,,Cairo,Heliopolis,30.089848,31.359448,9,1,11,2025-07-04,0,8805
1492,Elite Pharmacy,,Cairo,Heliopolis,30.097149,31.339817,10,23,11,2024-10-15,0,4027
1493,Family Pharmacy - Heliopolis,,Cairo,Heliopolis,30.096529,31.340091,9,23,11,2025-07-22,0,5196
1494,City Care Pharmacy,,Cairo,Heliopolis,30.08088,31.340708,10,23,11,2025-06-09,0,7048
1495,Seha First Pharmacy - Nozha,,Cairo,Heliopolis,30.10245,31.348958,9,23,11,2025-01-11,0,5296
1496,Silver Care Pharmacy - Marg,,Cairo,Heliopolis,30.085817,31.354687,10,23,11,2025-04-08,0,8714
1497,Metro Pharmacy,,Cairo,Heliopolis,30.092745,31.347306,9,2,11,2025-03-31,1,8268
1498,El Zahraa Pharmacy,,Cairo,Heliopolis,30.094001,31.358968,8,2,11,2024-11-22,0,5874
1499,El Zahraa Pharmacy - Heliopolis,,Cairo,Heliopolis,30.104177,31.357491,8,23,11,2025-04-20,0,5746
1500,Misr Pharmacy,,Cairo,Heliopolis,30.100074,31.353976,9,23,11,2025-02-24,1,9939
1501,Salamtek Pharmacy - Smouha,,Cairo,Heliopolis,30.087612,31.355446,9,23,11,2025-05-26,2,3453
1502,Health Gate Pharmacy,,Cairo,Heliopolis,30.106203,31.345195,8,23,11,2025-08-07,0,6681
1503,Pharma Plus - Square,,Cairo,Heliopolis,30.080655,31.33379,8,2,11,2025-07-25,0,1330
1504,City Care Pharmacy,,Cairo,Helwan,29.853573,31.348666,9,23,12,2025-05-18,1,2732
1505,Misr Pharmacy,,Cairo,Helwan,29.837433,31.332862,9,23,12,2024-12-10,0,5433
1506,Salamtek Pharmacy - Helwan,,Cairo,Helwan,29.846037,31.337399,9,23,12,2024-11-08,2,5357
1507,Health Gate Pharmacy - Helwan,,Cairo,Helwan,29.853105,31.327882,8,23,12,2025-06-21,0,9588
1508,Seha First Pharmacy,,Cairo,Helwan,29.854689,31.345016,8,2,12,2025-05-18,1,3295
1509,Union Pharm,,Cairo,Helwan,29.832673,31.347809,9,23,12,2025-06-10,1,1895
1510,Salamtek Pharmacy - Oct City,,Cairo,Helwan,29.846875,31.339573,9,2,12,2025-06-12,0,4976
1511,Dr Medhat Pharmacy - Helwan,,Cairo,Helwan,29.835302,31.330554,9,23,12,2024-09-15,0,4401
1512,Life Line Pharmacy,,Cairo,Helwan,29.854568,31.346952,8,23,12,2025-04-20,0,1590
1513,Green Leaf Pharmacy,,Cairo,Helwan,29.84498,31.343989,10,23,12,2024-09-18,0,6090
1514,Salamtek Pharmacy - Helwan,,Cairo,Helwan,29.851701,31.34324,8,1,12,2025-07-28,0,9017
1515,Alpha Pharma - Helwan,,Cairo,Helwan,29.842847,31.330837,9,23,12,2025-07-12,0,7550
1516,Seha First Pharmacy,,Cairo,Helwan,29.837739,31.317014,9,23,12,2025-07-25,0,3384
1517,Pharma Plus,,Cairo,Helwan,29.843581,31.335254,9,23,12,2025-09-07,0,3180
1518,Blue Wave Pharmacy - Marg,,Cairo,Helwan,29.842078,31.317045,8,23,12,2025-04-29,0,7575
1519,Hope Pharmacy,,Cairo,Helwan,29.849237,31.339564,9,23,12,2024-12-18,0,7177
1520,Star Care Pharmacy - Helwan,,Cairo,Helwan,29.847698,31.323677,10,1,12,2025-06-07,0,7385
1521,El Baraka Pharmacy - Faisal,,Cairo,Helwan,29.846477,31.341836,9,23,12,2025-07-31,0,5068
1522,Mira Pharmacy - Marg,,Cairo,Helwan,29.855742,31.342799,9,23,12,2025-03-01,0,2406
1523,Green Leaf Pharmacy - Zayed,,Cairo,Helwan,29.840898,31.31669,8,1,12,2025-06-12,0,4932
1524,Seha First Pharmacy - Helwan,,Cairo,Helwan,29.836697,31.342282,9,1,12,2025-05-23,0,4931
1525,Green Leaf Pharmacy,,Cairo,Helwan,29.850752,31.346874,9,23,12,2025-08-26,0,4351
1526,Mira Pharmacy,,Cairo,Helwan,29.85794,31.322256,10,23,12,2024-12-22,0,5215
1527,El Tourath Pharmacy,,Cairo,Helwan,29.837453,31.33145,8,23,12,2025-04-18,0,2932
1528,El Nasr Pharmacy - Agami,,Cairo,Helwan,29.835566,31.345352,9,23,12,2025-08-28,0,8647
1529,Health Gate Pharmacy - Smouha,,Cairo,Helwan,29.848295,31.342975,9,1,12,2025-02-03,0,6739
1530,Family Pharmacy,,Cairo,Helwan,29.837666,31.321303,9,23,12,2024-12-23,0,6367
1531,Silver Care Pharmacy,,Cairo,Helwan,29.84447,31.344362,9,23,12,2025-02-04,0,9372
1532,Misr Pharmacy,,Cairo,Helwan,29.843463,31.320948,9,1,12,2025-04-15,0,4996
1533,Care 24 Seven - Helwan,,Cairo,Helwan,29.853101,31.342704,10,2,12,2025-02-05,0,2382
1534,Al Amal Pharmacy,,Cairo,Helwan,29.839264,31.34419,9,2,12,2025-04-21,0,7269
1535,Hope Pharmacy,,Cairo,Helwan,29.858343,31.337534,9,23,12,2024-09-17,0,8355
1536,Star Care Pharmacy - Helwan,,Cairo,Helwan,29.856547,31.325366,9,2,12,2024-11-28,0,5036
1537,Angel Pharmacy,,Cairo,Helwan,29.855657,31.32319,8,23,12,2025-05-02,0,6213
1538,Star Care Pharmacy,,Cairo,Helwan,29.853128,31.321118,8,23,12,2024-09-13,0,3934
1539,El Hokama Pharmacy - Helwan,,Cairo,Helwan,29.858911,31.340083,9,2,12,2024-11-26,0,1598
1540,El Baraka Pharmacy - Rehab View,,Cairo,Helwan,29.825372,31.344324,9,23,12,2025-02-16,0,3869
1541,Alpha Pharma - Imbaba,,Cairo,Helwan,29.82635,31.349306,10,23,12,2025-08-08,0,2814
1542,El Baraka Pharmacy - Maadi,,Cairo,Maadi,29.975678,31.244324,10,1,13,2025-07-01,0,4790
1543,Angel Pharmacy,,Cairo,Maadi,29.954907,31.268376,8,23,13,2025-02-09,0,1527
1544,Mira Pharmacy,,Cairo,Maadi,29.950563,31.249114,9,23,13,2025-06-13,0,9708
1545,Al Amal Pharmacy,,Cairo,Maadi,29.961605,31.270815,8,23,13,2025-01-29,1,2512
1546,Elite Pharmacy,,Cairo,Maadi,29.978119,31.262399,9,23,13,2025-01-23,2,8598
1547,Star Care Pharmacy - Dokki,,Cairo,Maadi,29.955432,31.247303,8,23,13,2024-09-25,2,1267
1548,City Care Pharmacy - Maadi,,Cairo,Maadi,29.955798,31.271406,8,23,13,2025-05-03,0,8219
1549,Dr Medhat Pharmacy - Shubra,,Cairo,Maadi,29.974912,31.274752,10,23,13,2024-12-23,1,4812
1550,El Hokama Pharmacy,,Cairo,Maadi,29.963347,31.249559,8,1,13,2025-06-30,0,2871
1551,Misr Pharmacy,,Cairo,Maadi,29.968735,31.259574,8,23,13,2024-12-19,2,1474
1552,El Tourath Pharmacy,,Cairo,Maadi,29.973388,31.266593,9,1,13,2024-09-27,0,4947
1553,Dr Medhat Pharmacy,,Cairo,Maadi,29.973679,31.244954,8,2,13,2025-05-07,0,1229
1554,El Shifa Pharmacy,,Cairo,Maadi,29.970838,31.244229,9,23,13,2025-04-08,0,4317
1555,El Nasr Pharmacy - Maadi,,Cairo,Maadi,29.952878,31.269976,9,2,13,2025-02-27,2,2035
1556,Sunrise Pharmacy - Maadi,,Cairo,Maadi,29.962126,31.241072,8,23,13,2025-03-23,0,2150
1557,Health Gate Pharmacy,,Cairo,Maadi,29.948515,31.251445,9,23,13,2025-06-08,0,9382
1558,Salamtek Pharmacy - Maadi,,Cairo,Maadi,29.969761,31.259199,8,23,13,2025-01-18,0,8308
1559,Care 24 Seven - Maadi,,Cairo,Maadi,29.952321,31.244232,8,1,13,2025-06-13,2,9024
1560,El Faraby Pharmacy,,Cairo,Maadi,29.960865,31.24058,9,23,13,2025-04-04,0,5672
1561,City Care Pharmacy - Marg,,Cairo,Maadi,29.944792,31.26168,9,23,13,2025-01-20,0,8733
1562,Family Pharmacy - Shubra,,Cairo,Maadi,29.96219,31.270946,9,23,13,2024-09-21,0,5915
1563,Sunrise Pharmacy - Oct City,,Cairo,Maadi,29.976496,31.24681,9,23,13,2024-10-21,1,2902
1564,Salamtek Pharmacy - Square,,Cairo,Maadi,29.975349,31.273118,8,23,13,2024-09-23,0,6777
1565,Family Pharmacy - Banha,,Cairo,Maadi,29.969552,31.24778,9,23,13,2024-12-23,0,1410
1566,El Shifa Pharmacy - Maadi,,Cairo,Maadi,29.94462,31.247683,9,1,13,2025-05-15,0,4385
1567,Mira Pharmacy,,Cairo,Maadi,29.96869,31.259387,8,23,13,2024-11-07,0,7152
1568,Nile Care Pharmacy - Rehab View,,Cairo,Maadi,29.960398,31.255675,10,23,13,2025-02-18,0,2084
1569,Angel Pharmacy,,Cairo,Maadi,29.974778,31.262277,10,23,13,2025-01-08,0,1325
1570,El Zahraa Pharmacy - Nozha,,Cairo,Maadi,29.961317,31.250691,9,23,13,2025-06-12,0,2308
1571,Health Gate Pharmacy - Maadi,,Cairo,Maadi,29.967419,31.264497,8,23,13,2024-12-24,0,4960
1572,Pharma Plus - Maadi,,Cairo,Maadi,29.942945,31.252561,9,2,13,2025-03-18,1,2700
1573,Green Leaf Pharmacy,,Cairo,Maadi,29.961263,31.273962,8,23,13,2024-09-21,0,9959
1574,Star Care Pharmacy,,Cairo,Maadi,29.961131,31.266016,9,23,13,2025-05-02,0,5693
1575,Pharma Plus - Maadi,,Cairo,Maadi,29.947603,31.267906,9,23,13,2025-06-04,0,8879
1576,Sunrise Pharmacy - Smouha,,Cairo,Maadi,29.9655,31.250781,9,23,13,2025-07-25,1,7300
1577,Seha First Pharmacy - Helwan,,Cairo,Maadi,29.965065,31.245787,8,23,13,2024-12-05,0,6280
1578,Ebn Sina Pharmacy,,Cairo,Maadi,29.977358,31.260862,8,23,13,2025-06-21,0,2407
1579,Star Care Pharmacy,,Cairo,Maadi,29.954934,31.262381,9,1,13,2025-05-13,1,4409
1580,Ebn Sina Pharmacy,,Cairo,Maadi,29.94774,31.258974,9,23,13,2025-06-13,0,4627
1581,Hope Pharmacy,,Cairo,Maadi,29.956213,31.250121,9,2,13,2025-05-12,0,4578
1582,Misr Pharmacy - Montaza,,Cairo,Maadi,29.947522,31.239671,8,1,13,2025-08-10,0,8645
1583,Sunrise Pharmacy - Haram,,Cairo,Maadi,29.961829,31.252719,9,23,13,2024-09-06,2,4388
1584,Silver Care Pharmacy,,Cairo,Maadi,29.972552,31.266184,10,23,13,2024-09-03,0,4759
1585,Al Amal Pharmacy - Maadi,,Cairo,Maadi,29.971278,31.239609,9,23,13,2025-01-10,0,9237
1586,Health Gate Pharmacy - Banha,,Cairo,Maadi,29.946832,31.264896,9,23,13,2025-08-04,0,6684
1587,El Baraka Pharmacy - Helwan,,Cairo,Maadi,29.963648,31.274481,8,23,13,2025-01-26,2,3067
1588,El Faraby Pharmacy - Maadi,,Cairo,Maadi,29.947442,31.24328,10,23,13,2025-08-14,0,9057
1589,Seha First Pharmacy,,Cairo,Maadi,29.954214,31.270635,8,23,13,2025-03-09,0,5671
1590,Al Amal Pharmacy - Imbaba,,Cairo,Maadi,29.965901,31.240647,9,23,13,2024-12-11,1,5934
1591,Health Gate Pharmacy - Banha,,Cairo,Maadi,29.968303,31.246253,9,23,13,2024-09-26,0,9132
1592,El Hokama Pharmacy,,Cairo,Maadi,29.966221,31.274737,8,1,13,2025-07-13,1,9276
1593,Angel Pharmacy - Maadi,,Cairo,Maadi,29.973623,31.263846,8,23,13,2024-12-04,0,2022
1594,El Nasr Pharmacy,,Cairo,Maadi,29.973157,31.243837,9,23,13,2025-03-06,1,7838
1595,Seha First Pharmacy - Maadi,,Cairo,Maadi,29.957518,31.253297,9,23,13,2025-07-07,0,4619
1596,Star Care Pharmacy,,Cairo,Maadi,29.96006,31.262771,9,23,13,2025-01-11,0,9927
1597,Silver Care Pharmacy,,Cairo,Maadi,29.967945,31.23959,9,23,13,2025-05-08,0,1876
1598,Better Life Pharmacy - Obour,,Cairo,Maadi,29.944727,31.264152,9,2,13,2025-08-20,0,7999
1599,Misr Pharmacy - Oct City,,Cairo,Maadi,29.963085,31.243022,9,1,13,2024-10-16,0,5166
1600,Pharma Plus - Maadi,,Cairo,Maadi,29.960366,31.24525,8,23,13,2025-07-23,0,9705
1601,Al Nozha Pharmacy,,Cairo,Maadi,29.952197,31.245049,9,23,13,2024-09-24,0,7068
1602,Dr Medhat Pharmacy,,Cairo,Maadi,29.968853,31.253555,9,1,13,2024-12-07,0,5005
1603,El Zahraa Pharmacy - Obour,,Cairo,Maadi,29.956487,31.250431,9,23,13,2025-03-19,1,2378
1604,Seha First Pharmacy,,Cairo,Maadi,29.942853,31.249115,9,2,13,2025-04-27,0,1892
1605,Green Leaf Pharmacy - Dokki,,Cairo,Maadi,29.944957,31.274068,10,23,13,2025-04-02,0,8126
1606,Elite Pharmacy,,Cairo,Maadi,29.962626,31.246147,9,23,13,2025-09-08,0,7864
1607,El Hokama Pharmacy - Agami,,Cairo,Maadi,29.95927,31.240549,9,2,13,2025-02-01,0,1583
1608,Omega Pharmacy,,Cairo,Maadi,29.953623,31.239992,9,23,13,2025-02-09,0,7087
1609,Salamtek Pharmacy - Maadi,,Cairo,Maadi,29.974945,31.257123,9,23,13,2024-09-09,0,6352
1610,Seha First Pharmacy - Maadi,,Cairo,Maadi,29.950275,31.267745,10,23,13,2024-10-17,0,7899
1611,El Nasr Pharmacy,,Cairo,Maadi,29.954114,31.269735,9,1,13,2025-04-30,0,5676
1612,Al Nozha Pharmacy,,Cairo,Maadi,29.976864,31.242186,8,23,13,2025-09-14,0,2477
1613,El Baraka Pharmacy - Maadi,,Cairo,Maadi,29.97281,31.244678,9,23,13,2025-04-28,0,6321
1614,Metro Pharmacy - Rehab View,,Cairo,Maadi,29.944959,31.270354,8,23,13,2024-11-06,0,7921
1615,Seha First Pharmacy - Maadi,,Cairo,Maadi,29.977866,31.273448,8,23,13,2025-04-08,0,2608
1616,City Care Pharmacy - Haram,,Cairo,Maadi,29.965138,31.244603,9,1,13,2024-09-06,0,2863
1617,Health Gate Pharmacy - Maadi,,Cairo,Maadi,29.976018,31.254068,9,1,13,2025-02-04,0,3045
1618,El Faraby Pharmacy - Oct City,,Cairo,Maadi,29.958735,31.253612,8,23,13,2024-11-19,0,1394
1619,Angel Pharmacy,,Cairo,Maadi,29.965326,31.257014,9,23,13,2024-11-30,0,7412
1620,Seha First Pharmacy,,Cairo,Maadi,29.95247,31.239175,9,23,13,2024-10-31,0,8939
1621,Pharma Plus - Maadi,,Cairo,Maadi,29.973518,31.259528,8,23,13,2024-11-13,0,3836
1622,Family Pharmacy - Montaza,,Cairo,Maadi,29.94969,31.249472,8,23,13,2025-06-01,0,6933
1623,Union Pharm,,Cairo,Maadi,29.956301,31.264982,9,23,13,2024-10-09,0,4060
1624,Union Pharm - Banha,,Cairo,Maadi,29.9481,31.255939,8,23,13,2024-10-24,0,1775
1625,Misr Pharmacy - Maadi,,Cairo,Maadi,29.9462,31.272032,10,23,13,2025-05-17,0,9301
1626,El Baraka Pharmacy - Maadi,,Cairo,Maadi,29.968285,31.270678,8,23,13,2025-02-23,1,7666
1627,City Care Pharmacy - Maadi,,Cairo,Maadi,29.954952,31.265709,9,23,13,2024-12-09,1,4420
1628,Salamtek Pharmacy - Obour,,Cairo,Maadi,29.969372,31.266718,8,23,13,2025-07-24,1,5578
1629,Metro Pharmacy - Maadi,,Cairo,Maadi,29.947557,31.273752,10,1,13,2024-09-16,0,1475
1630,Ebn Sina Pharmacy - Smouha,,Cairo,Maadi,29.944213,31.274145,8,23,13,2025-07-02,0,2988
1631,Green Leaf Pharmacy - Maadi,,Cairo,Maadi,29.951591,31.262208,8,1,13,2024-12-16,0,4165
1632,Seha First Pharmacy - Nozha,,Cairo,Maadi,29.970449,31.246762,8,2,13,2024-12-11,0,5143
1633,City Care Pharmacy,,Cairo,Maadi,29.944801,31.252319,9,23,13,2025-02-21,0,6914
1634,Life Line Pharmacy - Faisal,,Cairo,Maadi,29.945039,31.273054,9,1,13,2025-06-06,0,5917
1635,Salamtek Pharmacy - Maadi,,Cairo,Maadi,29.977325,31.272167,9,23,13,2025-01-15,0,7644
1636,El Tourath Pharmacy - Helwan,,Cairo,Maadi,29.954986,31.253841,9,23,13,2025-01-26,0,2523
1637,El Baraka Pharmacy - Maadi,,Cairo,Maadi,29.955778,31.255112,9,1,13,2024-12-21,0,8891
1638,Better Life Pharmacy,,Cairo,Maadi,29.967676,31.257065,8,1,13,2025-05-20,0,7171
1639,El Faraby Pharmacy - Zayed,,Cairo,Maadi,29.977215,31.267501,10,23,13,2025-04-09,0,4042
1640,Omega Pharmacy - Agami,,Cairo,Maadi,29.968731,31.257276,9,23,13,2024-09-26,0,5144
1641,El Hokama Pharmacy,,Cairo,Maadi,29.969012,31.262875,8,23,13,2024-09-25,2,2033
1642,Dr Medhat Pharmacy - Square,,Cairo,Maadi,29.974158,31.264663,9,23,13,2025-03-16,0,6355
1643,Seha First Pharmacy,,Cairo,Maadi,29.944529,31.243774,8,23,13,2025-07-16,0,9501
1644,El Baraka Pharmacy,,Cairo,Maadi,29.972436,31.243058,9,1,13,2025-01-30,0,4229
1645,El Faraby Pharmacy - Maadi,,Cairo,Maadi,29.94494,31.26102,10,23,13,2025-01-17,0,9913
1646,Mira Pharmacy,,Cairo,Maadi,29.957447,31.259741,10,23,13,2025-07-28,0,1528
1647,Blue Wave Pharmacy,,Cairo,Mokattam,30.043286,31.288069,9,23,14,2025-09-08,0,5880
1648,Family Pharmacy - Montaza,,Cairo,Mokattam,30.037919,31.292928,9,23,14,2025-01-31,0,7101
1649,Golden Care Pharmacy - Zayed,,Cairo,Mokattam,30.017137,31.299386,10,23,14,2025-05-05,0,4811
1650,Dr Medhat Pharmacy - Mokattam,,Cairo,Mokattam,30.049837,31.284792,9,2,14,2024-12-10,0,8108
1651,Life Line Pharmacy,,Cairo,Mokattam,30.020263,31.300568,9,23,14,2024-11-13,0,7028
1652,Dr Medhat Pharmacy,,Cairo,Mokattam,30.032108,31.279307,9,23,14,2025-02-09,0,3930
1653,Better Life Pharmacy - Square,,Cairo,Mokattam,30.043139,31.290825,8,1,14,2025-07-30,0,8931
1654,Union Pharm - Banha,,Cairo,Mokattam,30.049747,31.28728,8,23,14,2025-09-01,0,4731
1655,Omega Pharmacy - Mokattam,,Cairo,Mokattam,30.030939,31.288555,9,23,14,2025-03-15,1,5053
1656,Sunrise Pharmacy - Mokattam,,Cairo,Mokattam,30.025544,31.301126,10,1,14,2025-07-29,0,8518
1657,City Care Pharmacy - Obour,,Cairo,Mokattam,30.035798,31.294756,9,23,14,2025-06-27,0,5631
1658,El Faraby Pharmacy - Nozha,,Cairo,Mokattam,30.047569,31.27645,8,23,14,2025-07-17,0,4276
1659,Angel Pharmacy - Nozha,,Cairo,Mokattam,30.034965,31.270239,9,23,14,2024-11-20,0,3787
1660,Hope Pharmacy - Nozha,,Cairo,Mokattam,30.028741,31.2658,8,23,14,2025-02-08,1,9115
1661,Silver Care Pharmacy - Square,,Cairo,Mokattam,30.046273,31.267109,9,23,14,2025-04-23,1,8647
1662,Elite Pharmacy - Agami,,Cairo,Mokattam,30.045775,31.295794,10,23,14,2025-07-27,0,3602
1663,Dr Medhat Pharmacy - Banha,,Cairo,Mokattam,30.02637,31.285975,8,23,14,2025-05-24,0,9737
1664,Union Pharm - Obour,,Cairo,Mokattam,30.015722,31.272532,8,1,14,2024-10-05,0,3031
1665,Family Pharmacy - Obour,,Cairo,Mokattam,30.029196,31.273003,9,1,14,2025-05-11,0,2326
1666,City Care Pharmacy,,Cairo,Mokattam,30.017802,31.298108,9,23,14,2025-09-08,0,9517
1667,Salamtek Pharmacy,,Cairo,Mokattam,30.045639,31.277997,9,1,14,2025-08-03,0,2447
1668,Hope Pharmacy - Agami,,Cairo,Mokattam,30.04475,31.290643,8,1,14,2024-09-07,0,1994
1669,Salamtek Pharmacy,,Cairo,Mokattam,30.028926,31.298608,9,2,14,2025-06-21,0,4509
1670,Al Amal Pharmacy - Shubra,,Cairo,Mokattam,30.04705,31.2922,8,23,14,2025-05-12,1,4817
1671,City Care Pharmacy - Mokattam,,Cairo,Mokattam,30.031939,31.300262,9,23,14,2024-10-17,0,8001
1672,Misr Pharmacy - Square,,Cairo,Mokattam,30.034987,31.286691,8,23,14,2024-11-22,0,8242
1673,Health Gate Pharmacy - Nasr,,Cairo,Nasr City,30.058447,31.355032,9,1,15,2024-12-19,0,8172
1674,Elite Pharmacy - Shubra,,Cairo,Nasr City,30.040971,31.376465,8,1,15,2025-04-20,0,8047
1675,El Shifa Pharmacy - Nasr,,Cairo,Nasr City,30.045023,31.365912,9,23,15,2024-11-17,1,6942
1676,El Hokama Pharmacy,,Cairo,Nasr City,30.043333,31.379796,8,1,15,2024-12-21,0,5964
1677,Nile Care Pharmacy - Marg,,Cairo,Nasr City,30.063024,31.361219,9,23,15,2025-01-10,1,7580
1678,Silver Care Pharmacy,,Cairo,Nasr City,30.046116,31.37129,9,23,15,2025-03-06,0,5597
1679,Alpha Pharma - Rehab View,,Cairo,Nasr City,30.064603,31.352791,8,23,15,2025-06-09,1,5101
1680,Ebn Sina Pharmacy,,Cairo,Nasr City,30.056002,31.361156,9,23,15,2025-04-27,1,4981
1681,Al Nozha Pharmacy - Nasr,,Cairo,Nasr City,30.068746,31.376383,10,23,15,2025-08-27,0,5786
1682,Mira Pharmacy,,Cairo,Nasr City,30.041322,31.353376,8,1,15,2025-08-07,0,2322
1683,Elite Pharmacy - Oct City,,Cairo,Nasr City,30.041567,31.377444,9,23,15,2025-04-25,0,6020
1684,Omega Pharmacy,,Cairo,Nasr City,30.055186,31.352395,9,23,15,2025-08-10,0,8023
1685,Dr Medhat Pharmacy - Helwan,,Cairo,Nasr City,30.062,31.350428,9,23,15,2025-01-11,0,8605
1686,Care 24 Seven - Obour,,Cairo,Nasr City,30.045441,31.352469,9,23,15,2025-07-01,0,5098
1687,El Hokama Pharmacy,,Cairo,Nasr City,30.059641,31.369234,8,1,15,2025-08-27,0,1121
1688,Union Pharm - Nasr,,Cairo,Nasr City,30.063996,31.382159,9,1,15,2024-11-01,0,9004
1689,Care 24 Seven,,Cairo,Nasr City,30.063143,31.377813,9,23,15,2025-05-11,0,8735
1690,Dr Medhat Pharmacy - Rehab View,,Cairo,Nasr City,30.03817,31.363169,10,23,15,2025-01-10,0,7700
1691,Misr Pharmacy,,Cairo,Nasr City,30.048751,31.362818,9,23,15,2024-09-14,0,5045
1692,El Hokama Pharmacy,,Cairo,Nasr City,30.036016,31.360728,9,1,15,2025-07-17,0,8618
1693,El Tourath Pharmacy - Nasr,,Cairo,Nasr City,30.03557,31.383353,9,23,15,2025-09-11,0,7751
1694,El Hokama Pharmacy,,Cairo,Nasr City,30.045747,31.376565,9,23,15,2025-04-26,0,8194
1695,El Hokama Pharmacy,,Cairo,Nasr City,30.061829,31.359629,9,23,15,2025-03-22,2,6231
1696,Green Leaf Pharmacy - Nasr,,Cairo,Nasr City,30.060402,31.364674,9,1,15,2025-02-20,0,1749
1697,Health Gate Pharmacy - Imbaba,,Cairo,Nasr City,30.033335,31.383204,8,1,15,2025-07-24,0,4916
1698,Green Leaf Pharmacy - Square,,Cairo,Nasr City,30.060801,31.362688,9,23,15,2025-01-24,1,9093
1699,Al Nozha Pharmacy,,Cairo,Nasr City,30.066253,31.366234,9,1,15,2024-11-02,0,5042
1700,Union Pharm - Imbaba,,Cairo,Nasr City,30.037193,31.362514,10,1,15,2025-08-09,0,3969
1701,Al Amal Pharmacy - Oct City,,Cairo,Nasr City,30.044096,31.368347,10,23,15,2024-10-13,1,3357
1702,Ebn Sina Pharmacy - Shubra,,Cairo,Nasr City,30.037282,31.372757,8,23,15,2024-09-09,0,1206
1703,El Faraby Pharmacy,,Cairo,Nasr City,30.047397,31.362564,9,23,15,2025-05-31,2,6951
1704,El Baraka Pharmacy - Nasr,,Cairo,Nasr City,30.053415,31.348385,10,23,15,2024-12-15,0,2929
1705,Star Care Pharmacy - Nasr,,Cairo,Nasr City,30.059172,31.363877,8,2,15,2025-04-10,0,7048
1706,Star Care Pharmacy,,Cairo,Nasr City,30.054902,31.350042,10,1,15,2024-09-17,0,2717
1707,Blue Wave Pharmacy - Nasr,,Cairo,Nasr City,30.034383,31.359341,9,23,15,2025-02-07,0,4167
1708,El Tourath Pharmacy,,Cairo,Nasr City,30.062555,31.359982,9,23,15,2024-09-22,1,4847
1709,Golden Care Pharmacy - Nasr,,Cairo,Nasr City,30.052622,31.369808,10,23,15,2025-02-19,0,3582
1710,El Shifa Pharmacy - Nasr,,Cairo,Nasr City,30.045855,31.382527,8,23,15,2024-10-06,0,6488
1711,El Baraka Pharmacy - Nasr,,Cairo,Nasr City,30.062681,31.353413,9,2,15,2024-10-08,0,1498
1712,Family Pharmacy - Nasr,,Cairo,Nasr City,30.053894,31.349447,10,1,15,2025-08-03,0,5379
1713,El Faraby Pharmacy - Shubra,,Cairo,Nasr City,30.061591,31.347855,8,2,15,2025-05-21,0,1776
1714,Star Care Pharmacy - Nasr,,Cairo,Nasr City,30.034959,31.363789,9,23,15,2025-06-16,1,2998
1715,Sunrise Pharmacy - Nasr,,Cairo,Nasr City,30.038468,31.351883,8,23,15,2025-08-20,0,7383
1716,Blue Wave Pharmacy - Agami,,Cairo,Nasr City,30.052312,31.365563,9,23,15,2025-06-12,0,6010
1717,City Care Pharmacy - Nasr,,Cairo,Nasr City,30.06448,31.3779,9,23,15,2025-07-08,1,5845
1718,Silver Care Pharmacy,,Cairo,Nasr City,30.061248,31.365069,9,23,15,2025-04-18,0,9935
1719,Ebn Sina Pharmacy - Smouha,,Cairo,Nasr City,30.03909,31.377309,9,2,15,2024-10-29,0,1771
1720,Misr Pharmacy - Nasr,,Cairo,Nasr City,30.063758,31.36345,8,23,15,2024-12-10,0,9831
1721,Pharma Plus,,Cairo,Nasr City,30.052502,31.373539,9,1,15,2025-06-27,1,7323
1722,Omega Pharmacy,,Cairo,Nasr City,30.034088,31.362426,10,23,15,2025-01-05,0,9238
1723,Al Nozha Pharmacy - Nasr,,Cairo,Nasr City,30.044454,31.347796,10,23,15,2025-02-26,0,5759
1724,Nile Care Pharmacy - Nasr,,Cairo,Nasr City,30.03865,31.354485,8,23,15,2024-11-27,1,3064
1725,Life Line Pharmacy,,Cairo,Nasr City,30.053352,31.365098,8,1,15,2025-05-19,0,6002
