invoice_no,account_name,branch_code,entry_date,entry_time,account_address,governorate,area,gross_value,total_discount,total_after_discount,line_count,record_state
320766,PH HEALTH GATE 6th Zone,717,07032026,19:33:30,,Giza,Faisal,6039.07,1417.95,4621.12,12,
320767,el Healtth Gate Main Road,761,22032026,10:46:46,,,,10719.51,2240.81,8478.70,15,CLSD
320768,Ph/betterr life Branch 2,716,12032026,18:34:43,,,,4744.85,1002.15,3742.70,9,
320769,el BETTER LIFE br.2,777,15032026,16:52:52,"20 Faisal st., near police st., SMH",,,1397.65,193.46,1204.19,5,
320770,PH City Care-A,777,28032026,15:45:50,,,,7143.21,910.94,6232.27,13,CLSD
320771,P/CITY CARE-A,771,26-Mar-2026,08:58:50,Smouha 190 orreya,,,2114.53,118.86,1995.67,4,CLSD
320772,MERO478,741,23032026,12:16:26,,,,8384.49,1842.57,6541.92,7,
320774,PH/METRO BRANCH WH-318,733,27032026,12:19:27,,,,1588.58,167.13,1421.45,4,
320777,PY/Dr Medhat (2),761,06032026,16:18:18,,,,3776.05,815.76,2960.29,11,
320778,EL dr mdhat,706,21032026,09:51:19,"Autostrad 17, SMH zone",Alexandria,Smouha,5669.59,1028.11,4641.48,13,
320779,el DR MEDHAT 6th Zone,749,11032026,21:21:51,blk 10 - SMH - square,,,1413.68,260.65,1153.03,5,
320780,Mira Marg Branch 1,772,11032026,20:25:04,,,,6793.04,643.33,6149.71,7,
320781,Ph/miar marg Branch 2,755,27032026,16:11:25,,,,4281.58,674.00,3607.58,4,
320782,Ph/mira marg Station St.,746,23032026,09:52:20,,,,4592.28,492.57,4099.71,7,CLSD
320783,NILE CARE DOKKI208,701,17-Mar-2026,20:19:32,blk 14 - SMH - hospital,,,11244.72,2762.19,8482.53,11,
320784,emetro,773,05032026,23:59:01,,,,5413.10,1219.01,4194.09,11,
320785,Sunrise Bannha 011,702,09032026,21:27:43,,,,1639.17,111.14,1528.03,3,
320786,metro zaayed-A23,737,18032026,18:52:47,,,,1062.19,180.62,881.57,5,
320789,Mira br.2,724,09032026,17:03:12,"Nasr 8, SMH zone",,,2695.68,395.33,2300.35,8,
320790,El-MIRA Main Rooad,760,16032026,18:19:45,,,,1219.50,285.12,934.38,5,CLSD
320791,Ph/CARE 24 SEVEN,740,13032026,20:10:21,SMH/170,,,1805.25,453.55,1351.70,4,CLSD
320792,PY/Care 24 Seven 04,701,21032026,14:36:14,SMH/13,,,3793.53,1000.70,2792.83,6,
320793,el Ebn Sina Marg (2),771,21032026,13:37:31,SMH/89,,,1144.09,65.51,1078.58,4,CLSD
320794,Ph/ELITE AGAMI 011,750,06032026,16:13:02,,,,2233.34,312.16,1921.18,6,CLSD
320796,PY/Ciy Care Imbaba br.2,710,15032026,19:43:08,,,,2185.13,346.24,1838.89,5,CLSD
320797,Ph/CITY CARE IMBABA 011,712,14032026,23:06:44,,Giza,Faisal,1933.60,312.62,1620.98,4,
320798,Ph/City Care Imbaba,742,20032026,14:15:14,Smouha 104 Niile,,,10303.03,2252.73,8050.30,12,
320799,el City CareI mbaba 04,768,22032026,14:28:15,,,,3793.17,531.95,3261.22,9,CLSD
320800,el City Care Imbaba 04,738,17032026,23:30:31,"62 Abbas st., near market, SMH",,,3103.45,493.79,2609.66,6,
320801,PY/EL NASR Mall691,744,23032026,13:57:14,Smoha 179 Nile,,,5249.51,557.78,4691.73,12,CLSD
320803,PH SEHA FIRST 6th Zone,727,10032026,17:23:54,SMH/221,Alexandria,Smouha,8760.88,774.23,7986.65,12,CLSD
320805,el silver care square Main Road,738,03032026,15:09:22,Smouha 1335 Tahrir,,,3352.62,739.21,2613.41,5,CLSD
320806,Metro Smouha,777,27-Mar-2026,11:38:53,"159 Faisal st., near bridge, SMH",Alexandria,Smouha,4897.17,538.53,4358.64,10,CLSD
320807,METRO SMOUHA Man Road,718,21032026,15:59:21,Smouha 213 Port aid,,,12091.92,2636.13,9455.79,15,
320808,PY/Metro Smouha,708,21-Mar-2026,12:25:22,"Corniche 226, SMH zone",,,1874.43,386.93,1487.50,5,
320809,EL HOKMAA SMOUHA Mall,757,09032026,16:15:36,,,,1921.51,250.41,1671.10,9,CLSD
320811,El-el hokama smouha br.2,777,13032026,23:55:44,,Cairo,Nasr City,4670.17,523.55,4146.62,6,CLSD
320812,El-el hokama smouha br.2,736,28032026,09:39:39,SMH/83,Cairo,Nasr City,8198.47,1806.90,6391.57,5,
320814,el Beter Life Smouha 011,711,28032026,15:36:19,"89 Zayed st., near square, SMH",Alexandria,Smouha,6343.44,888.42,5455.02,8,CLSD
320815,EL lE Nasr,733,12032026,19:44:35,,Alexandria,Smouha,5124.84,749.18,4375.66,4,
320816,EL NASRB ranch 2633,775,09032026,23:55:06,SMH/215,,,5996.30,1488.79,4507.51,11,CLSD
320818,el AL NOZHA FAISALL (2),738,13032026,16:00:53,,,,2723.12,435.86,2287.26,5,CLSD
320821,EL Sunrise Faisal br.2,719,19032026,22:41:14,,,,4976.96,387.11,4589.85,9,
320823,el STAR CARE OCT CITY Mall,703,22032026,13:55:57,Smouha 197 Zyaed,Alexandria,Smouha,1946.76,221.94,1724.82,3,CLSD
320824,EL star care oct city,764,18032026,17:39:31,,,,8596.39,1551.95,7044.44,7,CLSD
320827,EL El Zahraa Nozhab r.2996,708,12032026,19:23:54,,Cairo,Nasr City,4994.67,840.13,4154.54,4,
320828,Ph/El Shifa Branch 2751,751,08032026,21:39:03,"190 Salah Salem st., near mosque, SMH",,,6217.93,722.24,5495.69,5,
320829,EL el shifa,774,13032026,21:23:45,Smouha 1 Abbas,Alexandria,Smouha,2920.11,704.47,2215.64,12,CLSD
320830,PY/better life smoha Branch 1,776,17032026,17:15:06,,Alexandria,Smouha,1940.39,242.69,1697.70,5,CLSD
320832,PY/Omega Smouuha-A,725,18032026,14:42:40,"88 Abbas st., near park, SMH",,,3184.15,277.00,2907.15,6,
320834,PH nle care souha (2),753,14032026,21:07:51,,,,8516.25,1877.09,6639.16,9,CLSD
320836,SUNRISE Branch 1399,773,02032026,23:13:22,,,,4987.37,1162.58,3824.79,7,
320837,SUNRISE Branch 1399,775,19-Mar-2026,17:28:26,SMH/46,,,4901.57,1175.81,3725.76,12,
320838,omega helwa Main Road,756,26032026,10:05:17,,,,2750.16,407.04,2343.12,6,CLSD
320839,El-Omega Helwan,773,14032026,18:33:44,blk 7 - SMH - mosque,,,4010.89,925.39,3085.50,8,
320840,BLUE WAVE6th Zone,702,02032026,16:56:41,Smouhha 153 Tahrir,Alexandria,Smouha,6441.82,444.36,5997.46,14,CLSD
320841,el blue wave Branch 2,707,14032026,23:20:39,,,,2505.23,457.66,2047.57,5,
320842,BLUE WAVE 6th Zone,765,01032026,23:26:16,Smouha 143  Autostrad,Alexandria,Smouha,3162.91,175.44,2987.47,5,CLSD
320843,Ph/alpha phaarmas quare br.2,714,03032026,18:00:23,SMH/11,,,1612.50,302.94,1309.56,4,CLSD
320844,ALPHA PHARMA WH-388,719,27032026,08:04:36,,,,1316.56,38.06,1278.50,2,CLSD
320845,star care agami Branh 1,759,10032026,23:16:57,,Cairo,Nasr City,1598.58,340.62,1257.96,7,CLSD
320846,STAR CAREAGAMI (2),732,28032026,14:11:55,"Gamet Dewal 91, SMH zone",,,3220.59,401.64,2818.95,6,CLSD
320847,Ph/family smouha 011293,735,19032026,18:32:01,Somuha 213 Autostrad,,,6534.22,1143.37,5390.85,9,
320848,el dr medhat,716,13032026,20:12:15,blk 21 - SMH - school,,,3658.36,619.04,3039.32,7,CLSD
320850,El-El Baraka Obour 6th Zone,774,20032026,09:20:14,Smouha 128 Saalh Salem,,,2949.83,695.15,2254.68,5,
320851,El-alpha pharma smouha br.2,701,02032026,21:59:01,"Sudan 16, SMH zone",,,9675.55,2409.86,7265.69,12,
320852,EL Care 24 Seven Nozha Main Road,767,14032026,21:23:13,"23 Zayed st., near bridge, SMH",,,3078.00,407.73,2670.27,7,
320853,El-health gate helwan Station St.,744,23032026,16:06:05,,,,2986.93,256.94,2729.99,8,CLSD
320854,Metro Somuha br.2,711,08032026,20:30:33,,,,6259.34,932.73,5326.61,5,
320855,ell METRO SMOUHAA Mall,712,23032026,13:33:41,,,,4917.97,683.99,4233.98,9,CLSD
320856,Dr Medhat Monaza Branch 1,768,18032026,23:20:08,"Port Said 215, SMH zone",,,3592.81,574.24,3018.57,4,CLSD
320857,ELangel smouha,777,08032026,17:48:00,,,,3494.38,496.86,2997.52,5,CLSD
320859,misr  (2),701,09032026,17:55:42,Smouh 77 Haram,,,6214.93,1569.40,4645.53,7,CLSD
320860,PH Elite Haram Branch 1,773,02032026,23:48:33,blk 2 - SMH - police st.,,,1429.40,350.70,1078.70,3,
320861,el AL NOZHA SMOUHA Station St.,718,20032026,12:29:50,Smouhaa 11 Zayed,,,2937.36,768.01,2169.35,4,
320863,El Tourath 6th Zone,771,13-Mar-2026,21:45:45,Smouha 146 Hoorreya,,,3293.72,301.36,2992.36,7,CLSD
320864,PY/PHARAM PLUS,726,02032026,23:15:27,Smouha 137 Cornihce,,,2225.58,195.58,2030.00,5,
320865,El-ebn sina smouha Branch 1,711,16032026,22:32:07,,,,1996.93,223.24,1773.69,5,CLSD
320866,PH El Zahraa Smouha 6th oZne,701,11032026,22:38:59,,,,5874.42,1392.02,4482.40,4,
320867,el GoldenCare Station St.,764,18032026,20:50:59,,,,6765.47,1410.34,5355.13,10,CLSD
320868,EL HOPE WH-412,748,21032026,12:38:28,"Corniche 165, SMH zone",,,4588.47,863.26,3725.21,2,
320869,P HHope Smouh a(2),756,02032026,21:52:30,"94 Haram st., near market, SMH",Alexandria,Smouha,2531.01,280.01,2251.00,7,
320870,EL SILVER CARE MONTAZA (2),768,12032026,23:58:15,,,,3339.41,424.02,2915.39,5,
320871,EL silver care montaza 6th Zone,713,15032026,23:54:31,"Haram 97, SMH zone",,,5750.89,906.17,4844.72,14,CLSD
320875,el Blue Wave Marg Mall,747,23032026,16:45:51,,,,7584.40,1653.44,5930.96,6,
320876,ebn sna smuha 6th Zone,762,21032026,08:03:19,SMH/171,,,2868.78,650.10,2218.68,4,CLSD
320877,Misr Marg,769,10032026,17:41:18,"Mustafa Nahhas 108, SMH zone",,,4369.88,490.75,3879.13,7,
320878,PY/Better Life Nozha,772,19032026,20:48:40,"75 9th District st., near park, SMH",,,7313.36,836.68,6476.68,10,
320881,better life nozha Station tS.507,735,22-Mar-2026,17:04:52,,,,4680.13,805.77,3874.36,9,
320882,BETTER LIFE WH-426,762,18032026,18:17:36,"60 9th District st., near metro, SMH",,,3157.27,609.50,2547.77,7,CLSD
320884,al aaml Mall,745,13032026,21:17:32,SMH/136,,,4219.15,397.33,3821.82,9,
320885,El-AL AMAL 04,728,02032026,23:22:26,,,,3056.52,295.45,2761.07,6,CLSD
320886,El-Al Amal Shubraa 011,769,08032026,19:07:50,"208 Horreya st., near market, SMH",,,12751.94,1521.70,11230.24,15,
320887,EL METRO Branch 2,739,19032026,20:27:50,"Nasr 165, SMH zone",,,2473.96,357.69,2116.27,3,CLSD
320888,El Baraka Agami-A,771,15032026,19:22:14,Smouuha 38 Zayed,,,6516.76,611.52,5905.24,7,
320889,Elite Souha-A602,763,24032026,15:23:40,Smouha1 70 Abbas,,,7596.31,1456.00,6140.31,11,
320890,EL NASR SMOUHA Mall,754,20032026,08:30:22,"Sudan 88, SMH zone",,,3762.75,931.18,2831.57,6,CLSD
320891,PH mira 04,773,14032026,18:13:35,"178 Nile st., near school, SMH",,,1047.72,248.58,799.14,2,CLSD
320892,PY/Green Leaf Dokki 6th Zone,754,03032026,17:41:53,"139 Mustafa Nahhas st., near metro, SMH",,,5067.67,1109.84,3957.83,11,
320893,Ph/El Hokama Montaza,754,04032026,18:33:02,,,,6001.57,1220.82,4780.75,10,
320894,BLUE WAVE FAISAL Brranch 2,730,06032026,22:15:15,"9th District 179, SMH zone",,,5871.24,1428.44,4442.80,9,
320895,PH BLLUE WAVE FAISAL (2),728,18032026,21:02:43,Smouha 221 Salah Saem,Alexandria,Smouha,2744.44,344.65,2399.79,7,CLSD
320898,ANGEL b.r2153,771,20032026,11:35:16,,,,4426.30,409.26,4017.04,10,CLSD
320900,care 24 sveen,776,23032026,10:25:55,"198 Nile st., near police st., SMH",Giza,Mohandessin,3096.94,332.65,2764.29,7,CLSD
320901,Care 24 Seven Mall,764,25032026,13:52:23,Souha 152 Corniche,Giza,Mohandessin,3050.51,646.81,2403.70,6,CLSD
320902,PY/Angel Mar286,762,01032026,21:33:27,,,,2883.73,566.50,2317.23,7,
320903,Ph/EL SHIFA 04,754,25032026,10:50:21,"9th District 94, SMH zone",Cairo,Nasr City,3897.98,848.44,3049.54,6,
320904,PH Oega 6th Zone,773,20032026,11:22:56,blk 22 - SMH - metro,,,3885.96,829.14,3056.82,5,CLSD
320905,PY/BETTERLIFE 011,702,04032026,20:18:39,Smouha 147H orreya,,,5670.91,504.54,5166.37,5,CLSD
320906,Better Life Main Road,714,07032026,18:40:13,,,,4531.73,713.79,3817.94,5,
320907,GEEN LEAF SMOUHA Branch 2,757,17032026,23:36:58,"Industrial Zone 77, SMH zone",,,1989.23,344.15,1645.08,4,
320909,al nozha Main Road,752,15-Mar-2026,18:21:35,blk 15 - SMH - metro,,,7920.56,1469.73,6450.83,5,
320910,Ph/Al Nozha (2),704,21032026,12:01:14,"Geish 23, SMH zone",,,9230.74,663.73,8567.01,15,
320911,el CITY CARE SMOUHA,714,23-Mar-2026,15:18:09,"194 Zayed st., near park, SMH",,,5665.17,780.07,4885.10,8,CLSD
320915,El Zahraa Faisal 6th Zone,736,26032026,10:02:20,Nasr Ctiy 173 Faisal,,,1555.70,313.57,1242.13,7,
320917,PH/GOLDEN CARE WH-461,730,18032026,23:20:38,Nasr City 26 Musstafa Nahhas,,,6324.33,1324.91,4999.42,11,CLSD
320918,El-MiraO bour Branch 2,704,25032026,10:27:19,NSC/50,,,649.77,77.55,572.22,2,
320919,PH mirra-A,761,09-Mar-2026,21:57:03,,,,982.02,172.94,809.08,7,
320920,UNION PHARM HARAM Mall,753,12032026,20:07:59,Nasr City 217 orniche,Alexandria,Smouha,1313.71,279.72,1033.99,8,
320921,Al Amal Maadi Mall,743,11-Mar-2026,23:10:31,,,,8167.52,956.96,7210.56,15,CLSD
320924,PY/Star Care aNsr br.2983,759,03032026,18:09:17,,,,3842.84,777.26,3065.58,9,CLSD
320925,El-Star Care Nasr244,717,11032026,18:17:20,NSC/122,,,2494.96,619.51,1875.45,6,CLSD
320926,Star Caree Nasr,740,07032026,22:04:31,NSC/186,,,4809.90,1097.79,3712.11,8,CLSD
320927,PY/star care nasr Station St.,722,06032026,23:37:22,,,,3388.91,715.14,2673.77,8,
320928,Staar Caree Nasr,711,25032026,16:56:28,,,,5142.14,854.12,4288.02,6,CLSD
320929,Star Caree Nasr,763,15032026,16:00:13,,,,4064.74,706.26,3358.48,10,CLSD
320930,El-Star Care Nasr244,728,12032026,18:40:38,"Haram 171, NSC zone",,,6348.62,769.47,5579.15,8,
320931,El-El Hokama Station St.,749,06032026,18:47:15,"Autostrad 199, NSC zone",,,1066.77,225.37,841.40,5,CLSD
320933,El-Faamily Nozha br.2,767,22032026,16:15:56,blk 16 - NSC - park,,,2189.56,424.45,1765.11,2,CLSD
320934,EL FAAMILY WH-478,775,02032026,21:36:26,,,,1426.49,329.81,1096.68,5,CLSD
320935,el Family Nzha814,765,05032026,16:11:42,"6 Mustafa Nahhas st., near square, NSC",,,4785.45,506.44,4279.01,7,
320937,miira Branch 1,702,24032026,08:51:29,,,,5633.82,664.81,4969.01,6,CLSD
320939,El-MIRA NASR,706,28032026,14:08:11,NSC/197,,,1166.38,145.22,1021.16,3,CLSD
320940,Elite Imbaba,709,18032026,23:30:29,"Nasr 198, NSC zone",,,5363.81,1026.56,4337.25,7,
320941,el ELITE IMBAAB-A,715,13032026,20:48:56,"239 Autostrad st., near mosque, NSC",,,8631.34,1415.25,7216.09,11,CLSD
320943,alpha pharma nasr,743,09032026,18:01:57,,,,877.74,74.62,803.12,3,
320944,El Baraka Nasr Mall,721,04032026,22:07:57,"145 Haram st., near square, NSC",,,1523.13,437.89,1085.24,4,
320945,EL BARRAKA NASR,774,07032026,23:04:58,blk 10 - NSC - hospital,Giza,Faisal,2796.76,562.25,2234.51,5,
320946,Hope Imbaba Branch 2,719,27032026,14:22:44,,,,2500.52,179.73,2320.79,5,
320947,Hope Imbaba Branch 2,752,24032026,08:33:36,"90 9th District st., near mosque, NSC",Cairo,Nasr City,780.83,145.03,635.80,2,CLSD
320948,Star Car eMain Road,744,18032026,17:35:52,,,,2043.13,182.78,1860.35,8,
320949,PY/union pharm nasr,704,08032026,23:24:34,"Abbas 18, NSC zone",,,5412.47,412.69,4999.78,10,CLSD
320951,PY/CARE 24 SEVEN NASR br.2,715,05032026,18:04:05,Nasr City  69 Nile,,,1065.50,220.21,845.29,6,
320952,EL MISR WH-496,745,11032026,17:19:30,,,,2853.91,357.86,2496.05,7,
320953,Elite Nasr,765,03032026,18:17:55,NSC/230,,,4104.10,170.65,3933.45,12,CLSD
320956,el nasr maaadi 6th Zone160,766,12032026,23:16:42,blk 13 - NSC - metro,Giza,Mohandessin,3162.59,184.47,2978.12,8,
320957,EL NASR MAADI (2),746,03032026,22:37:46,"Salah Salem 60, NSC zone",Giza,Mohandessin,5797.13,694.03,5103.10,9,
320959,family nasr Branch 2,775,02032026,17:42:30,blk 22 - NSC - school,,,4645.77,1099.35,3546.42,13,CLSD
320960,PH City Cae Mall,755,06032026,19:04:03,Nasr City 194 Abas,Alexandria,Smouha,4187.59,579.13,3608.46,5,
320962,EL siler care marg br.2,772,09032026,21:55:55,,Giza,Mohandessin,4591.11,468.04,4123.07,4,
320963,el metro 04,715,25032026,15:44:46,,,,2223.54,449.98,1773.56,5,
320964,PY/salamtek smouha Mall,701,16032026,22:49:26,,,,2997.25,750.55,2246.70,5,CLSD
320965,Misr,720,13032026,23:47:57,,,,8829.19,2287.98,6541.21,13,CLSD
320966,SALAMTEK NSR,776,11032026,22:27:08,Nassr City 25 Tahrir,,,3428.87,505.93,2922.94,5,CLSD
320968,PH union pharm 04,733,25032026,09:44:17,Nasr Citty 161 Corniche,,,2617.20,250.31,2366.89,2,CLSD
320969,PY/Union Pharm br.2,718,27-Mar-2026,12:13:29,,,,2819.37,650.84,2168.53,5,
320970,salamtek oct city (2),748,04032026,22:45:16,,,,10442.16,2420.97,8021.19,14,
320971,PH Salamtek Oct City Main oRad493,731,04032026,22:49:55,"37 Abbas st., near metro, NSC",,,3075.01,407.74,2667.27,4,
320972,PY/Dr Medhta Nasr 011,733,21032026,09:22:15,,,,2156.98,204.49,1952.49,7,CLSD
320973,EL DR MEDHAT NSAR (2),769,14032026,20:46:57,"172 Nasr st., near park, NSC",,,3078.47,403.36,2675.11,7,
320975,PY/Salamtek Nasr,724,19032026,15:30:12,,,,1572.69,155.13,1417.56,4,
320976,SALMTEK NASR WH-520,769,02032026,22:53:07,,Cairo,Nasr City,2932.29,448.32,2483.97,6,
320977,PY/Salamtek Nasr br.2,763,06032026,18:20:16,,,,6506.38,1420.78,5085.60,9,CLSD
320980,Seha First Branch 2,739,19032026,20:27:16,NSC/27,,,6521.94,1226.48,5295.46,7,CLSD
320981,EL SEHA FIRSST-A,727,25-Mar-2026,12:28:55,"Autostrad 108, NSC zone",Cairo,Nasr City,6922.40,909.29,6013.11,7,CLSD
320982,EL SEHA FIRSST-A,742,26-Mar-2026,14:41:33,,,,5134.78,1193.36,3941.42,8,CLSD
320983,SEHA FIRST-A,771,04032026,17:55:20,Nasr City 59 Musstafa Nahhas,Cairo,Nasr City,1774.56,154.19,1620.37,6,CLSD
320984,PH pharma plus-A,774,25032026,14:18:22,,,,8261.32,1692.96,6568.36,7,CLSD
320986,STAR CARE NASR,727,19032026,21:42:20,blk 20 - NSC - park,,,3305.95,306.69,2999.26,7,CLSD
320987,PY/STAR CARE NASR,711,09032026,23:40:43,Nasr City 12  Industrial Zone,,,3066.00,420.00,2646.00,3,CLSD
320988,Mira Marg br.2,767,06032026,20:29:37,"Sudan 93, NSC zone",Cairo,Nasr City,1497.71,190.76,1306.95,9,
320992,EL seha first helwan,747,08-Mar-2026,22:46:31,blk 7 - NSC - hospital,,,7348.06,1574.52,5773.54,8,
320994,El-Seha Firs tHelwan 6th Zone170,717,03032026,12:26:04,,,,3452.51,731.20,2721.31,4,CLSD
320997,el El Nasr Agami,704,01032026,23:34:37,,Giza,Faisal,6545.92,500.73,6045.19,11,
320998,Ph/Silver Care Mall,766,03-Mar-2026,23:12:43,blk 27 - NSC - mosque,,,4004.58,259.67,3744.91,4,CLSD
320999,Ph/Care 24 Seven Nasr 6th Zone,737,17032026,17:22:12,"9th District 111, NSC zone",,,4500.37,831.25,3669.12,5,CLSD
321000,El-HOPE,750,07032026,19:23:18,blk 19 - NSC - bridge,,,4497.94,664.95,3832.99,7,CLSD
321001,PHope,708,07032026,22:43:35,,,,6523.62,1151.45,5372.17,9,
321003,el hokama nasr 6th Zone,723,15032026,22:14:54,,,,1752.10,186.80,1565.30,6,CLSD
321004,El Hkama Nasr Station St.,745,27032026,12:53:38,blk 24 - NSC - mosque,,,5225.53,538.57,4686.96,8,CLSD
321005,El Baraka Rehab View Branch 2,735,20032026,14:10:36,,Cairo,Nasr City,3425.71,536.56,2889.15,8,CLSD
321006,EL BRAKA WH-550,707,16032026,21:22:28,,,,5384.93,1129.09,4255.84,5,
321007,PY/alpha pharma imaba 6th Zone,771,05032026,19:43:15,blk 4 - NSC - gas station,Cairo,Nasr City,5610.09,602.58,5007.51,8,
321008,PY/ALPHA PHARMA IMBABA 04,762,13032026,22:11:16,,Cairo,Nasr City,4740.04,782.87,3957.17,6,CLSD
321009,Ph/Alpha Pharma Imbbaa-A,767,05032026,13:00:53,blk 1 - NSC - square,,,5018.07,713.97,4304.10,9,
321011,EL mir aBranch 2,737,07032026,17:18:00,,,,2396.54,413.11,1983.43,6,
321013,AL AMAL Mall,712,06-Mar-2026,20:15:19,Nasr City 4 Inudstrial Zone,,,2620.29,412.88,2207.41,7,CLSD
321014,EL lite 011,748,22032026,12:32:10,,,,3625.81,748.85,2876.96,8,CLSD
321016,PY/Dr Medhat Shubra,756,02032026,17:10:04,blk 22 - NSC - mosque,,,2042.16,268.87,1773.29,9,CLSD
321018,PY/MISR Branch 1399,704,19032026,15:32:11,,Cairo,Nasr City,3554.25,412.68,3141.57,6,CLSD
321020,Ph/Dr Meddhat Branch 1,729,11032026,14:03:05,NSC/201,,,4311.61,828.77,3482.84,6,
321021,Ph/Dr Medhat Branch 1,715,19032026,23:47:57,Nasr City 7 4Zayed,,,1672.99,242.98,1430.01,10,CLSD
321022,Ph//el shifa 6th Zone254,740,27032026,09:27:13,Nasr City 63  Mustafa Nahhas,,,2704.05,724.69,1979.36,4,
321023,Ph/SALAMTEK NNASR,703,16-Mar-2026,21:59:53,NSC/59,,,3765.88,322.23,3443.65,10,
321024,El-Salamtke Nasr br.2941,771,24032026,14:09:18,,Cairo,Nasr City,2523.64,316.65,2206.99,7,CLSD
321027,PH family banha 04,742,24032026,11:52:40,,,,2972.95,727.65,2245.30,6,CLSD
321029,Family Banha,726,12-Mar-2026,18:11:44,,,,5549.50,540.93,5008.57,7,CLSD
321030,FAMILY BANHA Statio nSt.,706,03032026,22:10:22,"Tahrir 179, NSC zone",,,1212.05,194.57,1017.48,3,CLSD
321031,Family Banha,723,02032026,20:37:26,Nasr City 193 Gesh,,,3250.96,465.96,2785.00,5,CLSD
321032,EL El Shifa Nasr 04,776,11-Mar-2026,21:12:36,"Autostrad 178, NSC zone",,,4912.43,649.41,4263.02,14,
321033,El-Health Gate Nasr-A,750,12032026,21:16:14,,Alexandria,Smouha,6852.17,1044.13,5808.04,10,
321034,health gate ansr Mall446,743,04032026,21:41:12,,,,2463.73,206.97,2256.76,12,
321035,El-Health Gate Nasr-A,724,13032026,17:52:08,,,,1432.65,130.32,1302.33,4,
321039,ebn sina (2),727,27032026,15:14:23,"220 Nile st., near hospital, NSC",,,4180.93,384.24,3796.69,3,
321041,PH EBN SINA Main Road,773,18032026,21:49:45,"231 Autostrad st., near school, NSC",,,4525.16,1015.73,3509.43,3,CLSD
321042,PY/misr montaza,746,07032026,23:56:57,,,,3034.79,258.86,2775.93,6,
321043,SILVEER CARE,707,16032026,18:20:43,blk 15 - NSC - gas station,,,6668.31,1106.62,5561.69,4,CLSD
321044,PY/silver care br.2,764,07032026,19:23:07,blk 12 - NSC - park,,,4155.69,912.12,3243.57,2,CLSD
321045,EL al amal nasr br.2,721,06032026,19:02:10,"171 Haram st., near gas station, NSC",,,1570.62,330.96,1239.66,4,CLSD
321046,EL Al Amal Nasr Branch 1,776,22032026,20:35:18,NasrCity 97 Abbas,,,10629.74,1200.78,9428.96,13,
321047,Health Gate Banha Mall,751,09032026,23:00:20,Nasr City157 Mustafa Nahhas,,,1238.56,153.93,1084.63,7,CLSD
321048,PH El Braaka Helwn-A117,770,14032026,17:32:05,"Sudan 62, NSC zone",,,8117.62,451.99,7665.63,10,
321049,PH el faraab nasr-A,769,26032026,11:08:06,NSC/58,,,8093.38,915.83,7177.55,7,CLSD
321050,EL SEHA FIRST Man Road927,736,07032026,22:28:09,Nasr Ciyt 219 Horreya,,,1879.10,341.69,1537.41,5,CLSD
321051,El-Seha First 6th Zone,740,05032026,17:59:46,,,,3917.23,868.87,3048.36,10,
321052,PH AL AMAL IMBABA,770,15032026,19:21:31,Nasr Ciity 228 Zayed,,,6806.48,645.21,6161.27,11,
321053,PY/Al Amal Imbaba,751,03-Mar-2026,18:11:04,Nasr ity 41 Zayed,,,7013.32,946.13,6067.19,15,CLSD
321054,El-A AMAL IMBABA br.2,732,28032026,13:49:25,"9th District 153, NSC zone",,,5754.05,765.48,4988.57,13,CLSD
321055,PH El Hokama-A943,737,25032026,13:30:24,,,,7024.32,1299.99,5724.33,15,
321056,El Hoakma 04,753,26032026,14:04:36,,,,4220.67,877.69,3342.98,4,
321057,PH silve care,760,24032026,09:08:13,"Faisal 177, NSC zone",,,7543.44,1694.97,5848.47,11,
321058,EL Bteter Life Obour Branch 1642,717,07032026,21:25:07,NSC/79,,,8441.54,1845.32,6596.22,7,CLSD
321060,EL Pharma Plus Nasr 04,738,03032026,19:01:53,Nasr City 58 oHrreya,,,5432.93,1151.29,4281.64,7,
321061,PH El Zahraa Obour 04,743,02032026,19:26:15,"Nasr 205, NSC zone",,,2327.34,236.94,2090.40,5,CLSD
321062,el SEHA FIRST,777,11-Mar-2026,23:42:56,,,,4483.26,475.59,4007.67,8,
321063,Elite Main Road704,744,04032026,15:03:54,,,,4275.38,468.70,3806.68,6,
321064,Eliet-A,774,21032026,09:45:26,Nasr Cit y60 Horreya,Giza,Faisal,3555.35,853.15,2702.20,9,
321065,Ph/seha first nasr,752,22032026,12:14:16,,,,3230.69,711.28,2519.41,4,
321066,Al Nozha Station St.,722,20032026,09:40:29,,,,3152.00,833.62,2318.38,7,
321068,El-Al Nozha Branch 2,726,21032026,12:30:52,"Mustafa Nahhas 101, NSC zone",,,2790.71,244.34,2546.37,5,CLSD
321069,EL MetroR ehab View,745,20032026,10:45:05,Nasr CCity 25 Corniche,,,711.90,52.07,659.83,2,CLSD
321070,El-SEHA FIRS TNASR Station St.,744,28032026,17:25:59,,,,2327.21,318.35,2008.86,5,CLSD
321071,Health Gate Nasr Branch 2,725,20032026,15:58:21,blk 15 - NSC - mosque,,,6799.33,782.66,6016.67,6,CLSD
321072,El-el faraby oct city 6th Zone,770,19032026,18:45:58,,,,1124.77,58.80,1065.97,2,CLSD
321073,El-ElFaraby Oct City (2)532,709,22032026,13:53:48,Nasr City 8 Haram,,,2399.92,368.84,2031.08,3,
