doc_no,qty,unit_price,line_value,vat_flag
304386,1,246.00,204.83,
304386,4,97.63,322.87,
304386,5,216.48,818.62,
304386,5,141.82,554.21,
304386,5,190.61,728.62,
304387,5,61.12,255.62,
304387,4,256.80,956.17,
304387,5,396.06,1715.15,
304387,3,183.57,473.04,
304387,2,192.02,355.68,
304388,2,71.12,122.75,
304388,5,18.88,80.73,
304388,2,186.91,308.76,
304388,1,81.80,67.57,
304388,4,107.62,338.27,
304388,2,165.07,280.94,
304388,6,503.88,2780.20,
304388,6,95.23,473.18,
304388,2,344.61,567.07,
304388,2,19.39,33.25,
304395,3,112.10,283.52,
304395,6,17.91,89.97,
304395,4,136.09,427.92,
304395,1,86.11,65.86,
304395,7,13.16,77.65,
304395,7,72.77,415.65,
304395,3,7.46,18.47,
304395,4,200.90,647.98,
304395,3,317.52,767.22,
304395,2,121.07,191.84,
304398,1,24.43,23.23,
304398,5,519.69,2377.52,
304398,4,49.50,165.84,
304398,6,236.64,1295.90,
304398,6,180.75,879.98,
304398,6,8.26,45.89,
304398,2,483.99,878.72,
304400,3,258.24,683.20,
304400,2,16.25,29.36,
304400,6,24.31,129.17,
304400,5,125.55,543.07,
304400,3,13.43,36.77,
304400,3,158.99,427.49,
304400,1,412.86,355.95,
304400,5,157.93,683.17,
304400,5,7.75,33.91,
304402,3,61.12,137.49,
304402,2,22.01,34.08,
304402,3,303.35,653.26,
304402,3,323.19,756.99,
304402,2,119.20,176.59,
304402,2,23.23,39.81,
304402,2,462.00,761.67,
304402,2,129.45,188.38,
304405,2,31.71,51.26,
304405,1,129.23,107.28,
304405,1,214.43,158.15,
304405,4,249.60,850.68,
304407,3,128.86,336.48,
304407,5,137.41,567.61,
304407,2,64.54,109.62,
304407,5,128.96,557.96,
304407,1,7.60,6.44,
304407,3,492.15,1198.71,
304408,6,156.41,765.88,
304408,2,12.25,18.13,
304408,2,256.80,415.69,
304408,3,257.04,627.20,
304408,3,78.03,166.27,
304408,2,222.96,314.59,
304408,5,239.52,971.58,
304408,6,549.78,2549.15,
304408,3,25.99,56.84,
304408,3,43.07,93.05,
304408,2,8.58,13.16,
304409,5,13.05,58.31,
304409,3,77.79,208.41,
304409,7,454.44,2811.80,
304409,4,23.14,81.26,
304409,5,203.36,884.21,
304409,6,285.08,1550.72,
304409,5,62.22,271.79,
304409,4,89.38,295.97,
304409,4,299.88,1077.39,
304409,4,238.32,831.39,
304409,2,395.64,674.50,
304413,6,389.76,2038.52,
304413,2,140.45,247.69,
304413,6,110.92,580.68,
304413,8,500.31,3533.76,
304413,5,25.73,117.31,
304413,3,81.40,206.72,
304413,4,66.55,238.45,
304413,1,314.06,269.63,
304413,5,49.10,218.73,
304413,5,8.67,38.79,
304413,6,180.93,960.57,
304418,2,189.73,331.25,
304418,5,82.74,366.46,
304418,6,390.60,2238.70,
304418,4,97.25,340.56,
304418,5,464.10,2210.65,
304418,3,8.22,21.26,
304418,3,138.32,393.34,
304418,5,214.84,925.39,
304418,4,47.93,182.79,
304424,3,12.28,31.98,
304424,6,96.10,526.04,
304424,4,166.14,568.97,
304424,3,503.37,1252.33,
304424,5,221.52,970.55,
304424,7,152.61,947.98,
304424,3,30.59,81.24,
304424,4,511.53,1745.00,
304424,4,494.19,1669.20,
304425,7,298.94,1716.73,
304425,2,234.72,351.15,
304427,8,556.92,3859.57,
304427,5,128.62,515.57,
304427,5,510.00,1938.40,
304427,7,245.52,1251.97,
304427,1,7.42,5.36,
304427,7,225.60,1212.96,
304427,4,7.64,23.26,
304427,6,180.40,782.62,
304427,4,310.28,924.36,
304427,5,122.36,515.42,
304427,8,476.85,3076.18,
304427,2,46.85,77.09,
304427,4,78.58,222.98,
304427,5,8.02,31.22,
304429,5,530.40,2224.06,
304429,4,24.50,85.14,
304429,3,55.69,134.90,
304429,5,7.77,32.40,
304429,2,93.70,159.11,
304429,7,329.49,1951.21,
304429,4,165.83,583.28,
304429,6,178.99,864.75,
304430,3,13.64,36.61,
304430,4,169.84,621.24,
304430,1,55.27,47.43,
304430,3,111.86,297.65,
304430,3,201.11,525.70,
304430,5,7.56,33.32,
304430,5,48.33,215.11,
304430,8,491.64,3331.17,
304430,2,7.27,13.07,
304430,3,44.91,117.25,
304430,1,41.13,35.70,
304431,3,187.17,561.51,
304431,3,78.42,207.90,
304431,6,26.26,135.90,
304431,4,324.45,1243.02,
304436,4,24.53,81.42,
304436,2,18.94,32.16,
304436,4,549.78,1995.65,
304436,5,204.80,884.48,
304436,2,30.43,49.24,
304441,3,154.13,419.30,
304441,5,121.30,566.89,
304441,4,47.66,170.53,
304441,2,19.08,32.91,
304441,5,7.67,30.88,
304441,5,8.02,34.89,
304441,2,115.99,195.04,
304441,5,131.21,558.08,
304441,4,95.90,349.11,
304441,2,106.44,187.20,
304441,1,16.56,14.24,
304445,2,203.36,334.40,
304445,7,19.10,111.08,
304445,3,83.52,184.36,
304445,2,91.97,144.58,
304447,2,130.15,200.31,
304447,2,25.32,43.01,
304447,2,154.13,261.78,
304447,4,12.50,38.49,
304447,6,438.48,2242.50,
304448,5,122.36,533.65,
304448,3,152.46,381.71,
304448,6,46.98,248.08,
304448,2,287.91,484.62,
304450,2,31.35,50.08,
304450,2,41.45,62.44,
304450,6,559.98,2486.00,
304450,6,25.06,114.74,
304450,6,18.54,79.77,
304452,3,146.83,393.39,
304452,5,233.28,1047.12,
304452,4,7.26,26.51,
304452,5,140.75,622.50,
304452,6,123.31,624.42,
304452,3,397.74,1113.27,
304452,4,7.46,25.68,
304456,2,80.15,135.15,
304456,3,182.51,471.17,
304456,7,234.00,1316.00,
304456,5,62.59,254.30,
304457,4,186.21,632.33,
304457,7,67.04,402.61,
304460,4,34.95,119.15,
304460,5,74.26,322.21,
304460,3,498.27,1209.45,
304460,6,498.27,2769.10,
304460,3,55.21,143.73,
304460,3,8.00,20.34,
304460,4,200.08,735.66,
304460,3,18.43,49.53,
304460,5,19.33,81.24,
304461,5,18.43,84.82,
304461,4,287.91,1025.30,
304461,4,30.33,101.09,
304461,3,398.58,1005.27,
304461,2,64.23,108.95,
304461,5,556.41,2275.48,
304461,4,84.07,292.25,
304461,3,8.10,22.39,
304462,5,32.64,142.68,
304462,3,8.47,22.01,
304462,5,42.80,203.73,
304462,3,303.66,809.42,
304462,6,16.43,86.59,
304462,2,435.96,842.12,
304462,1,188.85,163.60,
304462,3,11.41,29.98,
304463,3,16.81,42.78,
304463,5,94.27,413.63,
304463,4,7.77,27.48,
304463,3,107.03,270.68,
304463,3,129.89,317.29,
304467,6,555.90,2400.11,
304467,4,25.58,80.53,
304467,5,83.05,312.78,
304467,4,164.38,515.47,
304467,3,23.35,51.85,
304467,2,206.85,301.79,
304467,2,191.84,272.39,
304467,7,177.23,913.38,
304467,5,30.33,109.80,
304468,3,16.36,39.95,
304468,2,238.80,373.00,
304468,4,470.73,1538.42,
304468,5,186.21,737.14,
304468,4,172.48,574.44,
304468,2,190.96,307.99,
304468,2,33.36,54.87,
304468,4,293.27,866.33,
304468,6,100.32,451.79,
304468,2,342.09,511.53,
304469,3,326.34,912.06,
304469,5,186.96,898.83,
304469,2,8.18,15.49,
304469,2,528.87,958.86,
304469,2,166.14,302.89,
304469,4,224.40,835.93,
304469,4,428.82,1586.91,
304469,5,33.59,160.41,
304469,3,123.66,350.12,
304469,3,18.32,52.28,
304469,4,17.39,61.11,
304469,3,223.45,586.21,
304469,3,7.61,20.91,
304471,4,249.36,875.57,
304471,9,23.50,199.28,
304471,3,532.95,1332.57,
304472,7,77.17,468.62,
304472,1,211.77,166.71,
304472,4,62.95,203.18,
304472,7,262.32,1553.39,
304472,3,189.01,434.62,
304472,8,468.69,3091.24,
304472,7,17.10,99.69,
304474,5,24.72,107.92,
304474,5,48.33,210.81,
304474,8,172.13,1239.69,
304474,4,169.84,628.92,
304474,2,109.50,183.58,
304474,5,122.48,499.10,
304474,5,459.51,2098.20,
304474,3,428.40,1128.29,
304474,1,32.54,27.94,
304474,4,22.15,75.42,
304475,5,67.10,296.27,
304475,4,154.43,506.65,
304477,3,34.42,80.85,
304477,4,458.22,1497.09,
304480,6,102.53,515.53,
304480,6,213.41,1075.16,
304480,6,91.78,466.56,
304481,1,119.65,102.13,
304481,6,48.96,209.37,
304481,5,132.53,543.86,
304481,6,109.62,492.85,
304481,3,12.91,31.13,
304481,2,76.69,127.18,
304481,6,492.15,2263.54,
304481,2,16.83,27.28,
304481,4,301.46,990.11,
304481,3,127.09,299.58,
304481,3,62.53,154.81,
304481,6,251.52,1163.18,
304481,2,117.53,188.03,
304481,2,176.70,259.41,
304481,4,385.98,1075.88,
304484,4,13.64,47.28,
304484,3,173.71,386.62,
304484,2,102.14,175.38,
304484,11,158.58,1409.12,
304484,3,140.58,325.15,
304484,3,31.61,68.37,
304484,4,430.08,1336.29,
304485,6,60.57,325.99,
304485,8,242.64,1653.33,
304485,3,24.96,64.25,
304485,6,19.22,103.87,
304485,7,290.12,1878.36,
304486,2,323.82,506.13,
304486,3,62.40,145.72,
304486,4,165.79,523.26,
304486,3,204.18,435.22,
304486,5,12.14,46.25,
304486,4,7.27,22.47,
304486,5,44.33,179.03,
304486,1,201.93,147.31,
304486,1,185.12,138.97,
304486,4,185.86,587.71,
304486,6,41.76,194.62,
304486,1,7.89,6.22,
304486,8,148.05,975.71,
304486,8,21.91,133.44,
304486,2,17.35,26.24,
304488,6,300.20,1381.81,
304488,3,8.22,18.87,
304488,5,141.06,539.79,
304488,5,25.01,96.23,
304488,4,449.82,1458.82,
304488,3,219.76,497.75,
304489,6,162.62,811.64,
304489,2,18.32,30.62,
304489,1,19.06,16.43,
304489,4,18.68,60.72,
304489,4,81.09,287.34,
304489,6,204.18,1042.62,
304489,4,103.01,352.07,
304490,2,58.68,107.14,
304490,5,529.89,2344.00,
304492,5,60.15,248.61,
304492,4,81.33,267.91,
304492,2,83.21,140.38,
304492,3,179.87,485.70,
304492,3,124.37,319.59,
304492,4,97.54,348.77,
304493,3,122.84,347.30,
304493,4,13.73,49.48,
304493,6,258.24,1429.62,
304493,2,138.47,258.25,
304494,5,22.63,83.71,
304494,3,309.33,697.33,
304494,2,12.13,17.93,
304494,8,437.64,2524.82,
304494,5,189.01,717.55,
304494,1,218.33,170.04,
304494,1,90.62,66.35,
304494,6,25.20,116.96,
304494,2,18.32,27.90,
304499,2,221.61,370.06,
304499,3,74.58,204.46,
304499,2,13.75,23.81,
304499,3,430.92,1072.24,
304499,5,24.98,110.60,
304499,6,96.00,535.55,
304499,3,474.30,1201.56,
304501,7,26.23,151.32,
304501,9,505.92,3493.85,
304501,3,86.40,204.25,
304501,4,343.04,1088.66,
304501,5,499.29,2144.30,
304501,4,19.13,66.96,
304501,4,75.60,236.96,
304501,7,452.34,2750.43,
304502,5,82.74,354.50,
304502,5,472.26,1851.99,
304502,7,99.17,594.97,
304502,4,11.69,38.88,
304502,2,104.83,175.76,
304502,6,326.97,1922.27,
304502,4,8.76,32.30,
304502,3,547.23,1418.00,
304502,7,161.39,916.50,
304502,4,33.92,118.67,
304502,1,450.66,390.73,
304502,5,49.37,202.36,
304502,5,12.50,56.40,
304502,3,183.39,470.15,
304502,9,143.22,1083.82,
304504,2,17.75,27.80,
304504,4,428.82,1545.75,
304504,1,7.94,6.66,
304504,2,472.26,787.64,
304504,8,21.91,143.79,
304504,7,18.67,111.66,
304505,2,505.41,844.29,
304505,3,12.18,28.43,
304505,4,92.74,311.34,
304505,2,303.66,481.57,
304505,3,75.75,186.79,
304508,2,24.05,37.81,
304508,6,308.70,1517.06,
304508,6,12.88,59.04,
304508,2,213.61,336.81,
304509,4,90.91,270.29,
304509,4,32.41,89.77,
304509,4,119.65,337.60,
304509,5,220.99,859.34,
304510,3,467.16,1245.39,
304510,4,126.73,426.85,
304510,6,286.97,1467.63,
304510,3,8.28,22.14,
304510,6,305.24,1543.33,
304510,3,11.56,28.72,
304511,1,63.93,57.01,
304511,4,31.45,97.83,
304511,2,44.87,75.59,
304511,4,461.16,1599.51,
304511,3,16.63,41.70,
304511,2,11.63,19.67,
304512,3,525.30,1433.12,
304512,7,239.52,1494.11,
304512,5,60.21,273.39,
304512,4,16.42,57.31,
304513,6,346.50,1937.59,
304513,2,128.86,215.52,
304513,6,32.01,175.59,
304513,8,115.05,814.04,
304513,3,304.61,826.88,
304514,5,132.92,546.45,
304514,3,35.01,77.05,
304514,5,208.69,858.72,
304514,4,316.26,1025.55,
304514,5,378.00,1409.00,
304514,3,19.51,48.36,
304518,4,12.23,38.33,
304518,4,219.35,743.98,
304518,5,165.44,698.38,
304518,6,226.56,1066.01,
304518,6,218.40,1106.86,
304518,5,122.23,461.29,
304520,6,12.71,61.24,
304520,2,131.60,215.77,
304520,3,233.04,558.71,
304520,3,103.68,250.60,
304520,7,124.08,710.74,
304520,4,177.76,574.48,
304523,4,12.75,35.99,
304523,6,448.98,2018.03,
304523,3,46.58,107.08,
304523,4,122.23,362.02,
304523,5,17.21,67.80,
304524,3,155.04,381.19,
304524,4,507.96,1527.87,
304524,6,165.68,804.59,
304524,5,33.99,134.42,
304524,2,149.87,232.17,
304524,3,95.33,229.99,
304525,9,203.77,1473.96,
304525,6,96.67,510.12,
304525,3,404.46,1103.74,
304525,6,427.14,2258.17,
304525,3,231.36,590.54,
304526,4,513.06,1746.26,
304526,6,34.16,173.66,
304526,7,308.07,1876.18,
304527,3,26.33,56.57,
304527,2,12.78,20.83,
304527,5,188.40,721.86,
304527,4,74.18,229.12,
304527,3,96.19,215.06,
304530,5,164.62,605.55,
304530,3,126.02,299.92,
304530,3,86.59,207.14,
304530,8,456.96,2741.01,
304530,4,11.98,38.50,
304533,4,312.48,1032.33,
304533,1,320.67,246.94,
304533,6,12.48,59.98,
304534,4,86.19,294.19,
304534,2,57.28,98.65,
304534,4,117.65,411.48,
304534,3,25.25,65.54,
304534,2,33.66,59.46,
304534,5,101.95,426.78,
304534,2,12.26,22.40,
304534,6,22.13,115.28,
304534,9,22.90,174.15,
304534,7,8.20,47.38,
304534,5,33.30,143.91,
304535,3,17.05,43.60,
304535,4,188.60,661.43,
304535,4,19.66,67.93,
304535,4,248.88,897.82,
304535,4,124.61,425.46,
304538,2,70.96,112.31,
304538,6,21.94,107.71,
304538,4,139.69,466.30,
304538,5,255.60,1025.80,
304538,4,17.55,57.09,
304538,1,90.14,72.75,
304540,3,398.58,943.16,
304540,1,48.29,34.05,
304540,4,16.79,50.43,
304540,1,120.24,89.78,
304540,4,552.84,1538.60,
304540,2,60.09,94.68,
304543,5,165.83,678.04,
304543,4,161.58,568.57,
304543,5,159.98,715.92,
304543,3,11.39,31.09,
304543,5,98.02,448.95,
304543,3,64.29,172.68,
304543,4,227.52,785.95,
304543,2,62.16,109.48,
304543,3,8.54,22.54,
304545,4,379.68,1195.54,
304545,4,142.96,445.22,
304545,5,137.41,546.48,
304545,5,62.34,248.69,
304545,6,284.45,1402.44,
304545,2,32.24,56.44,
304546,6,109.27,540.55,
304546,7,131.08,739.46,
304547,3,138.78,326.48,
304547,3,462.57,1212.08,
304547,2,405.30,658.87,
304547,4,65.09,211.29,
304547,6,166.44,796.11,
304547,5,57.34,229.56,
304547,4,78.89,241.83,
304547,2,16.38,28.50,
304547,3,76.30,191.54,
304547,3,79.83,186.33,
304549,4,30.69,112.98,
304549,6,492.15,2610.48,
304549,4,126.02,481.26,
304549,5,17.26,76.09,
304549,5,8.70,38.07,
304549,3,17.01,44.77,
304550,2,342.41,544.34,
304550,3,35.18,80.81,
304550,3,24.82,55.40,
304550,3,403.62,986.80,
304550,4,60.94,201.98,
304550,1,151.39,128.32,
304551,4,33.59,102.54,
304551,3,33.36,80.98,
304551,3,11.89,29.25,
304551,3,12.36,28.20,
304551,5,57.34,216.11,
304551,5,49.10,203.14,
304551,8,140.84,865.07,
304551,8,66.92,417.18,
304554,2,307.76,569.92,
304554,2,118.47,219.92,
304554,3,12.81,36.54,
304554,3,7.84,22.60,
304554,2,152.30,267.53,
304554,7,466.14,2994.51,
304554,4,7.90,26.71,
304558,3,80.38,212.04,
304558,4,184.62,611.99,
304558,6,144.80,617.13,
304558,4,536.01,1655.16,
304558,4,112.69,382.51,
304558,4,74.89,241.14,
304558,4,46.49,148.76,
304558,1,8.13,6.87,
304559,2,245.04,392.55,
304559,7,17.64,103.36,
304559,9,151.24,1143.32,
304559,4,219.60,735.85,
304559,5,97.15,440.11,
304559,6,130.42,691.58,
304559,4,321.93,1026.53,
304559,9,11.40,89.44,
304559,4,16.96,55.59,
304559,7,35.77,205.35,
304559,5,131.87,614.96,
304559,5,57.04,240.06,
304559,2,141.82,236.29,
304563,4,416.22,1354.15,
304563,2,35.74,58.53,
304563,4,8.10,24.21,
304563,4,43.29,138.92,
304564,5,30.06,136.83,
304564,5,201.11,1005.55,
304564,3,63.68,173.51,
304564,4,8.51,30.64,
304564,4,213.20,829.48,
304564,4,16.72,66.88,
304566,5,13.65,52.10,
304566,2,32.54,55.60,
304566,4,296.73,927.10,
304566,4,19.71,60.66,
304567,3,213.41,520.38,
304567,3,18.36,41.47,
304567,6,133.98,603.72,
304567,4,43.02,133.32,
304567,5,61.61,242.40,
304567,4,24.12,75.39,
304568,5,26.18,111.88,
304568,5,85.80,396.45,
304568,5,173.89,757.35,
304571,5,126.50,487.56,
304571,3,222.72,495.34,
304571,5,80.62,311.66,
304571,3,8.02,18.08,
304571,5,159.98,603.72,
304571,2,122.37,190.47,
304571,3,73.55,168.20,
304571,2,19.37,29.98,
304571,3,149.26,358.29,
304571,6,44.28,205.83,
304571,4,497.76,1555.19,
304571,4,326.34,998.55,
304571,5,300.83,1190.00,
304572,3,24.00,55.82,
304572,5,89.57,348.20,
304572,6,43.47,208.03,
304572,3,30.56,73.21,
304572,1,47.70,38.98,
304572,4,47.84,153.95,
304572,5,160.34,615.28,
304575,8,323.82,2305.17,
304575,2,26.04,48.53,
304575,2,222.24,389.55,
304575,4,24.17,85.79,
304575,6,159.10,853.28,
304575,7,23.57,145.96,
304575,6,286.97,1515.44,
304578,2,84.23,155.97,
304578,5,7.65,34.18,
304578,2,7.39,13.49,
304578,5,84.86,387.10,
304578,4,124.25,466.08,
304580,2,341.15,565.27,
304580,4,139.79,491.34,
304580,6,24.36,128.81,
304580,4,30.82,96.86,
304580,4,7.60,25.86,
304580,7,58.80,347.31,
304580,3,158.54,414.67,
304580,8,57.04,330.54,
304581,2,190.86,329.93,
304581,7,30.23,202.14,
304581,4,13.24,48.34,
304581,2,388.08,713.40,
304581,5,262.08,1214.28,
304583,6,19.39,103.86,
304583,3,40.77,101.72,
304583,3,193.42,538.49,
304583,3,155.34,434.58,
304583,5,315.63,1293.18,
304583,5,151.24,652.48,
304583,5,129.10,567.01,
304586,5,75.12,270.08,
304586,4,42.89,136.31,
304586,7,529.38,2907.65,
304586,3,165.44,392.60,
304586,6,326.97,1512.81,
304586,4,8.10,25.18,
304586,5,471.24,1903.22,
304588,2,74.50,134.31,
304588,7,54.96,334.35,
304588,7,103.20,622.16,
304588,5,219.12,937.11,
304588,6,123.55,669.09,
304588,5,393.12,1719.77,
304588,3,541.62,1382.91,
304588,4,13.56,48.13,
304589,3,171.25,417.53,
304589,5,142.12,620.82,
304589,5,220.79,995.52,
304589,5,328.23,1531.02,
304595,2,446.04,754.76,
304595,6,130.02,628.53,
304595,4,103.30,347.33,
304595,5,11.86,46.35,
304595,4,257.04,843.53,
304595,1,389.34,318.35,
304595,6,142.03,720.26,
304595,5,518.67,1968.41,
304599,5,19.44,88.79,
304599,2,256.56,429.43,
304599,4,23.06,81.59,
304599,3,121.66,329.11,
304599,9,22.27,185.24,
304599,4,91.49,352.99,
304599,4,129.45,442.95,
304599,6,495.72,2648.16,
304599,4,81.48,299.36,
304599,5,200.29,866.54,
304599,4,48.96,181.10,
304602,6,56.24,300.81,
304602,5,71.75,306.16,
304602,4,78.19,268.37,
304602,4,255.60,913.53,
304602,5,24.34,110.52,
304602,3,135.83,354.38,
304602,3,88.13,229.99,
304604,3,453.60,1287.77,
304604,2,17.37,30.68,
304604,3,63.93,179.85,
304607,4,320.36,963.77,
304607,6,73.63,313.74,
304607,6,122.63,594.55,
304607,3,192.70,461.33,
304607,3,298.94,656.88,
304607,8,47.97,294.77,
304607,3,61.37,137.31,
304607,5,42.08,160.98,
304607,4,22.87,70.04,
304607,4,7.86,24.03,
304607,5,338.63,1315.92,
304609,3,11.43,28.83,
304609,3,72.69,187.79,
304609,4,7.94,24.74,
304609,4,78.34,277.35,
304609,5,423.78,1744.00,
304609,5,8.17,34.44,
304610,6,16.51,86.20,
304610,2,553.35,956.51,
304610,6,157.32,856.12,
304610,5,19.30,87.13,
304610,3,75.05,211.05,
304610,5,414.54,1918.46,
304610,7,322.25,2018.72,
304614,4,165.22,537.16,
304614,5,305.55,1335.82,
304614,1,60.70,48.50,
304614,5,85.33,347.95,
304614,1,434.70,327.80,
304614,7,343.35,1806.32,
304614,3,78.74,177.87,
304614,1,16.83,12.84,
304614,4,41.27,134.91,
304614,1,242.64,185.84,
304614,2,30.43,49.75,
304614,7,13.55,75.18,
304617,4,7.82,25.49,
304617,4,500.82,1636.37,
304617,7,66.06,360.52,
304617,8,531.42,3357.08,
304619,6,136.88,749.14,
304619,2,206.44,372.11,
304619,4,71.83,258.64,
304619,5,433.02,1797.65,
304619,9,22.32,196.98,
304619,3,11.69,31.96,
304619,4,136.88,482.04,
304619,6,162.79,843.81,
304619,3,12.25,31.61,
304619,1,125.53,112.67,
304621,4,24.43,73.62,
304621,5,17.30,68.88,
304621,4,104.54,328.57,
304621,3,48.87,106.31,
304621,5,452.76,1877.69,
304624,8,35.51,254.67,
304624,4,222.22,851.12,
304624,3,73.71,191.11,
304624,6,47.30,252.26,
304629,5,23.04,92.03,
304629,4,183.04,574.59,
304629,7,12.89,68.83,
304629,3,19.67,43.81,
304629,3,493.68,1089.36,
304629,4,83.60,264.87,
304631,3,211.15,521.21,
304631,6,13.55,64.81,
304631,2,35.71,59.77,
304631,2,156.86,241.92,
304631,5,147.59,609.34,
304631,7,135.56,838.69,
304631,3,42.80,108.46,
304631,3,17.03,41.10,
304631,3,309.96,852.78,
304633,4,414.96,1598.09,
304633,6,211.36,1143.39,
304633,4,62.46,232.06,
304633,2,7.70,13.98,
304634,2,206.64,338.83,
304634,6,436.80,2302.36,
304634,6,386.40,1996.28,
304634,6,16.22,85.01,
304634,4,171.60,616.68,
304635,2,24.43,40.41,
304635,4,84.15,260.19,
304635,3,57.40,148.55,
304635,3,184.71,442.20,
304635,8,42.39,291.07,
304635,3,18.45,46.11,
304636,7,191.68,958.49,
304636,4,17.48,54.63,
304636,3,161.73,411.66,
304636,6,7.65,39.36,
304636,3,406.56,976.91,
304636,5,205.21,816.44,
304636,2,115.17,185.33,
304636,4,32.34,91.44,
304636,7,237.60,1218.86,
304639,3,7.51,19.25,
304639,5,84.07,346.76,
304639,4,96.19,333.94,
304639,4,80.78,285.05,
304639,3,73.63,193.64,
304639,1,35.90,29.92,
304645,3,187.09,510.63,
304645,4,397.32,1356.23,
304645,3,57.52,158.16,
304645,6,102.43,548.85,
304645,2,83.05,146.99,
304645,2,8.49,14.93,
304645,8,13.26,92.92,
304645,3,8.56,21.62,
304645,6,40.55,232.32,
304645,6,495.72,2532.64,
304645,5,104.26,437.52,
304645,5,199.06,862.29,
304645,4,420.42,1467.51,
304647,1,124.61,110.95,
304647,8,11.46,84.12,
304657,10,23.33,177.09,
304657,3,219.12,534.01,
304657,3,121.57,317.09,
304657,4,123.55,434.80,
304659,2,7.79,14.60,
304659,4,201.72,716.33,
304659,4,12.56,44.51,
304659,1,11.64,10.09,
304659,3,175.82,477.34,
304659,7,17.37,102.07,
304659,6,60.02,325.25,
304659,7,77.79,466.87,
304659,2,218.12,390.19,
304660,6,94.27,507.98,
304660,2,161.12,256.70,
304661,2,140.18,250.93,
304661,3,406.98,1079.31,
304661,5,55.02,241.83,
304661,3,251.76,648.50,
304661,4,465.12,1707.19,
304661,2,11.34,21.21,
304661,3,22.56,57.86,
304661,5,340.20,1429.12,
304662,6,137.15,675.80,
304662,6,120.83,587.00,
304662,5,338.00,1424.43,
304662,3,406.98,1008.63,
304662,5,300.51,1188.75,
304662,4,293.90,958.01,
304662,4,385.14,1215.45,
304662,3,22.27,54.60,
304663,6,96.10,514.54,
304663,3,12.16,33.15,
304663,4,148.05,575.93,
304663,4,238.56,799.48,
304663,2,328.23,592.57,
9304663,-3,12.16,-33.15,
304665,4,151.54,487.75,
304665,3,142.73,320.24,
304665,3,24.70,56.46,
304665,1,186.38,146.09,
304665,3,320.99,721.20,
304667,2,49.46,86.72,
304667,5,238.80,1062.45,
304667,5,8.34,36.59,
304667,5,59.11,259.74,
304667,6,12.46,62.84,
304667,7,61.37,365.13,
304667,4,41.27,142.37,
304667,5,140.14,590.09,
304667,3,216.28,595.13,
304667,4,60.88,200.37,
304667,7,156.56,943.72,
304667,3,164.56,424.02,
304667,5,19.69,87.72,
304667,1,538.56,445.69,
304667,4,62.16,199.16,
304669,8,16.38,118.54,
304669,5,122.84,534.01,
304669,2,175.82,293.09,
304669,5,410.34,1686.65,
304669,4,18.49,62.81,
304669,4,214.02,720.15,
304669,2,113.75,194.66,
304669,4,147.44,513.82,
304669,5,241.92,1004.88,
304670,6,17.35,77.12,
304670,3,30.95,74.04,
304670,8,78.58,466.09,
304670,2,47.16,73.55,
304670,4,7.57,23.86,
304670,3,33.20,79.46,
304671,10,7.22,56.17,
304671,2,424.20,653.69,
304671,7,18.32,112.62,
304671,5,13.11,55.62,
304671,3,32.87,76.89,
304671,5,75.52,304.70,
304671,6,194.75,991.47,
304671,3,197.83,458.78,
304671,2,24.02,37.08,
304674,5,177.06,815.68,
304674,3,12.98,34.55,
304674,4,35.05,123.51,
304674,3,33.76,90.57,
304674,4,13.64,49.58,
304676,4,163.50,562.76,
304676,7,73.87,437.46,
304676,7,17.53,105.70,
304676,5,12.80,51.82,
304676,4,86.78,284.18,
304677,6,106.32,474.45,
304677,3,544.68,1325.95,
304677,3,23.78,56.98,
304677,5,166.85,686.69,
304677,2,168.61,268.15,
304677,5,414.54,1812.80,
304677,6,36.07,170.55,
304677,6,300.20,1450.14,
304677,4,60.70,196.16,
304677,5,309.02,1326.47,
304680,5,41.72,167.97,
304680,4,123.95,435.01,
304680,6,98.30,519.89,
304680,4,147.90,535.76,
304680,4,31.45,115.63,
304680,4,427.98,1433.82,
304680,3,143.22,359.09,
304680,5,182.69,746.40,
304680,4,304.29,1078.01,
304682,5,113.40,502.57,
304682,5,66.37,280.42,
304682,4,110.21,369.91,
304682,6,66.92,362.66,
304685,3,13.65,36.72,
304685,4,131.60,483.03,
304685,6,115.05,644.06,
304685,4,8.45,29.34,
304685,1,188.19,164.27,
304685,5,541.11,2289.56,
304688,4,283.82,1022.50,
304688,4,340.83,1134.12,
304688,3,56.97,156.47,
304688,3,55.45,152.71,
304688,3,32.60,88.93,
304689,4,17.86,57.64,
304689,3,22.30,47.93,
304689,4,312.48,1013.88,
304689,2,8.34,12.83,
304689,3,58.87,137.87,
304689,3,124.34,291.27,
304689,6,62.46,291.54,
304689,2,48.24,75.41,
304689,6,41.45,188.62,
304690,2,460.74,833.05,
304690,8,554.37,3636.15,
304690,9,11.45,91.69,
304690,4,45.45,166.07,
304690,3,11.95,32.58,
304691,9,19.24,124.99,
304691,1,59.29,41.62,
304691,3,30.23,69.82,
304691,3,7.52,17.15,
304691,5,217.44,842.61,
304691,3,167.38,369.12,
304692,5,33.07,150.61,
304692,3,191.84,485.20,
304692,3,113.87,310.58,
304692,4,100.51,335.53,
304693,6,220.56,1065.89,
304693,6,16.40,80.08,
304693,4,117.29,353.26,
304693,5,45.86,180.11,
304695,5,22.44,86.80,
304695,2,160.21,261.65,
