invoice_id,customer_id,placed_at_utc,delivery_slot,grand_total,paid_total,declared_items,campaign_ref,order_status
312941,1822,2025-10-04T09:38:26Z,,10011.42,,12,,shipped
312945,1823,2025-10-08T10:35:09Z,,1722.13,1722.13,4,NONE,canceled
312948,1825,2025-10-23T10:38:26Z,,2088.69,,6,NONE,paid
312950,1825,2025-10-14T10:44:21Z,,4511.24,,12,RAMADAN-BUNDLE,paid
312955,1829,2025-10-05T12:28:59Z,,3998.21,3998.21,8,,pending_hold
312956,1829,2025-10-03T09:31:27Z,,4006.92,,7,WINTER-FLYER,pending_hold
312959,1832,2025-10-14T15:39:02Z,,3234.23,3234.23,5,,paid
312962,1835,2025-10-10T10:46:30Z,,8572.6,,15,RAMADAN-BUNDLE,pending_hold
312968,1841,2025-10-22T06:56:29Z,,3284.85,3284.85,4,LUX-R6,paid
312970,1842,2025-10-23T10:27:43Z,,2731.88,,3,NONE,paid
312973,1844,2025-10-28T07:14:32Z,,2737.74,,3,,pending_hold
312977,1850,2025-10-14T07:30:00Z,,2096.6,2096.60,8,WINTER-FLYER,paid
312980,1853,2025-10-22T13:38:45Z,,2465.22,,6,NONE,paid
312983,1853,2025-10-20T09:54:49Z,,6140.64,,14,LUX-R6,paid
312987,1859,2025-10-07T08:21:37Z,,694.55,,4,,canceled
312989,1860,2025-10-06T09:48:24Z,,2232.97,2232.97,7,NONE,paid
312996,1866,2025-10-05T14:06:49Z,,447.67,,2,NONE,canceled
313000,1869,2025-10-15T09:28:41Z,,1227.12,,4,NONE,shipped
313002,1874,2025-10-26T09:54:16Z,,1732.89,,6,LUX-R6,paid
313009,1879,2025-10-16T11:14:20Z,,3081.0,3081.00,10,RAMADAN-BUNDLE,shipped
313012,1883,2025-10-16T09:57:23Z,,2122.29,,6,RAMADAN-BUNDLE,pending_hold
313015,1884,2025-10-17T10:42:25Z,,2063.24,2063.24,6,WINTER-FLYER,paid
313016,1884,2025-10-17T13:00:53Z,,2164.22,,2,LUX-R6,pending_hold
313018,1885,2025/10/18 14:04,,3822.51,3822.51,8,,canceled
313020,1893,2025-10-22T09:57:51Z,,4216.43,,3,NONE,paid
313026,1899,2025-10-24T15:53:07Z,,2544.71,,9,NONE,pending_hold
313031,1900,2025-10-19T14:09:59Z,,5639.9,5639.90,6,RAMADAN-BUNDLE,paid
313037,1907,2025-10-12T10:03:17Z,,2752.13,2752.13,4,NONE,shipped
313038,1907,2025-10-22T10:51:39Z,,1357.6,,5,NONE,canceled
313042,1916,2025-10-20T14:11:09Z,,4753.52,,12,NONE,paid
313045,1923,2025-10-28T13:36:48Z,,810.84,,4,RAMADAN-BUNDLE,paid
313049,1926,2025-10-05T10:43:23Z,,2659.43,2659.43,3,,canceled
313050,1927,2025-10-18T10:54:23Z,,3597.45,,10,,paid
313054,1933,2025-10-12T10:35:51Z,,7986.25,,13,WINTER-FLYER,canceled
313055,1936,2025-10-27T11:16:02Z,,4543.61,4543.61,8,,paid
313059,1940,2025-10-12T07:45:34Z,,4295.61,,4,NONE,pending_hold
313061,1944,2025-10-26T08:47:21Z,,2648.37,2648.37,10,LUX-R6,shipped
313065,1946,2025-10-26T07:15:11Z,,6176.2,,11,LUX-R6,canceled
313068,1950,2025-10-01T08:46:28Z,,1968.45,1968.45,3,RAMADAN-BUNDLE,paid
313069,1951,2025/10/04 15:16,,5496.9,,5,RAMADAN-BUNDLE,paid
313077,1960,2025-10-22T08:19:01Z,,1603.25,1603.25,9,RAMADAN-BUNDLE,paid
313084,1961,2025-10-21T10:36:47Z,,4562.82,4562.82,8,,paid
313086,1963,2025-10-27T08:23:01Z,,1542.54,1542.54,2,RAMADAN-BUNDLE,canceled
313089,1966,2025-10-24T06:45:51Z,,3010.46,3010.46,3,NONE,paid
313103,1981,2025-10-01T16:15:52Z,,3526.27,3526.27,7,RAMADAN-BUNDLE,shipped
313108,1991,2025-10-17T09:16:59Z,,2384.19,2384.19,6,WINTER-FLYER,pending_hold
313115,1997,2025-10-12T09:33:03Z,,3092.98,,7,WINTER-FLYER,shipped
313116,1998,2025-10-25T15:26:56Z,,3642.15,,8,RAMADAN-BUNDLE,shipped
313117,2003,2025-10-02T11:44:35Z,,3373.63,3373.63,3,LUX-R6,paid
313124,2008,2025-10-23T14:46:29Z,,4300.51,4300.51,7,,pending_hold
313125,2009,2025-10-14T10:06:27Z,,4721.25,,6,NONE,canceled
313127,2010,2025-10-24T09:16:41Z,,5328.17,5328.17,10,NONE,shipped
313128,2011,2025-10-02T09:35:18Z,,2751.15,,4,,paid
313129,2012,2025-10-07T10:32:07Z,,5370.25,,7,RAMADAN-BUNDLE,pending_hold
313135,2019,2025-10-02T12:41:54Z,,4459.9,4459.90,9,RAMADAN-BUNDLE,paid
313138,2023,2025-10-26T09:40:33Z,,4015.27,4015.27,2,LUX-R6,shipped
313141,2026,2025-10-17T13:25:27Z,,6639.33,,8,WINTER-FLYER,paid
313144,2029,2025-10-10T10:48:42Z,,3670.79,,7,,pending_hold
313147,2034,2025-10-24T10:42:08Z,,8321.51,,11,RAMADAN-BUNDLE,paid
313150,2042,2025-10-10T11:02:24Z,,3853.33,3853.33,5,,paid
313161,2064,2025-10-27T06:34:48Z,,4118.49,,8,RAMADAN-BUNDLE,shipped
313167,2070,2025-10-01T13:54:04Z,,2926.41,2926.41,7,NONE,paid
313169,2071,2025-10-27T08:12:10Z,,2603.31,2603.31,4,,paid
313172,2073,2025-10-20T09:34:20Z,,3600.21,3600.21,7,NONE,shipped
313176,2077,2025-10-19T08:11:13Z,,230.73,,2,,paid
313178,2079,2025-10-19T08:03:32Z,,4127.81,4127.81,10,NONE,pending_hold
313181,2083,2025-10-02T13:18:59Z,,2874.43,2874.43,6,,paid
313192,2096,2025-10-28T14:58:09Z,,6332.32,6332.32,12,RAMADAN-BUNDLE,paid
313193,2100,2025-10-23T06:48:07Z,,3315.81,,8,WINTER-FLYER,paid
313196,2103,2025-10-08T11:19:20Z,,3286.25,3286.25,3,NONE,shipped
313202,2106,2025-10-09T10:50:35Z,,5129.83,5129.83,11,LUX-R6,pending_hold
313205,2112,2025-10-16T11:22:24Z,,6443.88,6443.88,10,,paid
313208,2114,2025-10-19T11:33:17Z,,3108.1,,10,WINTER-FLYER,paid
313212,2119,2025-10-21T08:11:51Z,,3351.86,3351.86,8,NONE,paid
313219,2124,2025-10-27T08:46:33Z,,3821.01,3821.01,5,NONE,pending_hold
313220,2125,2025-10-04T14:25:20Z,,4225.49,4225.49,7,WINTER-FLYER,paid
313221,2126,2025-10-05T08:58:35Z,,1642.31,1642.31,4,WINTER-FLYER,canceled
313222,2126,2025-10-22T06:13:25Z,,636.58,,4,RAMADAN-BUNDLE,canceled
313224,2128,2025-10-19T08:13:41Z,,1494.64,1494.64,6,,paid
313228,2135,2025-10-04T12:28:32Z,,5293.46,,11,RAMADAN-BUNDLE,paid
313237,2151,2025-10-20T06:55:53Z,,3759.5,,8,LUX-R6,paid
313249,2167,2025-10-26T12:31:08Z,,1691.85,,7,,paid
313254,2169,2025-10-02T10:27:20Z,,5137.72,5137.72,7,NONE,paid
313258,2171,2025-10-17T09:10:33Z,,5424.72,,8,LUX-R6,paid
313260,2171,2025-10-26T09:59:34Z,,2125.97,,6,NONE,paid
313264,2180,2025-10-22T14:21:59Z,,2758.19,2758.19,6,LUX-R6,paid
313270,2181,2025-10-13T09:24:35Z,,3103.62,3103.62,5,LUX-R6,canceled
313276,2185,2025-10-20T12:56:38Z,,5967.82,,9,,pending_hold
313278,2186,2025/10/06 12:26,,2884.49,,7,WINTER-FLYER,paid
313283,2189,2025-10-24T08:41:58Z,,2936.52,,6,LUX-R6,paid
313284,2189,2025-10-17T13:59:00Z,,2020.03,,9,,paid
313287,2190,2025-10-25T10:22:19Z,,7717.49,7717.49,8,,shipped
313294,2192,2025/10/10 11:12,,1187.7,,4,NONE,shipped
313301,2197,2025/10/07 10:16,,2858.84,,5,NONE,pending_hold
313304,2198,2025-10-12T07:10:54Z,,3381.87,,12,NONE,paid
313310,2206,2025-10-19T14:02:01Z,,1496.19,,5,LUX-R6,canceled
313311,2207,2025-10-08T12:04:57Z,,3028.99,,8,NONE,shipped
313312,2207,2025-10-23T12:15:08Z,,6258.98,,10,LUX-R6,paid
313315,2214,2025-10-03T11:17:57Z,,3833.77,3833.77,5,WINTER-FLYER,paid
313316,2215,2025-10-18T09:11:40Z,,3247.97,3247.97,6,NONE,paid
313318,2215,2025-10-04T14:38:50Z,,3248.53,3248.53,8,RAMADAN-BUNDLE,shipped
313326,2226,2025-10-04T15:11:33Z,,926.99,926.99,4,,paid
313329,2230,2025-10-11T10:13:05Z,,2890.43,,3,NONE,paid
313331,2231,2025-10-08T06:13:16Z,,4292.07,,10,RAMADAN-BUNDLE,pending_hold
313333,2235,2025-10-10T09:14:20Z,,1976.8,,4,,paid
313334,2235,2025-10-08T06:49:31Z,,4752.62,4752.62,8,RAMADAN-BUNDLE,paid
313335,2236,2025-10-05T10:05:07Z,,2503.76,,4,WINTER-FLYER,canceled
313341,2237,2025-10-28T09:02:12Z,,1681.8,,5,NONE,paid
313342,2239,2025-10-06T16:58:45Z,,1605.38,,5,,pending_hold
313351,2245,2025-10-23T07:44:47Z,,200.03,,3,LUX-R6,paid
313353,2251,2025-10-15T06:10:13Z,,6028.65,,11,,paid
313360,2262,2025/10/22 13:14,,3109.01,3109.01,4,NONE,paid
313370,2271,2025-10-17T11:25:45Z,,4226.62,4226.62,6,LUX-R6,pending_hold
313371,2271,2025-10-07T09:00:41Z,,4102.85,4102.85,14,WINTER-FLYER,paid
313377,2279,2025-10-27T13:38:03Z,,5273.29,,8,,shipped
313381,2284,2025-10-25T11:00:26Z,,4179.62,4179.62,9,LUX-R6,shipped
313384,2287,2025/10/02 08:04,,5279.06,5279.06,3,NONE,shipped
313388,2294,2025-10-09T09:30:05Z,,4164.26,4164.26,9,WINTER-FLYER,shipped
313394,2303,2025-10-13T07:28:19Z,,5948.66,5948.66,7,RAMADAN-BUNDLE,shipped
313395,2303,2025-10-20T11:31:01Z,,999.09,,5,LUX-R6,paid
313403,2312,2025-10-20T07:00:23Z,,7452.95,,11,NONE,canceled
313404,2313,2025/10/18 09:37,,3670.16,3670.16,8,LUX-R6,paid
313405,2313,2025-10-27T09:45:25Z,,2106.29,,3,RAMADAN-BUNDLE,paid
313406,2313,2025-10-21T09:19:06Z,,1747.28,1747.28,5,RAMADAN-BUNDLE,pending_hold
313409,2317,2025-10-04T10:34:47Z,,2233.84,,7,,canceled
313415,2322,2025-10-27T07:43:09Z,,604.22,604.22,3,LUX-R6,shipped
313417,2326,2025-10-13T06:13:04Z,,1699.28,1699.28,4,,paid
313420,2329,2025-10-20T11:48:01Z,,1626.95,,4,,shipped
313421,2332,2025-10-25T06:04:56Z,,3951.02,,11,WINTER-FLYER,paid
313422,2332,2025-10-04T10:17:15Z,,2570.34,,6,,canceled
313423,2333,2025-10-19T13:00:55Z,,1474.01,1474.01,4,RAMADAN-BUNDLE,paid
313425,2334,2025/10/26 16:24,,2791.89,,5,NONE,canceled
313429,2336,2025-10-05T07:34:44Z,,1257.71,,5,RAMADAN-BUNDLE,canceled
313432,2341,2025-10-13T08:03:27Z,,757.27,,3,,paid
313435,2345,2025-10-15T13:40:35Z,,3333.77,,3,WINTER-FLYER,paid
313449,2356,2025-10-18T10:25:58Z,,6770.77,6770.77,12,,paid
313456,2362,2025-10-20T08:32:06Z,,1869.52,1869.52,4,LUX-R6,paid
313461,2364,2025-10-09T09:42:59Z,,1886.29,,6,WINTER-FLYER,shipped
313463,2365,2025-10-15T11:49:01Z,,1564.38,1564.38,3,NONE,paid
313467,2370,2025-10-16T06:24:51Z,,4124.76,4124.76,9,NONE,pending_hold
313471,2375,2025-10-03T11:52:34Z,,1912.36,1912.36,5,RAMADAN-BUNDLE,paid
313472,2378,2025-10-04T15:58:44Z,,1282.84,,3,NONE,pending_hold
313473,2379,2025-10-22T11:36:47Z,,3165.3,,3,NONE,paid
313476,2381,2025/10/04 11:22,,3685.85,,7,NONE,shipped
313480,2391,2025-10-10T08:23:12Z,,3276.75,3276.75,8,NONE,shipped
313482,2392,2025-10-11T13:58:36Z,,1650.71,1650.71,6,NONE,pending_hold
313483,2392,2025-10-14T12:56:18Z,,1071.83,,6,NONE,paid
313489,2396,2025-10-25T08:17:32Z,,3546.4,3546.40,5,,paid
313497,2401,2025-10-06T09:07:11Z,,5841.79,,8,RAMADAN-BUNDLE,shipped
313500,2402,2025-10-20T06:51:47Z,,4567.59,,5,RAMADAN-BUNDLE,paid
313507,2409,2025-10-27T08:09:47Z,,3613.79,,7,RAMADAN-BUNDLE,canceled
313508,2409,2025-10-09T12:19:06Z,,142.2,,2,NONE,paid
313514,2417,2025-10-06T10:39:14Z,,4873.35,,8,NONE,paid
313515,2417,2025-10-03T08:43:27Z,,5007.91,5007.91,5,NONE,shipped
313518,2421,2025-10-01T10:13:16Z,,1986.72,,4,LUX-R6,paid
313524,2430,2025-10-23T07:10:41Z,,6118.26,6118.26,15,WINTER-FLYER,paid
313547,2449,2025-10-23T09:57:45Z,,4985.57,,15,,paid
313548,2451,2025-10-27T12:40:25Z,,5326.41,5326.41,9,,paid
313549,2452,2025-10-04T11:49:34Z,,1611.3,,4,,paid
313552,2457,2025-10-07T07:23:39Z,,5615.82,,15,RAMADAN-BUNDLE,paid
313559,2464,2025-10-17T13:41:10Z,,1115.97,,4,RAMADAN-BUNDLE,paid
313562,2466,2025-10-14T07:59:14Z,,2778.2,,5,RAMADAN-BUNDLE,paid
313563,2466,2025-10-22T11:51:42Z,,5764.69,5764.69,9,,paid
313568,2471,2025-10-22T09:00:46Z,,3993.34,3993.34,9,NONE,pending_hold
313577,2481,2025-10-02T08:07:31Z,,5373.74,5373.74,8,RAMADAN-BUNDLE,paid
313578,2482,2025-10-09T09:09:33Z,,5541.58,5541.58,11,,paid
313583,2488,2025-10-20T10:34:29Z,,6852.65,6852.65,13,LUX-R6,pending_hold
313586,2488,2025-10-01T10:00:24Z,,11301.07,,13,NONE,pending_hold
313595,2496,2025-10-11T11:20:41Z,,2013.45,2013.45,7,NONE,paid
313597,2497,2025-10-22T15:03:37Z,,443.1,,2,NONE,canceled
313599,2498,2025-10-10T14:04:25Z,,5604.84,5604.84,6,NONE,pending_hold
313602,2498,2025-10-22T13:57:26Z,,6777.83,,10,LUX-R6,canceled
313603,2498,2025-10-08T08:40:10Z,,2158.77,2158.77,2,NONE,paid
313606,2501,2025-10-07T07:32:01Z,,2552.91,,6,,paid
313607,2501,2025-10-23T06:01:45Z,,5782.4,5782.40,9,RAMADAN-BUNDLE,canceled
313608,2505,2025-10-13T13:38:28Z,,3759.86,,13,LUX-R6,paid
313610,2507,2025-10-25T11:43:04Z,,2810.49,,3,WINTER-FLYER,paid
313613,2512,2025-10-06T14:21:30Z,,761.73,,4,WINTER-FLYER,canceled
313614,2512,2025-10-15T16:21:55Z,,10137.38,,12,LUX-R6,canceled
313618,2520,2025-10-05T06:17:59Z,,5204.67,,4,NONE,paid
313619,2520,2025-10-16T13:24:03Z,,3463.23,3463.23,6,NONE,paid
313620,2521,2025-10-14T08:54:01Z,,3685.51,,5,WINTER-FLYER,paid
313622,2522,2025-10-04T10:39:13Z,,5230.07,5230.07,7,NONE,paid
313625,2524,2025-10-23T08:45:57Z,,2525.8,2525.80,4,WINTER-FLYER,paid
313626,2526,2025-10-22T17:28:24Z,,5341.71,,8,WINTER-FLYER,canceled
313631,2530,2025-10-11T06:51:41Z,,3340.91,,6,LUX-R6,paid
313633,2535,2025/10/23 17:10,,3566.75,3566.75,10,LUX-R6,canceled
313634,2537,2025-10-24T13:32:00Z,,5112.91,,9,WINTER-FLYER,pending_hold
313636,2540,2025-10-17T06:15:58Z,,5237.72,5237.72,7,WINTER-FLYER,canceled
313638,2543,2025-10-04T09:48:30Z,,4137.6,4137.60,5,RAMADAN-BUNDLE,canceled
313652,2555,2025-10-27T09:11:41Z,,3937.75,3937.75,10,,shipped
313653,2557,2025-10-02T14:57:24Z,,3118.04,,5,WINTER-FLYER,paid
313654,2557,2025-10-24T09:40:35Z,,4352.23,4352.23,15,RAMADAN-BUNDLE,pending_hold
313659,2564,2025-10-19T06:59:22Z,,7970.75,,9,NONE,shipped
313669,2571,2025-10-09T15:02:34Z,,2568.38,,4,,paid
313670,2571,2025-10-18T09:33:52Z,,3213.82,3213.82,8,WINTER-FLYER,canceled
313671,2573,2025-10-13T12:51:00Z,,2825.86,2825.86,7,NONE,pending_hold
313681,2584,2025-10-24T13:03:04Z,,8403.39,,13,WINTER-FLYER,pending_hold
313692,2594,2025-10-18T06:31:40Z,,7966.45,,11,LUX-R6,pending_hold
313694,2594,2025-10-10T09:24:12Z,,3187.88,,3,NONE,canceled
313704,2611,2025-10-08T16:07:09Z,,3771.52,,8,WINTER-FLYER,paid
313710,2617,2025-10-15T09:05:39Z,,2119.48,2119.48,4,LUX-R6,canceled
313716,2624,2025-10-05T17:13:24Z,,2294.27,,6,WINTER-FLYER,paid
313718,2625,2025-10-24T11:25:42Z,,1400.76,1400.76,3,NONE,paid
313720,2626,2025-10-25T12:10:21Z,,1554.02,1554.02,6,,paid
313721,2626,2025-10-13T10:18:46Z,,1900.88,,7,,paid
313722,2626,2025-10-19T06:49:41Z,,11103.32,,15,RAMADAN-BUNDLE,shipped
313725,2633,2025-10-01T08:45:00Z,,1336.79,,6,,paid
313726,2636,2025-10-16T10:58:48Z,,2751.36,,5,,paid
313728,2646,2025-10-13T10:17:22Z,,7522.85,,8,LUX-R6,pending_hold
313737,2656,2025-10-04T16:04:17Z,,5992.02,5992.02,8,NONE,pending_hold
313738,2656,2025-10-22T09:31:32Z,,6576.99,6576.99,14,NONE,paid
313739,2657,2025-10-20T10:59:36Z,,1549.59,,3,WINTER-FLYER,shipped
313740,2658,2025-10-20T07:21:54Z,,3313.16,3313.16,6,WINTER-FLYER,pending_hold
313741,2659,2025-10-02T08:17:43Z,,3880.27,,8,NONE,pending_hold
313746,2664,2025-10-08T06:43:52Z,,5357.71,,9,NONE,paid
313747,2664,2025-10-27T15:03:52Z,,2650.87,2650.87,4,NONE,paid
313752,2669,2025-10-17T13:16:43Z,,3023.26,,8,,pending_hold
313755,2675,2025-10-22T12:12:12Z,,4637.51,4637.51,4,NONE,paid
313759,2684,2025/10/10 14:31,,3432.3,,6,NONE,canceled
313766,2697,2025-10-26T10:32:00Z,,3557.8,,6,WINTER-FLYER,shipped
313770,2700,2025-10-25T13:42:46Z,,1854.04,,5,LUX-R6,canceled
313772,2701,2025-10-27T13:07:43Z,,7574.27,7574.27,10,,shipped
313779,2727,2025-10-28T07:46:38Z,,1978.8,,5,LUX-R6,canceled
313780,2727,2025/10/16 10:12,,6223.24,,10,WINTER-FLYER,paid
313781,2727,2025-10-07T10:30:08Z,,4066.78,4066.78,7,RAMADAN-BUNDLE,pending_hold
313784,2731,2025-10-15T07:02:20Z,,2757.28,,10,NONE,paid
313787,2734,2025-10-16T12:45:03Z,,5845.63,,10,NONE,paid
313799,2749,2025-10-12T07:34:38Z,,1923.04,1923.04,6,RAMADAN-BUNDLE,shipped
313804,2753,2025-10-13T06:32:43Z,,2381.93,,9,NONE,paid
313809,2758,2025-10-10T12:02:13Z,,3647.51,,8,,shipped
313811,2758,2025-10-22T09:13:41Z,,2075.88,2075.88,6,RAMADAN-BUNDLE,paid
313812,2758,2025-10-23T11:29:26Z,,1066.42,,3,NONE,shipped
313815,2761,2025-10-27T07:23:24Z,,6662.96,,14,,paid
313822,2768,2025-10-04T10:16:56Z,,759.81,,4,LUX-R6,shipped
313832,2776,2025-10-24T07:42:57Z,,1396.23,,3,NONE,paid
313834,2779,2025-10-20T10:51:19Z,,5247.59,5247.59,10,RAMADAN-BUNDLE,paid
313838,2787,2025-10-21T11:25:10Z,,1248.18,1248.18,3,LUX-R6,canceled
313839,2787,2025-10-02T11:11:12Z,,4404.72,4404.72,10,RAMADAN-BUNDLE,pending_hold
313849,2793,2025-10-24T16:00:43Z,,4290.3,,9,RAMADAN-BUNDLE,paid
313857,2803,2025-10-19T13:16:04Z,,3221.22,3221.22,6,NONE,shipped
313858,2803,2025-10-02T06:57:52Z,,3996.63,,8,RAMADAN-BUNDLE,canceled
313861,2807,2025/10/13 16:56,,5067.71,5067.71,4,NONE,canceled
313865,2814,2025-10-13T07:09:06Z,,6539.33,6539.33,12,NONE,pending_hold
313867,2816,2025/10/09 11:47,,1827.38,1827.38,4,NONE,paid
313869,2817,2025-10-11T06:30:25Z,,634.84,,4,WINTER-FLYER,paid
313874,2818,2025-10-02T12:02:54Z,,6901.1,6901.10,9,RAMADAN-BUNDLE,paid
313879,2820,2025-10-20T09:56:15Z,,2120.1,2120.10,4,RAMADAN-BUNDLE,paid
313882,2823,2025-10-04T08:28:24Z,,3022.35,,8,,paid
313886,1002,2025/11/15 16:39,,2235.65,,5,NONE,pending_hold
313889,1004,2025-11-15T11:51:05Z,,2392.82,,4,NONE,paid
313892,1013,2025-11-20T12:22:30Z,,5137.75,,6,WINTER-FLYER,pending_hold
313895,1014,2025-11-27T12:37:54Z,,2678.06,2678.06,11,LUX-R6,paid
313901,1020,2025-11-20T07:26:15Z,,2429.17,,5,RAMADAN-BUNDLE,paid
313904,1021,2025-11-04T09:37:00Z,,2048.51,2048.51,4,WINTER-FLYER,paid
313910,1028,2025-11-03T12:56:39Z,,4875.69,4875.69,7,WINTER-FLYER,paid
313911,1028,2025-11-23T06:58:19Z,,1851.34,,8,NONE,shipped
313927,1040,2025-11-14T08:23:53Z,,3261.75,,10,,paid
313928,1040,2025-11-03T10:52:35Z,,2249.06,,3,,pending_hold
313931,1042,2025-11-13T10:44:32Z,,2075.42,2075.42,4,RAMADAN-BUNDLE,paid
313937,1048,2025-11-17T08:57:15Z,,1883.21,,5,,paid
313939,1049,2025-11-05T12:38:32Z,,6490.97,,7,,shipped
313944,1053,2025-11-07T12:47:18Z,,2683.77,,5,WINTER-FLYER,pending_hold
313948,1054,2025-11-18T13:28:46Z,,5301.76,,11,WINTER-FLYER,shipped
313950,1055,2025-11-08T11:15:55Z,,6651.94,6651.94,9,NONE,paid
313954,1058,2025-11-22T15:45:26Z,,2141.16,,2,WINTER-FLYER,paid
313955,1059,2025-11-12T06:12:27Z,,4932.19,,10,NONE,shipped
313958,1064,2025-11-14T15:48:31Z,,3516.35,,5,RAMADAN-BUNDLE,canceled
313959,1064,2025-11-05T11:59:04Z,,1066.27,,4,NONE,paid
313963,1073,2025-11-01T12:47:56Z,,2473.79,,7,WINTER-FLYER,canceled
313966,1073,2025-11-04T15:58:46Z,,7446.65,7446.65,8,NONE,canceled
313969,1078,2025-11-24T11:40:41Z,,2587.42,,11,LUX-R6,pending_hold
313975,1085,2025-11-20T11:45:54Z,,3360.82,,10,,shipped
313980,1088,2025-11-17T09:36:46Z,,3460.14,3460.14,6,NONE,paid
313987,1098,2025-11-08T11:43:16Z,,5335.88,5335.88,7,,canceled
313990,1107,2025-11-27T13:42:11Z,,7513.0,,13,RAMADAN-BUNDLE,paid
313992,1111,2025-11-23T10:10:55Z,,1187.49,1187.49,4,NONE,shipped
313995,1113,2025-11-10T08:56:51Z,,3661.18,,7,WINTER-FLYER,shipped
313996,1115,2025-11-11T10:34:48Z,,4212.26,,7,LUX-R6,shipped
313997,1115,2025-11-27T11:05:36Z,,3052.05,3052.05,7,WINTER-FLYER,paid
313999,1116,2025-11-22T07:14:39Z,,8061.68,,14,NONE,paid
314008,1124,2025-11-05T06:08:13Z,,3282.46,3282.46,5,LUX-R6,paid
314009,1125,2025-11-14T12:22:05Z,,3210.07,3210.07,8,WINTER-FLYER,paid
314010,1125,2025-11-10T10:17:36Z,,4004.07,,3,,paid
314016,1137,2025/11/14 15:46,,2632.38,,5,NONE,shipped
314019,1139,2025-11-26T08:33:40Z,,2696.48,,7,RAMADAN-BUNDLE,shipped
314022,1145,2025-11-19T14:06:42Z,,3331.82,,10,WINTER-FLYER,canceled
314023,1148,2025-11-03T14:52:42Z,,3291.68,,6,LUX-R6,paid
314026,1151,2025-11-03T06:32:24Z,,2166.98,,6,NONE,paid
314033,1160,2025-11-16T12:09:34Z,,3853.58,,6,RAMADAN-BUNDLE,canceled
314035,1160,2025-11-13T09:18:17Z,,2638.98,2638.98,7,WINTER-FLYER,pending_hold
314037,1164,2025-11-15T14:58:59Z,,2405.62,,3,NONE,canceled
314038,1164,2025-11-02T16:52:02Z,,3030.67,,5,NONE,pending_hold
314041,1168,2025-11-15T09:13:32Z,,1350.35,,4,RAMADAN-BUNDLE,paid
314044,1170,2025-11-27T10:31:41Z,,4204.16,,8,WINTER-FLYER,paid
314047,1175,2025-11-12T09:51:28Z,,5818.82,,9,WINTER-FLYER,paid
314054,1182,2025-11-10T12:45:35Z,,3074.69,,4,NONE,paid
314060,1188,2025/11/26 10:59,,6393.81,,9,NONE,paid
314065,1190,2025-11-16T08:10:12Z,,2916.21,,9,RAMADAN-BUNDLE,shipped
314066,1192,2025-11-27T07:05:20Z,,4122.75,,4,NONE,paid
314067,1192,2025-11-24T14:15:39Z,,1511.23,,6,WINTER-FLYER,paid
314073,1196,2025-11-27T12:21:17Z,,5944.62,5944.62,9,LUX-R6,paid
314074,1196,2025-11-18T10:24:19Z,,2989.5,2989.50,5,LUX-R6,canceled
314079,1199,2025/11/08 12:32,,3976.94,,3,LUX-R6,shipped
314082,1199,2025-11-03T06:36:54Z,,6085.93,,9,,paid
314084,1200,2025-11-02T11:10:18Z,,6626.6,6626.60,11,NONE,paid
314089,1208,2025/11/18 11:58,,4700.06,4700.06,3,,paid
314092,1212,2025/11/13 08:33,,870.0,,4,LUX-R6,paid
314094,1214,2025-11-15T10:46:39Z,,11074.08,,14,RAMADAN-BUNDLE,paid
314101,1224,2025-11-25T12:44:03Z,,2210.14,2210.14,7,NONE,pending_hold
314102,1224,2025-11-18T07:48:45Z,,2561.59,2561.59,11,RAMADAN-BUNDLE,shipped
314103,1226,2025-11-26T08:21:45Z,,2921.94,,6,LUX-R6,paid
314106,1229,2025-11-01T10:42:15Z,,3632.23,3632.23,2,,paid
314108,1230,2025-11-16T07:19:53Z,,4313.42,4313.42,6,NONE,paid
314109,1230,2025-11-25T10:13:30Z,,3318.36,,11,NONE,pending_hold
314114,1230,2025/11/25 11:03,,978.66,,4,NONE,canceled
314116,1231,2025-11-23T10:56:48Z,,5489.44,5489.44,5,,canceled
314124,1243,2025-11-28T06:44:20Z,,5555.31,5555.31,5,LUX-R6,shipped
314127,1247,2025-11-23T07:50:35Z,,2839.1,,7,,paid
314129,1250,2025-11-11T14:13:39Z,,4482.05,,9,,paid
314131,1252,2025-11-14T09:47:33Z,,2153.01,,6,RAMADAN-BUNDLE,shipped
314132,1254,2025-11-04T06:07:42Z,,6014.61,,13,NONE,shipped
314133,1256,2025-11-27T06:11:34Z,,2516.58,,6,WINTER-FLYER,shipped
314135,1258,2025-11-03T17:55:57Z,,1590.19,,4,NONE,shipped
314136,1261,2025-11-28T09:29:21Z,,2612.84,2612.84,8,WINTER-FLYER,shipped
314137,1262,2025-11-01T12:00:36Z,,4240.6,,6,,paid
314139,1262,2025-11-11T10:26:57Z,,3561.03,,4,LUX-R6,shipped
314140,1262,2025/11/20 14:52,,2638.01,2638.01,4,,pending_hold
314142,1265,2025-11-23T09:26:29Z,,4254.79,,9,,paid
314144,1267,2025-11-15T11:43:32Z,,862.33,,2,WINTER-FLYER,shipped
314147,1270,2025-11-03T13:10:58Z,,363.25,,2,,paid
314148,1270,2025-11-07T06:57:07Z,,4189.34,4189.34,7,NONE,paid
314149,1271,2025-11-27T13:54:01Z,,2253.18,2253.18,7,WINTER-FLYER,pending_hold
314152,1274,2025-11-01T11:51:12Z,,2625.08,,4,RAMADAN-BUNDLE,paid
