alias_id,account_name,branch_id,supplier_code
A59194,El-el faraby zayed-A,743,79
A59195,PY/EL FARABY AYED Branch 1,751,83
A59196,el El Faraby Zayed (2)109,751,83
A59197,el faraby zayed-A,754,71
A59198,El Faraby Zayed 04,756,71
A59199,el faraby zayed-A992,756,71
A59200,PH alpha pharma Station St.,713,82
A59201,ALPHA PHARMA Main Road,713,82
A59202,ALPHA PHARMMA br.2,719,86
A59203,alpha pahrma 04,719,86
A59204,Alpha Pharma Mall,744,71
A59205,EL Alpha Pharma 6th Zone,744,71
A59206,El--Alpha Pharma,745,87
A59207,Alpha Pharma 011,745,87
A59208,el Alpha Pharma Mall526,746,69
A59209,Ph/Alpha Pharma br.2394,751,84
A59210,Allpha Pharma Branch 1,751,84
A59211,Alpha Pharma 6th Zone,757,62
A59212,PH EL SHIFA FAISAL Branch 1,705,82
A59213,el El Shifa Faisal Main Road21,726,80
A59214,PY/El Shifa Faisal Main Road,726,80
A59215,PH El Shifa Faisal Station St.,727,76
A59216,EL SHIFA FAISAL,741,87
A59217,Ph/el shifa fiasal,741,87
A59218,EL SHIFA AISAL Branch 1,747,81
A59219,Ph/el shifa faisal Mall,747,81
A59220,El Shifa Faisal,754,72
A59221,El-El Shifa Faisal Main Road194,754,72
A59222,el shifaf aisal 04,765,81
A59223,El Shifa Faisal,765,81
A59224,Ph/EL HOKAMA FAISAL-A196,708,74
A59225,EL HOKAMA FAISAL Main Road,715,75
A59226,El-El Hokama Faisal 04,715,75
A59227,PH EL HOKAMA FAISAL 04,717,69
A59228,PH El Hokama Faisal-A,717,69
A59229,EL el hookama faisal,726,81
A59230,El Hokama Faisal Branch 2,726,81
A59231,EL El Hokama Faisal 011,730,79
A59232,el el hokama fisal-A,730,79
A59233,PH el hokama faisal 6th Zone,762,75
A59234,El Hokama Faisal Mall,762,75
A59235,el El Hokama Faisal,763,81
A59236,EL HOKAMA FAISAL-A,763,81
A59237,PH EL HOKAMA FAISAL Station St.,766,84
A59238,El-El Hokama Faisal Station St.690,766,84
A59239,El-UUnion Pharm Shubra 6th Zone,723,80
A59240,union pharm shubra br.2,724,97
A59241,Ph/union pharm shubra,724,97
A59242,Union Pharm Shubra 6th Zone,728,72
A59243,el Union Pharm Shubbra br.2,728,72
A59244,El-UNION PHARM SHUBRA Branch 1,742,77
A59245,PH Union Pharm Shubra 6th Zone,770,75
A59246,EL union pharm shubra,772,71
A59247,Union Pharm Shubra Mall,772,71
A59248,el union pharm shubra Branch 2471,774,80
A59249,PHARMA PLUS AFISAL 6th Zone,754,73
A59250,pharma plus faisal917,763,82
A59251,PY/pharma plus faisal-A,763,82
A59252,Ph/Pharma Plus Faisal br.2,765,82
A59253,PHARMA PLUS FAISAL,770,76
A59254,PHARMA PLUSFAISAL-A,777,88
A59255,STAR CARE FAISAL Branch 2,704,84
A59256,elSTAR CARE FAISAL,704,84
A59257,PY/star care faial br.2,718,73
A59258,PY/Star Care Faisal,732,73
A59259,Star Care Faisal,732,73
A59260,Star Care Faisal-A434,734,79
A59261,EL Star Care Faisal 6th Zone,742,78
A59262,Star Care Faisal 04,774,81
A59263,EL Star Care Faisal br.2,774,81
A59264,star care faisal Branch 1,775,84
A59265,El-el baraka obour Main Road,702,85
A59266,el EL BARAKA OBOUR (2)517,716,78
A59267,Ph/el baraka obour br.2,716,78
A59268,El Baraka Obour Branch 1,749,76
A59269,Ph/El Baraka Obbour,764,87
A59270,PH dr medhat nozha Station St.465,716,79
A59271,DR MEDHAT NOZHA Station St.521,716,79
A59272,PH Dr Medhat Nozha,718,74
A59273,Dr Medhat Nozha Station St.,718,74
A59274,DR MEDHAT NOZHA (2),730,80
A59275,DR MEDHAT NOZHA br.2,730,80
A59276,PY/Dr Medhat Nozha Mall,731,79
A59277,Ph/DR MEDHAT NOZHA br.2,731,79
A59278,el Dr Medhat Nozha-A912,734,80
A59279,Ph/dr medhat nozha Branch 1,757,63
A59280,EL Dr Medhat Nozha Branch 1,757,63
A59281,el Dr Medhat Nozha 011,777,89
A59282,El-Dr Medhat Nozha (2),777,89
A59283,el zahraa obour Station St.,701,77
A59284,El-el zahraa obour br.2,710,71
A59285,el zahraa obour(2),722,69
A59286,El Zahraa Oour Mall,724,98
A59287,el El Zahraa Obour,725,94
A59288,PY/El Zahraa Obour334,726,82
A59289,El-El Zahraa Obour br.2,726,82
A59290,EL Alpha Pharma Banha Mall,708,75
A59291,EL Alpha Pharma Bnaha 011,708,75
A59292,EL Alpha Pharma Banha 04743,709,77
A59293,Alpha Pharma Banha,715,76
A59294,el alpha pharma banha Mall,715,76
A59295,PH alpha pharma banha-A,722,70
A59296,Ph/alpha pharm banha Main Road,723,81
A59297,ALPHA PHARMA BANHA Branch 2,776,75
A59298,PH ALPHA PHARMA BANHA407,776,75
A59299,Ph/GREEN LEAF HELWAN Branch 2,703,69
A59300,Green Leaf Helwan 011,703,69
A59301,el Green Leaf Helwan Branch 1,710,72
A59302,green leaf helwan 04,710,72
A59303,GREEEN LEAF HELWAN,742,79
A59304,Ph/GREEN LEAF HELWAN Station St.,743,80
A59305,Green Leaf Helwan (2),743,80
A59306,El-Green Leaf Hellwan-A491,747,82
A59307,el GREEN LEAF HELWAN 04786,747,82
A59308,PH Green Leaf Helwan br.2,755,76
A59309,El-GREEN LEAF HELWAN Main Road,758,91
A59310,Green Leaf Helwan 6th Zone,764,88
A59311,Ph/Green Leaf Helwan-A,764,88
A59312,el zahraa (2)195,709,78
A59313,EL El Zahraa-A326,709,78
A59314,PY/EL ZAHRAA Mall,713,83
A59315,El-EL ZAHRAA Station St.,713,83
A59316,PY/EL ZAHRAA (2),715,77
A59317,EL ZAHRAA,721,82
A59318,PH El Zahraa (2),727,77
A59319,PY/El Zahraa,729,86
A59320,EL El Zahraa,729,86
A59321,PY/EL ZHARAA Main Road,732,74
A59322,PH El Zahraa,732,74
A59323,PY/EL ZAHRAA Staation St.,735,75
A59324,Health Gate Obuor Station St.,716,80
A59325,PH Health Gate Obour,738,88
A59326,HEALTH GATE OBOUR Main Road,738,88
A59327,HEALTH GATE OBOUR,751,85
A59328,Health Gate Obour 0011511,751,85
A59329,PY/Health Gate Obour-A,763,83
A59330,Health Gate Obour br.2,763,83
A59331,El Zahraa Faisal Branch 2751,701,78
A59332,El Zhraa Faisal Mall,701,78
A59333,PH El Zahraa Faisal 04,716,81
A59334,El Zahraa Faisal Branch 1,716,81
A59335,El-EL ZAHRAA FAISAL 011869,722,71
A59336,PY/El Zahraa Faissal,748,77
A59337,el El Zahraa Faisal-A,751,86
A59338,El Zahraa Faisal br.2,772,72
A59339,Ph/El Zahraa Faisal br.2,772,72
A59340,El Zahraa Faisal Main Road906,777,90
A59341,PY/ANGEL Station St.,708,76
A59342,Ph/ANGEL Mall,755,77
A59343,el Angel,755,77
A59344,EL angel 011,759,84
A59345,MIRA FASAL Branch 2589,717,70
A59346,PH Mia Faisal Main Road257,731,80
A59347,Mira Faisal,748,78
A59348,PY/Mira Faisal 011,748,78
A59349,el Ebn Sina Faisla Branch 178,718,75
A59350,el ebn sina faisal Branch 2,718,75
A59351,Ph/Ebn Sina Faisal 011,719,87
A59352,Ph/ebn sina faisal 6th Zone,723,82
A59353,Ph/ebn sina faisal-A283,738,89
A59354,El-EBN SINA FAISAL Branch 2,738,89
A59355,El-ebn sina faisal (2)754,776,76
A59356,LIFE LINE FAISAL Station St.,739,76
A59357,Ph/Life Line Faisal 011,739,76
A59358,PY/Life Line Fisal,745,88
A59359,el lifee line faisal,755,78
A59360,Ph/LIFE LINE FAISAL Main Road,765,83
A59361,Life Line Faisal317,765,83
A59362,Lief Line Faisal,766,85
A59363,Ph/life line faisalM all,766,85
A59364,el Life Line Faisal Station St.,768,88
A59365,Life Line Faisal (2),768,88
A59366,el Sunrise Faisal Branch 1,700,81
A59367,PY/SUNRISE FAISAL Station St.,700,81
A59368,El-Sunrise Faisal850,703,70
A59369,Sunirse Faisal 011,708,77
A59370,PH Sunrise Faisal Mall,753,89
A59371,Ph/Sunrise Faisal,766,86
A59372,El-Sunrise Faisal Branch 1,766,86
A59373,El-SUNRISE FAISAL 04,777,91
A59374,PH NILE CAE DOKKI,710,73
A59375,Nile Care Dokki,716,82
A59376,Nile Care Dokki 04,756,72
A59377,PY/NILE CARE DOKKI 04,756,72
A59378,EL nile care dokki-A89,758,92
A59379,nile care dokki (2),765,84
A59380,PH NILE CARE DOKKI br.2,765,84
A59381,UNION PHARM FAISAL Station St.,766,87
A59382,Ph/Union Pharm Faisal 04,770,77
A59383,El-Union Pharm Faisal 011919,770,77
A59384,union pharm faisal (2),773,90
A59385,UNION PHARM FAISAL-A,774,82
A59386,Golden Care-A,703,71
A59387,el Golden Care Main Road,703,71
A59388,Ph/Golden Care168,708,78
A59389,Golden Care Branch 1998,734,81
A59390,El-Golden Care br.2,734,81
A59391,Golden Caare Mall,749,77
A59392,PY/olden Care-A484,752,89
A59393,EL GOLDEN ARE,752,89
A59394,PY/golden care Branch 2,768,89
A59395,El-Star Care Mall,743,81
A59396,EL STARC ARE Main Road,743,81
A59397,el Staar Care 04,757,64
A59398,PH star care Branch 1,773,91
A59399,PY/LIFE LINE FAISAL 011,722,72
A59400,Life Line Faisal Station St.,722,72
A59401,Life Line Faisal 04,748,79
A59402,PY/LIFE LINE FAISAL Branch 1,748,79
A59403,EL life line faisal-A605,762,76
A59404,life line faisal Main oad,762,76
A59405,EL City Care Faisal 6th Zone,702,86
A59406,PY/City Care Faisal Branch 2,718,76
A59407,PY/city care faisal,724,99
A59408,EL City Cre Faisal 6th Zone,724,99
A59409,PY/city care faisal 6th Zone,726,83
A59410,el City Care Faisal Mall,729,87
A59411,EL CityCare Faisal,729,87
A59412,City Care Faisal (2),751,87
A59413,PY/City Carre Faisal br.2,751,87
A59414,el City Care Faisal-A,752,90
A59415,UNION PHARM AGAMI273,718,77
A59416,UNION PHARM AGAMI Mall,718,77
A59417,Ph/Union Pharm Agami Station St.722,730,81
A59418,Ph/Union Pharm Agami Branch 1,730,81
A59419,union pharm agami br.2,753,90
A59420,Union Pharm Agaami 04,763,84
A59421,PH Union Pharm Agami Main Road,763,84
A59422,PY/Union Pharm Agami Branch 1,764,89
A59423,salamtek faisal br.2,702,87
A59424,el Salamtek Faisal Branch 1,712,78
A59425,Ph/Salamtek Faisal-A,712,78
A59426,EL Salamtek Faisal Branch 164,717,71
A59427,el Salamtek Faisal-A,732,75
A59428,EL SALAMTEK FAISAL Main Road,732,75
A59429,Ph/salamtekfaisal,739,77
A59430,Ph/Salamtek Faisal Station St.,765,85
A59431,salamtek faisal Branch 1360,770,78
A59432,salamtek faisal Station St.,770,78
A59433,PH MRIA FAISAL Mall,702,88
A59434,Mira Fisal 6th Zone715,731,81
A59435,el Mira Faisal-A10,731,81
A59436,PY/mir afaisal (2),743,82
A59437,El-Mira Fasial,755,79
A59438,PY/mira faisal Branch 2,759,85
A59439,PH Mira Faisal Station St.,772,73
A59440,EL MIRA FAISAL Main Road,772,73
A59441,EL union pharm Station St.,722,73
A59442,PH Union Pharm 011,726,84
A59443,union pharm (2)843,730,82
A59444,el Union Pharm Mall,730,82
A59445,union pharm429,737,73
A59446,el Union Pharm (2),751,88
A59447,el union pharm Branch 1,751,88
A59448,Ph/Unon Pharm,759,86
A59449,UNION PHARM,759,86
A59450,union pharm,774,83
A59451,Union Pharm (2),774,83
A59452,PY/STAR CARE MAADI Branch 2,712,79
A59453,PY/Star Care Maadi-A,712,79
A59454,star care maadi-A,726,85
A59455,EL star care maaid Branch 2,735,76
A59456,Ph/Star Care Maadi Mall,740,85
A59457,el star acre maadi br.2,740,85
A59458,el star care maadi,747,83
A59459,el Star Care Maadi,747,83
A59460,PH Star Cre Maadi br.2183,748,80
A59461,Star Care Maadi 011,748,80
A59462,EL STAR CARE AADI Station St.,752,91
A59463,Ph/Star Care Maadi 04,771,72
A59464,City Care Nozha 6th Zone,707,65
A59465,PH ity Care Nozha Main Road,714,63
A59466,City Care Nozha Branch 2,714,63
A59467,El-CITY CARE NOZHA Branch 2,724,100
A59468,City Care Nozha 101,724,100
A59469,El-City Care Nozha315,735,77
A59470,PH City Care Nozha Mall,735,77
A59471,City Care Nozha (2),738,90
A59472,city care nozha Main Road,738,90
A59473,PH City Care Nozha,744,72
A59474,El-City Care Nozha Branch 2,759,87
A59475,El-City Care Nozha Mall,759,87
A59476,City Care Nozha Branch 1,774,84
A59477,PH City Care Nozha 04,774,84
A59478,El Faraby Fasal 6th Zone,711,91
A59479,el El Faraby Faisal 04,711,91
A59480,el EL FARABY FAISAL Mall,714,64
A59481,el faraby faisal 6th Zone,716,83
A59482,El-El Faraby Faisal br.2,716,83
A59483,el El Faraby Faisal (2),718,78
A59484,PY/El Faraby Faisal Branch 2,718,78
A59485,PY/EL FARABY FAISAL,725,95
A59486,El Faraby Faisal Main Road,725,95
A59487,EL El Faraby Faisal-A,728,73
A59488,elel faraby faisal,728,73
A59489,EL FARABY FAIASL (2),745,89
A59490,Elite br.2,702,89
A59491,Elite StationS t.,702,89
A59492,EL Elite596,709,79
A59493,Elite 6th Zone198,710,74
A59494,EL elite Mlal,758,93
A59495,eltie 04,767,80
A59496,El-golden care Branch 1,702,90
A59497,Ph/gloden care Main Road,702,90
A59498,EL Golden Care Mall,711,92
A59499,Golden Care br.2,725,96
A59500,EL GOLDNE CARE (2)112,725,96
A59501,Golden Care (2),729,88
A59502,GOLDEN CARE,729,88
A59503,EL GOLEN CARE 04903,759,88
A59504,GOLDE NCARE,759,88
A59505,Ph/golden care 011882,766,88
A59506,PY/GOLDEN CARE Branch 2,766,88
A59507,Ph/Glden Care 011,772,74
A59508,el DDr Medhat Imbaba Station St.,703,72
A59509,Ph/dr medhat imbaba 6th Zone,726,86
A59510,Dr Medhat Immbaba35,745,90
A59511,PY/el zahraa faisal 6th Zone,700,82
A59512,EL El Zahraa Faisal br.2,700,82
A59513,El-El Zahraa Faisal br.2,710,75
A59514,PH EL ZAHRAA FAISAL Main Road,710,75
A59515,El-el zahraa faisal 011,728,74
A59516,el zahraa faisal 6th Zone,728,74
A59517,el el zahraa faisal-A,745,91
A59518,El-El Zarhaa Faisal br.2967,761,88
A59519,El-el zahraa faisal-A,763,85
A59520,El Zahraa Faisal,763,85
A59521,EL El Zahraa Faisal Station St.343,776,77
A59522,PY/el zahraa faisal Main Road,776,77
A59523,PY/AL AMAL th Zone,708,79
A59524,el Al mAal br.2,708,79
A59525,EL al amal,718,79
A59526,EL Al Amal Main Road,720,88
A59527,Al Amal 6tth Zone,720,88
A59528,Al Amal 011,725,97
A59529,A Amal 6th Zone,726,87
A59530,Al Amal Branch 2,726,87
A59531,Al Amal (2),740,86
A59532,Ph/Al Amal,740,86
A59533,Al Amal Main Road,754,74
A59534,PY/AL AAML Mall,756,73
A59535,EBN SINA (2),724,101
A59536,El-Ebn Sina br.2,732,76
A59537,PY/EBN SINA 011,735,78
A59538,EBN SINA,735,78
A59539,Ebn Sina br.2,743,83
A59540,EL Ebn Sina,745,92
A59541,Ebn Sina,748,81
A59542,El-Ebn Sina-A,748,81
A59543,EL EBN SINA672,761,89
A59544,PY/EBN SINA,761,89
A59545,PH SALAMTEK HARAM 04355,706,85
A59546,PY/SALAMTEK HARAM Main Road,706,85
A59547,Ph/salamtek haram 04,713,84
A59548,El-SALAMTEK HARAM,714,65
A59549,Salamtek Haram944,717,72
A59550,SALAMTEK HARAM Branch 2,717,72
A59551,Saalmtek Haram Station St.,729,89
A59552,PY/SALAMTEK HARAM 011,729,89
A59553,salamtek haram,737,74
A59554,PH alamtek haram (2),760,74
A59555,PH SALAMTEK HARAM Station St.,766,89
A59556,El-ALPHA PHARMA ZAYED,702,91
A59557,el Alpha Pharma Zayed 04,702,91
A59558,Alpha Pharma Zayed 04,706,86
A59559,PH ALPHA PHARMA ZAYED Mall758,706,86
A59560,EL ALPHA PHARMA ZAYED Branch 2,726,88
A59561,El-alpha pharma zayed,726,88
A59562,Alpha PharmaZ ayed,730,83
A59563,el ALPHA PHARMA ZAYED-A,730,83
A59564,Alpha Pharma Zayed 011,737,75
A59565,ALPHA PHARMA ZAYED Mall,737,75
A59566,PY/alpha pharma zayed Station St.,762,77
A59567,el Alpha Pharma Zayed,762,77
A59568,Alpha Pharma Zayed Mall16,763,86
A59569,El-misr Branch 1,708,80
A59570,el Misr 011,708,80
A59571,el misr Station St.,709,80
A59572,Ph/Misr,710,76
A59573,Misr Mall,710,76
A59574,Misr,739,78
A59575,PH MISR 011,739,78
A59576,El-misr-A,754,75
A59577,PH SUNRISE Branch 1,700,83
A59578,el SSunrise,700,83
A59579,Sunrise Man Road,725,98
A59580,el ssunrise,725,98
A59581,Ph/Sunrise 6th Zone,765,86
A59582,Sunrise,771,73
A59583,ELa l amal marg 011268,711,93
A59584,el al amal marg,727,78
A59585,AL AMAL MARG Station St.,752,92
A59586,el cityy care 04,713,85
A59587,El-CITY CARE,718,80
A59588,City Care,718,80
A59589,El-CITY CAARE br.2,760,75
A59590,Ph/City Care Mall,760,75
A59591,city care Branch 1,772,75
A59592,CITY CARE,774,85
A59593,El-City Care Mall,774,85
A59594,AL NOZHA FAISAL Branch 2,701,79
A59595,El-Al Nozha Faisal,709,81
A59596,El-Al Nozha Faisal,709,81
A59597,EL Al Nozha Faisal625,713,86
A59598,PY/AL NOZHA FAISAL br.2280,730,84
A59599,el Al Nozha Faisal Mall,730,84
A59600,EL al nozha faisal,738,91
A59601,al nozha faisal 04855,773,92
A59602,Ph/Al Nozha Faisal 04644,773,92
A59603,EL EL ZAHRAA 04,702,92
A59604,EL El Zahraa-A,702,92
A59605,El Zahraa (2),703,73
A59606,el zahraa-A825,703,73
A59607,PY/EL ZAHRAA 011,711,94
A59608,EL El Zahraa rBanch 1,764,90
A59609,dr medhat faisal Branch 1,702,93
A59610,El-Dr Medhat Faisal190,702,93
A59611,PH DR MEEDHAT FAISAL 04,709,82
A59612,DR MEDHAT FAISAL Mall,709,82
A59613,eld r medhat faisal,712,80
A59614,el Dr Medhat Faisal Station St.,726,89
A59615,EL dr medhat faisal,726,89
A59616,PH DR MEDHAT FAAISAL,738,92
A59617,dr medhat faisal Mall,738,92
A59618,blue wave faisal Branch 1,704,85
A59619,El-BLUE WVAE FAISAL Branch 2475,711,95
A59620,BUE WAVE FAISAL540,725,99
A59621,el BLUE WAVE FAISAL Branch 1,725,99
A59622,el blue wave faisal (2),732,77
A59623,PH Blue Wave Faisal Branch 2,732,77
A59624,EL Green Leaf br.2,732,78
A59625,El-gree leaf Branch 1,732,78
A59626,el GREEN LEAF 04,747,84
A59627,PH Green Leaf 6th Zone,747,84
A59628,PH Green Leaf Main Road,760,76
A59629,El-Pharma Plus Faisal-A833,702,94
A59630,El-Pharma Plus Faisal 011770,702,94
A59631,El-Pharma Plus Faisal,711,96
A59632,pharma plus faisal-A,711,96
A59633,El-PHARMA PLUS FAISAL br.2,724,102
A59634,Pharma Plus Faisal,734,82
A59635,el Pharma Plus Faisal 011,740,87
A59636,PY/PHARMA PLUS FAISAL,740,87
A59637,El-pharma plus faisal Main Road242,742,80
A59638,PHARMA PLUS FAISAL Mall,742,80
A59639,EL pharma plus faisal (2)626,747,85
A59640,el PHARMA PLS FAISAL491,747,85
A59641,Ph/Pharma Plus Faisal 04,765,87
A59642,PY/LE SHIFA FAISAL br.2,713,87
A59643,El Shifa Faisal Main Road,713,87
A59644,Ph/EL SHIFA FAISAL (2),716,84
A59645,EL EL SHIFA FAISAL Branch 2,716,84
A59646,El Shifa Faisal 66th Zone,719,88
A59647,PH El Shifa Faisal,719,88
A59648,El-El Shifa Faisal,743,84
A59649,Ph/El Shifa Faisal Mall,776,78
A59650,el el shifa faisal-A,776,78
A59651,PH star care oct city,713,88
A59652,El-Star Care Oct City (2),713,88
A59653,PH star care oct city 011,721,83
A59654,el Star CCare Oct City-A,721,83
A59655,PY/STAR CARE OCT CITY Main Road578,753,91
A59656,Star Care Oct City Station St.,753,91
A59657,STAR CARE OT CITY Main Road,766,90
A59658,Ph/Star Care Oct City (2),766,90
A59659,el shifa agami Mall,718,81
A59660,PH el shifa agami Station St.,718,81
A59661,Ph/El Shifa Agami tation St.,719,89
A59662,el El Shifa Agami Main Road,719,89
A59663,PH El Shifa Agami br.2852,732,79
A59664,PY/el shifa agami Station St.,732,79
A59665,Ph/El Shifa Agami Branch 2,739,79
A59666,Ph/EL SHIFA AGAMI Branch 281,777,92
A59667,El-Hope 04,708,81
A59668,El-Hope,708,81
A59669,PH Hop e04,733,96
A59670,EL Hope,754,76
A59671,PH Hope br.2,754,76
A59672,Hope (2),763,87
A59673,PH Hope Main Road,773,93
A59674,Ph/hope Mall,773,93
A59675,sunrise faisal br.2,702,95
A59676,El-Sunris Faisal Branch 1,711,97
A59677,EL SUNRISE FAISAL 6th Zone,711,97
A59678,EL SUNRISE FAISAL br.2347,725,100
A59679,SUNRISE FAISAL Mall,725,100
A59680,Sunrise Faisal Main Road,728,75
A59681,sunrise faisal500,743,85
A59682,Sunrise Faisal-A629,743,85
A59683,Sunrise Faisal Branch 1,749,78
A59684,Sunrise Faisal (2),749,78
A59685,El-SUNRISE FAISAL,759,89
A59686,Sunrise Faisal Mall,768,90
A59687,Ph/Sunrise Faisal Branch 1,768,90
A59688,omega faisal273,713,89
A59689,omeg afaisal Main Road,729,90
A59690,PY/OMEGA FAISAL,742,81
A59691,PY/OMEGA FAISAL 6th Zone,742,81
A59692,Omega Faisal aMll,753,92
A59693,el omega faisal Main Road,763,88
A59694,Ph/Omega Faisal 011,767,81
A59695,Omega Faisal 011411,767,81
A59696,el PHARMA PLUS SQUARE Station St.,703,74
A59697,PHARRMA PLUS SQUARE 6th Zone,703,74
A59698,EL Pharma Plus Square,713,90
A59699,Ph/pharma plus square 04,723,83
A59700,Pharma Plus Square br.2,724,103
A59701,PY/Pharma Plus qSuare572,739,80
A59702,el PHARMA PLUS SQUARE 6th Zone,739,80
A59703,EL Pharma Plus Square,753,93
A59704,Pharma Plus Square 6th Zone,753,93
A59705,Ph/Pharma Plus Square Branch 2,777,93
A59706,PH Salamtek Faisal 04,711,98
A59707,PY/Salamtek Faisal,757,65
A59708,Ph/salamtek faisal Branch 2,757,65
A59709,el Salamtek Faisal 04,764,91
A59710,Family Faisal,713,91
A59711,El-family faisal br.2,713,91
A59712,family fiasal Mall,756,74
A59713,family faial,756,74
A59714,PY/Family Faisal 04,761,90
A59715,Family Faisal,776,79
A59716,Ph/Family Faisal Brach 1782,776,79
A59717,MISR,709,83
A59718,MISR Branch 1,709,83
A59719,Ph/Misr Branch 1,720,89
A59720,Mir Branch 2,773,94
A59721,PH omega faisal Mall,708,82
A59722,PH Omega Faisal Mall,708,82
A59723,omega faisal,742,82
A59724,El-OMEGA FAISAL,742,82
A59725,OMEGA FAISAL (2),748,82
A59726,OMEGA FAISAL 6th Zone,748,82
A59727,PH Omega Faisal 011520,750,81
A59728,EL Omega Faisal br.2,750,81
A59729,EL Omega Faisal,754,77
A59730,EL OMEGA FAISAL 6th Zone128,766,91
A59731,omega faisal Branch 2110,772,76
A59732,Omega Faisal-A,772,76
A59733,life line faisal Branch 1,714,66
A59734,PH Lif eLine Faisal Station St.,736,80
A59735,EL lifeline faisal br.2733,736,80
A59736,life line faisal Station St.,768,91
A59737,Omega Nozha 04568,701,80
A59738,Ph/Omega Nozha (2),701,80
A59739,El-Omega Nozha br.2,724,104
A59740,omega nozha Branch 1,737,76
A59741,El-OMEGA NOZHA 04301,737,76
A59742,PH Omega Nozha Mall,762,78
A59743,EL OMEGA NOZHA,768,92
A59744,El-blue wave faisal-A190,706,87
A59745,Blue Wave Faisal 04,706,87
A59746,EL BLUE WAVE FAISAL Mall,726,90
A59747,EL Blue Wave Faisal br.2,736,81
A59748,Blue Wave Faisal 04,736,81
A59749,PY/PHARMA PLUS Branch 2,707,66
A59750,PHARMA PLUS br.2,707,66
A59751,El-pharma plus,710,77
A59752,PHARMA PLUS Main Road,710,77
A59753,El-pharma plus Branch 2,723,84
A59754,el pharma plus,724,105
A59755,EL Pharma Plus 6th Zone,746,70
A59756,PH Pharma Plus807,746,70
A59757,Pharma Plus 011,754,78
A59758,Ph/Pharma Plus br.2126,754,78
A59759,PH PHARMA PLUS-A,761,91
A59760,Pharma Plus Mall,761,91
A59761,hope faisal Mall,706,88
A59762,Ph/Hope Faisal 6th Zone,729,91
A59763,hope afisal (2),733,97
A59764,Ph/Hope Faisal br.2174,747,86
A59765,Hope Faisal-A,747,86
A59766,Hope Fasial (2),750,82
A59767,HOPE FAISAL,764,92
A59768,PY/ALPHA PHARMA Branch 1,727,79
A59769,Alpha Pharma br.2,733,98
A59770,Ph/ALPHA PHARMA Branch 2,733,98
A59771,El-Alpha Pharma-A,741,88
A59772,Alpha Pharma169,771,74
A59773,PH Alpha Pharma Mall,771,74
A59774,El Hokama Faisal 011,727,80
A59775,PH El Hokama Faisal Mall182,727,80
A59776,el El Hokama Faisal 04,750,83
A59777,el hokama faisal515,750,83
A59778,Ph/EL HOKAMA FAISAL Branch 2612,763,89
A59779,PY/SUNRISE 04242,722,74
A59780,el Sunrise Mall,722,74
A59781,sunrise 6thZ one115,726,91
A59782,El-sunise Main Road,748,83
A59783,Ph/Sunrise,748,83
A59784,El Shif Faisal Main Road596,705,83
A59785,el shifa faisal,710,78
A59786,El Shifa Faisal 011422,710,78
A59787,PH EL SHIFA FAISAL 6th Zone,712,81
A59788,el El Shifa Fiasal Station St.,722,75
A59789,Ph/El Shifa Faisal 6th Zone,730,85
A59790,PH el shifa faiasl Main Road,739,81
A59791,Ph/El Shifa Faisal,739,81
A59792,El Shifa Faisal 6th Zone,741,89
A59793,EL EL SHIFA FAISAL Station St.,741,89
A59794,Ph/El Shifa Faisal br.2,748,84
A59795,El Shifa Faisal Main Road919,748,84
A59796,Ph/SUNRISE,721,84
A59797,El-Sunrie Mall687,763,90
A59798,Sunrise 6th Zone,763,90
A59799,EL Sunrrise Mall,771,75
A59800,PH CITY CARE IMBABA,712,82
A59801,el CITY CAR IMBABA,712,82
A59802,el CITY CARE IMBABA Main Road,714,67
A59803,PH City Care Imbaba br.2143,723,85
A59804,el City Care Imbaba,723,85
A59805,Ph/City Care Imbaba Branch 1,739,82
A59806,El-ctiy care imbaba87,745,93
A59807,City Care Imbaba,745,93
A59808,PY/EL SHIFA Station St.,707,67
A59809,EL SHIFA Station St.,710,79
A59810,PY/el shifa Branch 2,732,80
A59811,EL EL SHIFA Branch 2,747,87
A59812,PY/El Shifa,755,80
A59813,Nile Care Maadi 011,740,88
A59814,El-nile care maadi Branch 1,758,94
A59815,Nile Care Maadi,758,94
A59816,Nile Care Maadi (2),761,92
A59817,el Nile Care Maadi (2),761,92
A59818,el Nile Care Maadi Branch 1,774,86
A59819,Ph/Nile Care Maadi (2),774,86
A59820,El-El Nasr Faisal Station St.,717,73
A59821,El Nasr Faisal Main Road,717,73
A59822,El Nasr Faisal 011,721,85
A59823,EL NASR FAISAL,721,85
A59824,El Nasr Faisal,750,84
A59825,Ph/El Nasr Faisal,763,91
A59826,El-EL NSAR FAISAL Branch 1,772,77
A59827,Ph/el nasr afisal (2),772,77
A59828,PY/El Hokama Marg 6th Zone,720,90
A59829,El-El Hokama Marg,720,90
A59830,el hokama marg (2),745,94
A59831,El Hokama Marg Main Road,745,94
A59832,Ph/el hokama marg Branch 1,746,71
A59833,El Hokama Marg 6th Zone,746,71
A59834,el El Hokama Marg 04,768,93
A59835,e El Hokama Marg Branch 2,776,80
A59836,Hop e04,722,76
A59837,PY/Hope 01153,730,86
A59838,Ph/HOPE (2),730,86
A59839,Hope-A,768,94
A59840,El-hope 04,768,94
A59841,angel-A,708,83
A59842,el ANGEL Main Road,708,83
A59843,EL Angelb r.2,733,99
