invoice_no,account_name_raw,branch_code,entry_date_text,entry_time,account_address,governorate,area,gross_value,total_discount,total_after_discount,stated_line_count,record_state
313690,El-EL TOURATH 04,753,03112025,10:55:41,"Nile 85, SMH zone",,,5061.74,598.05,4463.69,9,
313691,EL El Tourath Branch 1,765,16112025,14:10:12,"Horreya 190, SMH zone",,,10674.79,1082.38,9592.41,14,CLSD
313692,EL EL OTURATH,749,17112025,08:24:56,,,,6785.39,867.35,5918.04,9,CLSD
313693,El-EL TOURATH,714,16112025,08:07:43,Smouha 189Horreya,,,639.84,190.24,449.60,3,
313695,el FAILY-A,748,11-Nov-2025,13:08:58,"106 Industrial Zone st., near police st., SMH",Alexandria,Smouha,9115.87,839.19,8276.68,11,CLSD
313696,El-Family brr.2,710,04112025,14:01:17,,Alexandria,Smouha,4843.56,1062.86,3780.70,4,CLSD
313698,EL DR MEDHAT FAISAL br.2350,740,28112025,13:09:59,,,,1766.74,171.37,1595.37,5,
313699,PH Dr Medhat Faisal 6th Zone,769,19-Nov-2025,16:05:28,,,,6515.21,847.34,5667.87,10,CLSD
313700,el ebn sina smouha Station St.872,715,09112025,15:33:48,,,,2897.03,356.95,2540.08,7,
313701,PH elite Branch 1,754,01112025,11:09:48,Smohua 142 Sudan,,,5828.22,1463.15,4365.07,3,CLSD
313704,el OMEGA 6th Zone,729,08112025,13:18:42,,,,4558.18,456.14,4102.04,9,
313705,PY/El Faraby Rehab View Station St.,735,08112025,12:32:16,SMH/119,,,13317.68,2404.66,10913.02,14,
313706,PY/GREEN LEAF Branch 265,749,05112025,15:45:42,Smouha 13 Fisal,,,6428.24,768.90,5659.34,11,
313709,HEALTHG ATE798,711,11112025,11:41:59,,Cairo,New Cairo,4218.47,723.12,3495.35,4,CLSD
313710,El-City CCare Smouha,718,02112025,13:10:18,Smouha 180 Corniiche,,,4276.53,794.38,3482.15,7,CLSD
313712,Ph/Sunrise Main Road,736,12112025,10:48:45,blk 5 - SMH - school,,,3558.64,409.65,3148.99,6,CLSD
313715,PYY/PHARMA PLUS SQUARE 6th Zone,756,27112025,12:35:44,,,,4463.24,507.65,3955.59,2,CLSD
313716,PY/PHARMA PLUS WH-99,756,02112025,13:13:08,blk 7 - SMH - hospital,,,2008.40,208.66,1799.74,3,
313717,misr dokki561,730,05112025,09:50:11,"118 Nile st., near school, SMH",Alexandria,Smouha,4937.43,549.47,4387.96,6,CLSD
313718,Ph/Misr Dokki,743,05112025,12:44:43,"Mustafa Nahhas 48, SMH zone",,,3761.32,729.11,3032.21,11,
313720,misr dokki,705,04112025,14:47:13,,Alexandria,Smouha,3621.45,732.02,2889.43,10,
313721,missr dokki (2),756,17112025,15:09:26,,,,5630.77,258.19,5372.58,9,CLSD
313722,Misr Dokk 04872,749,01112025,12:52:47,SMH/208,,,3982.84,450.63,3532.21,5,CLSD
313723,Ph/MISR DOKKI79,703,28112025,13:24:34,,,,7157.45,1416.81,5740.64,11,
313724,ELITE,714,12112025,12:24:31,blk 19 - SMH - school,,,6845.51,1716.44,5129.07,5,CLSD
313725,PY/lEite Smouha 6th Zone942,711,19112025,11:06:21,,,,4302.63,771.23,3531.40,6,CLSD
313726,PH SEHA  FIRST-A,768,06112025,12:01:55,"176 Abbas st., near mosque, SMH",,,2864.49,325.03,2539.46,6,CLSD
313727,Hope Imbaba (2),748,03112025,13:51:19,Smouha 32Autostrad,,,3100.75,350.62,2750.13,9,CLSD
313728,El-Green Leaf Smouha Main oad,732,26112025,08:21:45,,,,3598.30,521.75,3076.55,4,CLSD
313730,Ph/Misr Obour,741,08112025,16:17:32,"159 Autostrad st., near park, SMH",,,3594.80,744.35,2850.45,3,CLSD
313732,EL El Nasr Branch 2,769,19112025,08:06:49,,,,7636.01,1264.43,6371.58,5,CLSD
313734,EL angel,728,10112025,18:16:40,,,,2259.93,192.53,2067.40,2,
313735,PY/Angel-A,726,15112025,09:20:37,,,,3246.04,846.70,2399.34,7,CLSD
313736,SALAMTEK SMOUHA Branch 1,742,16112025,16:04:56,Smouah 173 Mustafa Nahhas,,,5996.80,905.78,5091.02,9,CLSD
313737,el faraby,745,04112025,08:21:07,,,,7265.80,643.60,6622.20,9,
313738,Care 24 Seven Marg,704,02112025,11:31:52,"Geish 166, SMH zone",,,2469.16,505.52,1963.64,6,CLSD
313739,Ph/Better Life Imbaba 011,707,28112025,08:46:34,blk 3 - SMH - market,,,6939.70,948.42,5991.28,13,CLSD
313740,El Hokama Branch 2,753,21112025,08:07:47,"187 Corniche st., near mosque, SMH",,,2859.58,366.90,2492.68,6,CLSD
313741,EL OHKAMA MAADI Branch 2,741,13112025,13:25:17,,,,6587.80,1302.70,5285.10,8,CLSD
313742,EL El Hokama Maadi Branch 1,716,11112025,19:14:41,Smoouha 19 Haram,,,1837.18,248.56,1588.62,4,
313743,PH Ebn Sina Smouha Main Road,745,26112025,08:48:34,"Nasr 155, SMH zone",,,48.94,3.39,45.55,2,CLSD
313745,Life Line Smouuha Main Road464,706,14112025,14:59:23,blk 11 - SMH - hospital,,,4888.56,590.47,4298.09,6,
313746,Ell-Life Line Smouha,720,05112025,12:01:18,"105 Corniche st., near school, SMH",,,2461.87,247.61,2214.26,8,
313747,PY/LIFE LINE SMOUHA br.2,738,11112025,12:41:50,,,,4041.24,937.62,3103.62,4,
313748,PY/LIFE LINE SMOUHA br.2,743,10112025,14:16:04,"126 Haram st., near school, SMH",,,3298.97,558.76,2740.21,4,
313749,EL ELITE WH-132,758,24112025,14:25:49,,,,1500.36,384.74,1115.62,6,
313752,PY/SILVER CARE ZAYED,729,22-Nov-2025,15:46:41,,,,2556.20,331.20,2225.00,4,
313753,PY/SILVER CARE ZAYED,766,11112025,10:13:39,,,,6273.41,1388.01,4885.40,12,
313754,EL Life Line Somuha Station St.,755,23112025,15:52:28,,Alexandria,Smouha,461.94,125.69,336.25,2,
313755,lie line smouha (2),753,08112025,08:50:35,,,,4691.89,484.03,4207.86,7,CLSD
313757,Ph/dr medhat,759,07112025,08:31:23,,,,3152.43,849.73,2302.70,6,CLSD
313758,Ph/El Faraby Rehab View (2)879,766,22112025,16:35:24,SMH/132,Cairo,Mokattam,10721.94,2292.04,8429.90,11,CLSD
313759,El Hokama Smouha 011,700,12112025,13:46:17,Smouah 127 Corniche,,,2860.20,463.51,2396.69,4,
313760,Health Gate,765,11112025,16:32:32,,,,3225.03,302.30,2922.73,6,CLSD
313763,PH Health Gate Mall,731,13112025,14:40:23,,,,2310.48,340.02,1970.46,5,
313764,EL Healtth Gate 011,712,20-Nov-2025,10:52:03,,,,2515.74,229.93,2285.81,2,CLSD
313765,EL Metro405,742,19112025,08:43:22,,,,6549.69,1052.72,5496.97,7,
313766,EL Metro405,731,24112025,10:09:47,,,,290.51,39.04,251.47,3,
313767,EL Metro405,716,18112025,11:39:03,Smuoha 191 Abbas,Cairo,Ain Shams,2316.07,255.47,2060.60,5,CLSD
313768,Metro Branch 2455,712,25112025,12:10:32,"171 Faisal st., near market, SMH",,,9964.70,973.63,8991.07,15,
313769,Mettro Mall236,767,07112025,19:58:16,,,,3129.54,690.29,2439.25,6,
313771,Dr Meddhat,768,20112025,16:44:08,,,,1030.87,127.41,903.46,5,
313773,Dr Medhat,733,01112025,10:49:40,,,,4813.65,606.07,4207.58,5,
313774,El-Salatmek Helwan 04857,748,16112025,16:22:48,ASH/132,,,1549.26,173.15,1376.11,2,
313775,El Hokama Branch 2,726,28112025,09:42:05,blk 19 - ASH - metro,,,1791.33,413.01,1378.32,3,
313776,PY/El Hokama Man Road,740,10112025,13:13:29,ASH/49,,,3199.82,281.08,2918.74,4,
313778,PY/El  Hokama Main Road,715,07112025,13:10:27,blk 20 - ASH - market,,,3579.39,285.27,3294.12,3,CLSD
313779,METRO MONTAZA 6thZone,751,09112025,12:40:30,"Nasr 37, ASH zone",Cairo,Ain Shams,8841.70,2325.06,6516.64,11,CLSD
313780,Metro Montaza 011263,742,07112025,15:12:20,"Geish 6, ASH zone",,,6124.77,1303.07,4821.70,9,
313781,mira 6th Zone738,731,16112025,11:02:29,"Horreya 204, ASH zone",,,7618.21,1154.49,6463.72,7,CLSD
313782,mira 6th Zone738,736,04112025,10:44:16,blk 16 - ASH - police st.,,,6660.87,1127.74,5533.13,11,CLSD
313783,EL Care 24 Seven Mani Road,762,02-Nov-2025,12:18:08,"Industrial Zone 88, ASH zone",,,5879.79,604.22,5275.57,10,
313784,Ph/CARE 24 SEEVEN br.2,760,05112025,13:18:55,"Haram 169, ASH zone",,,2922.41,379.95,2542.46,12,CLSD
313786,Care 24 eSven Branch 1,722,26112025,08:37:13,,,,4319.49,338.90,3980.59,5,
313788,star care doki 04,751,16112025,12:18:24,,Cairo,Ain Shams,4321.81,970.71,3351.10,4,CLSD
313789,star care dokki 04,726,13112025,10:06:14,ASH/142,,,3745.91,823.56,2922.35,3,CLSD
313790,el health gate shubra-A,750,09112025,15:26:14,"Gamet Dewal 206, ASH zone",,,3440.09,769.19,2670.90,8,
313791,health gate shubra 011,731,04112025,14:23:02,,,,4047.38,534.74,3512.64,8,CLSD
313792,El-El Faraby Ain,758,22112025,15:15:38,Ain Shhams 187 Salah Salem,Cairo,Ain Shams,2055.75,530.66,1525.09,5,CLSD
313793,el faraby ain,731,22112025,08:41:25,,,,5981.00,763.55,5217.45,6,CLSD
313796,PhM/ETRO AIN,753,25112025,11:35:34,"Corniche 229, ASH zone",,,3479.15,295.55,3183.60,6,
313799,PH r medhat ain Mall,714,19112025,08:14:04,,,,5821.48,1378.37,4443.11,7,
313806,el nile care montaza (2),708,28112025,14:45:42,,,,4696.31,1114.63,3581.68,8,
313807,el Nile Care Montaza Branch 1,714,15112025,11:10:23,"150 Autostrad st., near park, ASH",,,4776.45,1128.19,3648.26,5,
313810,el Seha First 04,705,11112025,15:56:48,ASH/139,Alexandria,Asafra,7488.68,1666.75,5821.93,15,CLSD
313812,el HEALTH GATE Branch 1,759,23112025,13:11:09,Ain Shams 188 Port Saaid,,,4735.14,1249.54,3485.60,4,
313813,P/HEALTH ATE,723,08112025,10:46:08,Ain Shams 1338 Zayed,,,4761.15,721.45,4039.70,11,CLSD
313814,Ph/OMEGA AIN 6tth Zone,731,03112025,13:17:16,,,,5865.00,638.67,5226.33,7,CLSD
313816,Silver Care Square Mall,706,28112025,12:02:41,Ain Sahms 229 Salah Salem,,,2403.32,368.38,2034.94,5,CLSD
313817,PH silver car square,752,06112025,15:56:03,ASH/42,,,1552.75,386.38,1166.37,6,CLSD
313819,Metro Smouha Main Road,761,21112025,14:38:05,,,,1762.14,266.74,1495.40,5,
313822,Ph/el nnsr,761,12112025,09:54:43,Downtow 153 Geish,,,1149.91,135.92,1013.99,3,
313823,Ph/EL NASR Main oad,768,05-Nov-2025,08:08:02,,,,4854.73,581.64,4273.09,11,CLSD
313824,PH El Nasr Branch 2,718,23-Nov-2025,09:44:50,,,,3943.90,769.30,3174.60,5,CLSD
313826,el el nasr Main Road,747,08-Nov-2025,13:23:52,,Cairo,Downtown,3591.69,877.59,2714.10,3,CLSD
313827,PY/Dr Medhat Faisal Station St.,715,08112025,11:36:38,blk 14 - DNT - gas station,,,2997.33,307.56,2689.77,5,
313829,PY/SUNRIS FAISAL Branch 2,706,19-Nov-2025,13:28:03,,,,7951.49,1140.79,6810.70,11,
313831,PY/Union Pharm Oct CCity857,703,08112025,08:57:46,,,,5939.72,1254.42,4685.30,6,
313832,E Union Pharm Oct City,718,25112025,12:40:47,DNT/199,,,5034.35,1071.56,3962.79,8,
313833,EL Union Pharm Oct City,724,21-Nov-2025,19:01:44,"Port Said 212, DNT zone",,,7416.59,1097.73,6318.86,7,CLSD
313834,Ph/El Shifa 011,717,18-Nov-2025,13:28:58,DNT/7,,,3831.57,259.05,3572.52,7,
313836,ELITE-A,737,18112025,16:35:58,DNT/74,,,5496.69,1404.45,4092.24,9,
313837,el city care Main Road,702,06112025,12:59:03,Doowntown 229 Zayed,,,3375.14,601.64,2773.50,5,
313838,Better Life Downtown-A,700,06112025,08:29:29,,,,2497.06,404.67,2092.39,3,CLSD
313839,Ph/Omega Downtown,765,03112025,10:49:12,,Cairo,Downtown,255.95,30.04,225.91,2,
313840,PH NILE CARE DOWNOWN Station St.,748,28112025,17:13:50,Downtown 193 Industrial Zone,,,4229.73,517.62,3712.11,4,
313841,El-NILE CARE DOWNTOWN Station St.,765,08112025,15:03:45,DNT/77,,,5705.42,536.93,5168.49,5,
313843,EL ELITTE DOKKI 04,733,20112025,15:17:47,,Cairo,Downtown,4059.19,612.91,3446.28,4,CLSD
313844,PY/lEite Dokki,700,11-Nov-2025,08:13:26,,,,6295.51,1171.89,5123.62,10,CLSD
313845,el Elite Dokki 04,724,13112025,16:21:20,"Nile 198, DNT zone",,,3816.04,630.15,3185.89,10,CLSD
313846,SUNRSIE Branch 1367,739,27112025,17:20:33,,,,2495.87,664.20,1831.67,8,
313847,PH omega helwaan 04,751,17112025,12:46:37,DNT/66,,,3457.67,890.66,2567.01,5,CLSD
313848,El-Omega Helwan 6th Zone,740,24112025,11:53:20,"9th District 64, DNT zone",,,10238.91,1197.29,9041.62,12,CLSD
313850,PY/blue wave (2),706,02112025,16:06:16,Downtown 12 Nile,,,2207.26,362.16,1845.10,4,CLSD
313852,blue  wave,701,03112025,13:02:06,blk 10 - DNT - school,,,5620.04,1303.99,4316.05,5,CLSD
313853,PH ALPHA PHARMA SQUARE Main Road,726,13112025,17:42:29,,,,806.53,205.31,601.22,4,CLSD
313856,dr medhat Main Road,742,24112025,14:22:30,DNT/50,,,2122.39,370.60,1751.79,6,
313857,el EL BARAKA OBOUR,756,01112025,11:37:51,blk 27 - DNT - park,,,3095.78,290.56,2805.22,6,
313858,El-El Baraka Obour 04387,700,08112025,15:21:02,,Giza,Hadayek October,4183.10,768.83,3414.27,6,CLSD
313859,ALPHA PHARMA EL Mall,716,25112025,09:17:32,"Faisal 119, MRG zone",Cairo,El Marg,3611.56,457.13,3154.43,6,
313860,PH Helth Gate Helwan Station St.,719,03112025,12:06:58,,,,10487.32,2023.66,8463.66,10,CLSD
313861,METRO EL 04934,735,04112025,15:13:32,"Haram 181, MRG zone",,,6813.78,1300.83,5512.95,9,CLSD
313863,EL Metro El Mall421,736,18112025,13:01:46,MRG/213,,,9201.60,1663.64,7537.96,12,CLSD
313865,El-Metro El,734,25112025,08:41:18,,,,8108.19,1691.05,6417.14,13,CLSD
313867,EL GREEN LEAF br.2,712,01112025,08:27:17,"84 Nile st., near park, MRG",Alexandria,Montaza,1355.85,174.97,1180.88,2,
313868,PH green leaf 011,740,07112025,10:13:59,blk 22 - MRG - square,,,2844.00,338.07,2505.93,5,CLSD
313870,El-ISR,738,10-Nov-2025,15:28:16,,,,2365.42,558.16,1807.26,4,CLSD
313871,el touraht 011,707,08112025,12:00:26,blk 24 - MRG - gas station,,,1443.14,231.34,1211.80,3,
313872,PH EL WH-255,769,06112025,17:41:29,"95 Geish st., near mosque, MRG",,,661.15,88.17,572.98,3,CLSD
313874,el tourrath 011,735,19112025,08:33:23,,Cairo,El Marg,3451.33,613.25,2838.08,7,CLSD
313875,PY/eltourath 011228,721,07112025,08:22:17,"14 Autostrad st., near school, MRG",,,5859.16,616.57,5242.59,8,CLSD
313876,PY/el tourath Main Road,716,18112025,08:11:15,,Cairo,El Marg,6999.12,736.26,6262.86,6,
313877,MISR Main Road,717,14112025,11:11:27,"59 Mustafa Nahhas st., near hospital, MRG",,,10390.26,1313.75,9076.51,12,
313878,Elm-isr,742,26112025,08:59:10,,,,2003.35,361.21,1642.14,5,
313879,El-PHARMAP LUS 011,763,24112025,15:11:24,El Marg 96  Sudan,,,5189.07,396.46,4792.61,10,CLSD
313880,EL PHARMAP WH-263,738,04112025,13:35:59,,,,4240.66,1188.61,3052.05,4,
313881,Ph/EL TOURATH REHAB VIEW998,727,24112025,13:32:48,MRG/237,,,4749.20,447.54,4301.66,7,CLSD
313884,PH EBN SINA EL Branch 2,732,15112025,10:38:50,El Maarg 20 Mustafa Nahhas,,,6876.66,965.56,5911.10,12,CLSD
313885,PH El Zahraa El,710,14-Nov-2025,08:55:09,blk 15 - MRG - bridge,,,3746.41,807.53,2938.88,5,CLSD
313886,sunrise el Branch 1,767,23112025,10:54:05,,,,2835.00,652.43,2182.57,6,CLSD
313887,PH Sunrise El br.2,735,12112025,12:12:51,,,,6709.88,1427.66,5282.22,7,
313888,EL Sunrise El Branch 2,731,08112025,17:45:14,"Geish 115, MRG zone",Cairo,El Marg,3108.33,363.20,2745.13,5,
313889,el SUNRISE EL,733,12112025,15:26:43,"Sudan 96, MRG zone",,,12202.25,1861.44,10340.81,15,
313890,Golden Care Station St.,708,21112025,11:54:19,blk 10 - MRG - square,Cairo,El Marg,3453.69,882.46,2571.23,8,
313892,ELL Hope El Branch 1,764,04-Nov-2025,09:52:10,"Port Said 99, MRG zone",,,4249.84,550.24,3699.60,4,
313893,Health Gate El-A,758,12112025,10:50:02,,,,3578.74,795.97,2782.77,7,CLSD
313894,Silvver Care Montaz Branch 2,742,14112025,14:43:19,,,,3615.00,736.38,2878.62,9,
313897,El-blu ewave marg Branch 2,715,15112025,18:56:33,MRG/190,,,3294.92,363.77,2931.15,5,CLSD
313898,ebn sina heliopolis br.2988,747,22112025,09:11:30,,,,2708.75,435.51,2273.24,6,CLSD
313899,EL ebn sina heliopolis (2),714,27112025,11:58:11,,Giza,Hadayek October,8734.88,2293.43,6441.45,13,CLSD
313900,Better Life Nozha (2),749,27112025,15:13:21,"Sudan 1, HLPL zone",Qalyubia,Banha,7653.35,1310.02,6343.33,9,CLSD
313901,Better Life Nozha (2),721,21112025,11:42:36,Heilopolis 185 Industrial Zone,,,5140.58,484.24,4656.34,10,CLSD
313902,el Beter Lfie Nozha br.2,758,11112025,11:48:10,blk 29 - HLPL - mosque,,,4914.78,1175.79,3738.99,6,
313904,al amal Mall,757,13112025,08:51:51,,,,2125.50,482.36,1643.14,4,
313905,Ph/MMetro,761,06112025,12:56:16,"Haram 143, HLPL zone",Alexandria,Agami,4183.26,496.96,3686.30,4,CLSD
313907,Ph/NILE CARE SQUARE Branch 2298,739,12-Nov-2025,12:10:12,Heliopollis 180 Zayed,,,762.87,208.75,554.12,3,
313908,nile care suqare 011,714,21112025,13:45:48,,,,3271.06,818.57,2452.49,6,CLSD
313910,green leaaf dokki-A,708,10112025,15:39:37,,,,4277.22,1073.50,3203.72,7,
313911,PY/Life Line Nozh a04,770,21112025,14:24:28,HLPL/125,,,2885.15,362.34,2522.81,6,
313913,el EL HOKAMA MONTAZA 04,759,25112025,08:46:28,blk 2 - HLPL - school,,,4635.01,1242.90,3392.11,5,
313914,EL blue wave faisal 04,727,22112025,09:50:12,,,,4858.88,348.84,4510.04,8,
313916,PH Angel (2),756,13112025,16:55:48,,,,6070.58,464.43,5606.15,7,
313918,el care 24 seven MainR oad,748,12112025,11:24:09,Heliopolis 71 utostrad,,,3613.98,506.26,3107.72,3,
313919,care24 seven Mall,706,13112025,09:58:36,,,,3096.25,581.08,2515.17,5,CLSD
313921,el el shifa Sation St.,732,13112025,08:22:54,,,,3245.60,418.42,2827.18,4,CLSD
313923,el shifa (2),719,17112025,11:48:03,"Nasr 4, HLPL zone",,,843.42,139.77,703.65,4,
313925,Ph/EBN SINA 04,732,12112025,19:32:21,,Cairo,Heliopolis,5368.14,751.93,4616.21,3,CLSD
313926,Ebn Sina Mall,729,15112025,09:01:56,Heliopolis 142 uMstafa Nahhas,Cairo,Heliopolis,2087.45,213.67,1873.78,4,CLSD
313927,el El Hokama Heliopolis Station St.,743,05112025,12:14:12,blk 15 - HLPL - metro,Cairo,Heliopolis,4056.76,735.66,3321.10,7,CLSD
313928,Omega 6th Zone,751,22112025,10:21:23,,,,2751.30,650.97,2100.33,7,
313929,Omega 6th Zone,715,11112025,12:19:51,,,,5173.22,447.97,4725.25,9,CLSD
313931,Care 24 Seven th Zone422,725,11112025,13:46:13,,,,401.46,91.27,310.19,3,
313932,Care 24 Seven 011,742,15112025,13:06:34,blk 22 - HLPL - bridge,,,1802.61,274.26,1528.35,8,
313933,Care 24 Seven th Zone422,740,25112025,15:19:46,"9th District 125, HLPL zone",,,2780.28,292.58,2487.70,5,CLSD
313934,el Al Nozha rBanch 2,738,01112025,10:50:45,HLPL/206,,,4224.30,1145.34,3078.96,3,CLSD
313936,El-Silver Care 6th Znoe,742,09112025,11:43:51,Heliopolis 52I ndustrial Zone,,,2362.82,433.21,1929.61,9,
313938,PH Blue Wave,763,18112025,14:52:38,blk 11 - HLPL - square,,,6155.67,428.58,5727.09,14,
313940,PY/lBue Wave Agami-A785,718,11112025,08:04:48,,,,11402.33,2152.32,9250.01,10,CLSD
313941,Nile Care Heliopolis aMin Road,723,23112025,09:43:06,blk 29 - HLPL - police st.,,,3542.30,487.80,3054.50,7,
313943,PH NILE CARE HELIOPOLIS Branch 1,768,12112025,10:01:47,,Cairo,Heliopolis,3575.85,361.44,3214.41,9,
313945,EL ZAHRAA FAISAL-A,742,16112025,15:52:54,,Cairo,Heliopolis,2621.25,488.82,2132.43,10,
313946,EL El Zahraa Faaiasl,765,02-Nov-2025,11:58:23,,,,1853.18,199.92,1653.26,6,
313947,El-EL NASR Station St.,730,13112025,12:25:06,"Mustafa Nahhas 204, HLPL zone",,,1947.99,190.03,1757.96,6,
313948,el Blue Wave 6th Zone,700,11112025,08:50:48,,,,2234.52,433.36,1801.16,5,CLSD
313949,PY/Blue Wave,752,01112025,14:34:23,,,,9326.83,2323.71,7003.12,15,CLSD
313950,PH life lline maadi Main Road,744,04112025,11:39:45,"132 Corniche st., near square, HLPL",,,2662.11,245.17,2416.94,7,
313951,El-Union Pharm Haram Mall,721,25112025,16:00:24,HLPL/29,,,8880.45,794.63,8085.82,15,
313954,PY/Star Care Heliopolis Main Road,754,22112025,13:50:46,Heliopolis 2227 Gamet Dewal,Giza,Agouza,4255.58,985.76,3269.82,8,CLSD
313955,PY/Star Care Heliopolis Mall,733,20112025,12:44:17,Helioopolis 53 Geish,,,4676.33,560.04,4116.29,4,CLSD
313956,Family Nozha,715,18112025,17:20:55,Heliiopolis 209 Abbas,Cairo,Heliopolis,2495.55,200.15,2295.40,4,
313959,Mira Main RRoad,705,11112025,15:10:50,"Gamet Dewal 87, HLPL zone",,,2136.15,396.90,1739.25,8,CLSD
313960,el Mira-A,759,27112025,21:34:34,blk 17 - HLPL - market,,,7280.30,1937.51,5342.79,10,CLSD
313961,Ph/MMira (2),729,21112025,12:58:15,blk 4 - HLPL - metro,,,5482.24,633.72,4848.52,11,CLSD
313962,El-Dr Medhat Heliopolis-A,705,01112025,11:36:42,,,,6039.68,1121.60,4918.08,9,CLSD
313964,PY/Green Leaf Station St.,753,06112025,12:13:29,Heliooplis 152 Corniche,,,3559.91,569.02,2990.89,8,
313965,El-Green Leaf-A,702,09112025,14:06:58,"175 Corniche st., near hospital, HLPL",,,9568.48,1865.12,7703.36,11,
313966,Alpha Parma Heliopolis 6th Zone,722,21-Nov-2025,08:59:05,HLPL/195,Cairo,Heliopolis,2559.14,264.78,2294.36,5,
313968,EL CITY CARE Mall,716,08112025,15:10:26,,,,4449.63,492.26,3957.37,5,
313969,EL EL BARAKA HELIOPOLIS 011830,756,07112025,14:45:48,HLPL/71,,,3263.82,457.36,2806.46,2,
313970,Ph/EL BARAKA HELIOPOLIS 6th Zone,735,25112025,13:01:58,HLPL/111,,,3406.21,663.16,2743.05,6,CLSD
313971,nile care dokki Branch 2,721,04112025,12:16:05,"Sudan 75, HLPL zone",,,3290.23,264.61,3025.62,4,CLSD
313974,EL Star Care,770,12112025,19:18:28,,,,6938.64,892.87,6045.77,10,
313976,EL Star Caare,756,11112025,17:52:55,HLPL/92,,,5241.59,626.57,4615.02,7,
313981,ELITE HELIOPOLIS WH-364,717,24112025,11:44:42,,Cairo,Heliopolis,8131.85,909.02,7222.83,8,
313982,EL Elite Heliopolis (2),706,13112025,14:54:01,,Cairo,Heliopolis,5039.45,763.61,4275.84,5,CLSD
313983,EL Unio nPharm Mall459,726,11112025,09:47:01,,,,1040.50,246.37,794.13,2,CLSD
313984,Union Pharm Branch 2905,725,10-Nov-2025,12:49:49,Heliopoliss 95 Tahrir,,,1108.36,281.43,826.93,5,CLSD
313985,P DR MEDHAT Branch 1,757,15112025,12:46:40,"209 Haram st., near school, HLPL",,,3440.77,953.66,2487.11,6,CLSD
313986,family heliopolis 6th Zne,755,06112025,10:38:54,,,,3018.02,741.01,2277.01,8,CLSD
313987,PY/family heliopolis Brnch 1,722,26112025,10:32:39,blk 4 - HLPL - bridge,Cairo,Heliopolis,1759.26,164.21,1595.05,5,
313988,Seha First Nozha,768,23112025,12:25:14,,,,6252.48,810.99,5441.49,8,CLSD
313989,EL Silver Care Marg Main Road,721,07-Nov-2025,13:45:51,HLPL/165,,,3824.00,416.38,3407.62,8,CLSD
313991,El Zahraa (2),734,28-Nov-2025,12:47:26,"Autostrad 135, HLPL zone",,,6970.80,1263.58,5707.22,8,CLSD
313992,Ph/EL ZAHRAA (2),709,13112025,13:27:44,"186 Mustafa Nahhas st., near square, HLPL",Giza,Faisal,1803.70,347.95,1455.75,6,CLSD
313993,El-EL ZAHRAA HELIOPOLIS 011,725,04112025,13:42:06,blk 29 - HLPL - metro,,,5637.46,1175.87,4461.59,4,
313994,EL EL ZAHRAA HELIOPOLIS Main Road,713,27112025,10:30:52,Heliopolis 18 Nasr,,,2471.61,360.53,2111.08,10,
313995,El-MMISR br.2,751,08112025,13:35:43,,,,9091.00,1907.75,7183.25,9,CLSD
313996,Ph/SALAMTEK SMOUHA,764,02112025,10:58:56,HLPL/214,,,3434.56,300.00,3134.56,7,CLSD
313999,health gate-A,756,26112025,11:25:32,"Mustafa Nahhas 17, HLPL zone",,,1713.40,74.89,1638.51,3,CLSD
314000,Ph/Pharma Plus Squre Station St.,742,02112025,13:35:19,,,,1876.08,344.82,1531.26,4,CLSD
314001,PH City Caare,724,10112025,12:11:46,blk 29 - HLWN - metro,,,4605.83,581.70,4024.13,7,
314003,EL Union Pharm,729,16-Nov-2025,11:46:34,blk 5 - HLWN - mosque,,,16207.21,1590.38,14616.83,15,
314004,EL SALAMTEK OCT CITY,728,09112025,11:37:34,"Geish 89, HLWN zone",Giza,Boulak Dakrour,3027.48,390.17,2637.31,3,CLSD
314006,Phd/r medhat helwan 011,755,18112025,08:00:57,HLWN/166,,,5632.34,1233.29,4399.05,11,
314007,salamtek helwan,766,15112025,08:41:01,"217 Mustafa Nahhas st., near market, HLWN",Cairo,Helwan,8257.11,1717.69,6539.42,12,CLSD
314008,salmtek helwan,721,23-Nov-2025,09:47:07,,Alexandria,Borg El Arab,4202.03,536.21,3665.82,8,CLSD
314010,Ph/Seha Fist,753,18-Nov-2025,13:09:40,blk 17 - HLWN - gas station,,,2368.58,312.85,2055.73,8,
314013,PH blue wave marg-A,727,12112025,20:22:57,,,,1495.12,95.93,1399.19,2,
314014,STA CARE HELWAN,750,28112025,09:14:03,,Cairo,Helwan,1887.37,362.73,1524.64,6,CLSD
314015,Star Care Helwan,735,05112025,14:42:28,,,,2799.85,621.37,2178.48,6,CLSD
314016,PY/Mira Marg (2),728,26112025,11:57:32,,,,7741.68,684.58,7057.10,10,
314018,EL SEHA FIRST HELWAN Main Road,734,13112025,14:20:01,"63 9th District st., near market, HLWN",,,2630.48,569.98,2060.50,5,
314021,EL health gate smouha-A,741,22-Nov-2025,14:15:12,,,,342.93,86.27,256.66,2,
314022,Ph/health gate smouha Branch 2712,744,20112025,13:18:13,HLWN/59,Cairo,Helwan,5932.24,618.95,5313.29,13,CLSD
314025,PH Care 24 Seven Helwan Branh 2,705,02112025,14:36:59,"Port Said 143, HLWN zone",,,4672.48,899.09,3773.39,11,CLSD
